algo,scenario,map,start,goal,n_goals,total_time_us,peak_step_us,reached,ref_reachable,opt_ratio,first_move_correct,cost_walked,steps_taken,tiles_revealed
bug-bug0,no_roads,ancient_tile,1556,243,1,149.875000,149.875000,0,1,,,0,0,1600
bug-bug0,no_roads,ancient_tile,55,667,1,133.402000,117.633000,1,1,2.150000,1,129,43,1600
bug-bug0,no_roads,ancient_tile,589,532,1,65.616000,58.578000,1,1,1.142857,1,72,24,1600
bug-bug0,no_roads,ancient_tile,310,223,1,13.794000,11.648000,1,1,1.000000,1,21,7,1600
bug-bug0,no_roads,ancient_tile,1349,189,1,52.832000,52.832000,0,1,,,0,0,1600
bug-bug0,no_roads,ancient_tile,1451,1028,1,27.752000,22.893000,1,1,1.000000,1,51,17,1600
bug-bug0,no_roads,ancient_tile,69,65,1,9.755000,8.721000,1,1,1.000000,1,12,4,1600
bug-bug0,no_roads,ancient_tile,203,516,1,112.061000,112.061000,0,1,,,0,0,1600
bug-bug0,no_roads,ancient_tile,561,1256,1,34.775000,29.035000,1,1,1.000000,1,63,21,1600
bug-bug0,no_roads,ancient_tile,1475,58,1,80.267000,68.629000,1,1,1.135135,1,126,42,1600
bug-bug0,no_roads,ancient_tile,1385,458,1,43.990000,37.466000,1,1,1.041667,0,75,25,1600
bug-bug0,no_roads,ancient_tile,1578,1349,1,20.168000,20.168000,0,1,,,0,0,1600
bug-bug0,no_roads,ancient_tile,1022,521,1,50.799000,50.799000,0,1,,,0,0,1600
bug-bug0,no_roads,ancient_tile,1105,1448,1,23.246000,18.856000,1,1,1.000000,1,51,17,1600
bug-bug0,no_roads,ancient_tile,674,15,1,20.117000,20.117000,0,1,,,0,0,1600
bug-bug1,no_roads,ancient_tile,1556,243,1,313.388000,292.010000,1,1,1.585366,1,195,65,1600
bug-bug1,no_roads,ancient_tile,55,667,1,105.432000,99.159000,1,1,1.150000,1,69,23,1600
bug-bug1,no_roads,ancient_tile,589,532,1,14883.734000,14876.406000,1,1,1.238095,1,78,26,1600
bug-bug1,no_roads,ancient_tile,310,223,1,13.131000,11.021000,1,1,1.000000,1,21,7,1600
bug-bug1,no_roads,ancient_tile,1349,189,1,94.762000,87.133000,1,1,1.000000,1,87,29,1600
bug-bug1,no_roads,ancient_tile,1451,1028,1,14884.565000,14878.995000,1,1,1.058824,1,54,18,1600
bug-bug1,no_roads,ancient_tile,69,65,1,15.548000,14.218000,1,1,1.000000,1,12,4,1600
bug-bug1,no_roads,ancient_tile,203,516,1,258.377000,242.376000,1,1,1.757576,1,174,58,1600
bug-bug1,no_roads,ancient_tile,561,1256,1,99.824000,93.553000,1,1,1.142857,1,72,24,1600
bug-bug1,no_roads,ancient_tile,1475,58,1,179.244000,165.393000,1,1,1.405405,1,156,52,1600
bug-bug1,no_roads,ancient_tile,1385,458,1,128.152000,120.031000,1,1,1.250000,1,90,30,1600
bug-bug1,no_roads,ancient_tile,1578,1349,1,45.206000,42.212000,1,1,1.000000,1,36,12,1600
bug-bug1,no_roads,ancient_tile,1022,521,1,154.214000,143.948000,1,1,1.481481,1,120,40,1600
bug-bug1,no_roads,ancient_tile,1105,1448,1,36.566000,31.744000,1,1,1.117647,1,57,19,1600
bug-bug1,no_roads,ancient_tile,674,15,1,21200.835000,21190.439000,1,1,1.321429,1,111,37,1600
bug-bug2,no_roads,ancient_tile,1556,243,1,366.318000,337.497000,1,1,2.219512,1,273,91,1600
bug-bug2,no_roads,ancient_tile,55,667,1,133.323000,126.210000,1,1,1.250000,1,75,25,1600
bug-bug2,no_roads,ancient_tile,589,532,1,151.150000,141.809000,1,1,1.714286,1,108,36,1600
bug-bug2,no_roads,ancient_tile,310,223,1,17.131000,15.339000,1,1,1.000000,1,21,7,1600
bug-bug2,no_roads,ancient_tile,1349,189,1,89.242000,81.775000,1,1,1.000000,1,87,29,1600
bug-bug2,no_roads,ancient_tile,1451,1028,1,128.507000,124.115000,1,1,1.000000,1,51,17,1600
bug-bug2,no_roads,ancient_tile,69,65,1,11.828000,10.936000,1,1,1.000000,1,12,4,1600
bug-bug2,no_roads,ancient_tile,203,516,1,297.287000,281.431000,1,1,1.757576,1,174,58,1600
bug-bug2,no_roads,ancient_tile,561,1256,1,294.933000,294.933000,0,1,,,0,0,1600
bug-bug2,no_roads,ancient_tile,1475,58,1,216.143000,200.903000,1,1,1.540541,1,171,57,1600
bug-bug2,no_roads,ancient_tile,1385,458,1,118.961000,118.961000,0,1,,,0,0,1600
bug-bug2,no_roads,ancient_tile,1578,1349,1,44.185000,40.893000,1,1,1.083333,1,39,13,1600
bug-bug2,no_roads,ancient_tile,1022,521,1,323.017000,323.017000,0,1,,,0,0,1600
bug-bug2,no_roads,ancient_tile,1105,1448,1,49.209000,44.951000,1,1,1.000000,1,51,17,1600
bug-bug2,no_roads,ancient_tile,674,15,1,74.481000,74.481000,0,1,,,0,0,1600
bug-distbug,no_roads,ancient_tile,1556,243,1,231.937000,231.937000,0,1,,,0,0,1600
bug-distbug,no_roads,ancient_tile,55,667,1,152.577000,137.529000,1,1,2.300000,1,138,46,1600
bug-distbug,no_roads,ancient_tile,589,532,1,175.031000,167.801000,1,1,1.190476,1,75,25,1600
bug-distbug,no_roads,ancient_tile,310,223,1,17.540000,15.643000,1,1,1.000000,1,21,7,1600
bug-distbug,no_roads,ancient_tile,1349,189,1,74.455000,66.690000,1,1,1.000000,1,87,29,1600
bug-distbug,no_roads,ancient_tile,1451,1028,1,197.110000,191.582000,1,1,1.176471,1,60,20,1600
bug-distbug,no_roads,ancient_tile,69,65,1,12.051000,11.065000,1,1,1.000000,1,12,4,1600
bug-distbug,no_roads,ancient_tile,203,516,1,234.283000,220.373000,1,1,1.545455,1,153,51,1600
bug-distbug,no_roads,ancient_tile,561,1256,1,159.811000,154.468000,1,1,1.000000,1,63,21,1600
bug-distbug,no_roads,ancient_tile,1475,58,1,133.109000,121.718000,1,1,1.135135,1,126,42,1600
bug-distbug,no_roads,ancient_tile,1385,458,1,131.707000,125.005000,1,1,1.041667,0,75,25,1600
bug-distbug,no_roads,ancient_tile,1578,1349,1,49.065000,46.095000,1,1,1.000000,1,36,12,1600
bug-distbug,no_roads,ancient_tile,1022,521,1,126.645000,126.645000,0,1,,,0,0,1600
bug-distbug,no_roads,ancient_tile,1105,1448,1,43.476000,39.075000,1,1,1.000000,1,51,17,1600
bug-distbug,no_roads,ancient_tile,674,15,1,295.214000,267.331000,1,1,3.785714,1,318,106,1600
bug-tangentbug,no_roads,ancient_tile,1556,243,1,551.540000,529.707000,1,1,1.658537,0,204,68,1600
bug-tangentbug,no_roads,ancient_tile,55,667,1,196.475000,190.345000,1,1,1.000000,1,60,20,1600
bug-tangentbug,no_roads,ancient_tile,589,532,1,199.822000,193.430000,1,1,1.142857,1,72,24,1600
bug-tangentbug,no_roads,ancient_tile,310,223,1,32.461000,30.454000,1,1,1.000000,1,21,7,1600
bug-tangentbug,no_roads,ancient_tile,1349,189,1,209.961000,202.236000,1,1,1.000000,1,87,29,1600
bug-tangentbug,no_roads,ancient_tile,1451,1028,1,182.153000,177.561000,1,1,1.000000,1,51,17,1600
bug-tangentbug,no_roads,ancient_tile,69,65,1,19.962000,19.067000,1,1,1.000000,1,12,4,1600
bug-tangentbug,no_roads,ancient_tile,203,516,1,411.597000,401.679000,1,1,1.090909,1,108,36,1600
bug-tangentbug,no_roads,ancient_tile,561,1256,1,289.308000,289.308000,0,1,,,0,0,1600
bug-tangentbug,no_roads,ancient_tile,1475,58,1,326.820000,316.513000,1,1,1.135135,0,126,42,1600
bug-tangentbug,no_roads,ancient_tile,1385,458,1,110.976000,110.976000,0,1,,,0,0,1600
bug-tangentbug,no_roads,ancient_tile,1578,1349,1,69.099000,66.106000,1,1,1.000000,1,36,12,1600
bug-tangentbug,no_roads,ancient_tile,1022,521,1,293.613000,293.613000,0,1,,,0,0,1600
bug-tangentbug,no_roads,ancient_tile,1105,1448,1,87.475000,83.344000,1,1,1.000000,1,51,17,1600
bug-tangentbug,no_roads,ancient_tile,674,15,1,69.509000,69.509000,0,1,,,0,0,1600
bug-visbug21,no_roads,ancient_tile,1556,243,1,479.335000,459.573000,1,1,1.658537,0,204,68,1600
bug-visbug21,no_roads,ancient_tile,55,667,1,175.342000,169.837000,1,1,1.000000,1,60,20,1600
bug-visbug21,no_roads,ancient_tile,589,532,1,173.966000,167.915000,1,1,1.142857,1,72,24,1600
bug-visbug21,no_roads,ancient_tile,310,223,1,34.079000,32.180000,1,1,1.000000,1,21,7,1600
bug-visbug21,no_roads,ancient_tile,1349,189,1,190.304000,183.017000,1,1,1.000000,1,87,29,1600
bug-visbug21,no_roads,ancient_tile,1451,1028,1,157.224000,152.844000,1,1,1.000000,1,51,17,1600
bug-visbug21,no_roads,ancient_tile,69,65,1,18.003000,17.194000,1,1,1.000000,1,12,4,1600
bug-visbug21,no_roads,ancient_tile,203,516,1,371.115000,361.803000,1,1,1.090909,1,108,36,1600
bug-visbug21,no_roads,ancient_tile,561,1256,1,263.339000,263.339000,0,1,,,0,0,1600
bug-visbug21,no_roads,ancient_tile,1475,58,1,292.795000,281.735000,1,1,1.135135,0,126,42,1600
bug-visbug21,no_roads,ancient_tile,1385,458,1,106.344000,106.344000,0,1,,,0,0,1600
bug-visbug21,no_roads,ancient_tile,1578,1349,1,64.911000,61.981000,1,1,1.000000,1,36,12,1600
bug-visbug21,no_roads,ancient_tile,1022,521,1,279.158000,279.158000,0,1,,,0,0,1600
bug-visbug21,no_roads,ancient_tile,1105,1448,1,87.584000,83.410000,1,1,1.000000,1,51,17,1600
bug-visbug21,no_roads,ancient_tile,674,15,1,60.134000,60.134000,0,1,,,0,0,1600
bug-visbug22,no_roads,ancient_tile,1556,243,1,179.391000,179.391000,0,1,,,0,0,1600
bug-visbug22,no_roads,ancient_tile,55,667,1,232.610000,219.302000,1,1,2.050000,1,123,41,1600
bug-visbug22,no_roads,ancient_tile,589,532,1,194.756000,188.515000,1,1,1.000000,1,63,21,1600
bug-visbug22,no_roads,ancient_tile,310,223,1,28.110000,26.414000,1,1,1.000000,1,21,7,1600
bug-visbug22,no_roads,ancient_tile,1349,189,1,168.933000,162.332000,1,1,1.000000,1,87,29,1600
bug-visbug22,no_roads,ancient_tile,1451,1028,1,207.422000,203.501000,1,1,1.000000,1,51,17,1600
bug-visbug22,no_roads,ancient_tile,69,65,1,17.056000,16.199000,1,1,1.000000,1,12,4,1600
bug-visbug22,no_roads,ancient_tile,203,516,1,300.170000,290.308000,1,1,1.272727,1,126,42,1600
bug-visbug22,no_roads,ancient_tile,561,1256,1,180.173000,175.465000,1,1,1.000000,1,63,21,1600
bug-visbug22,no_roads,ancient_tile,1475,58,1,214.460000,205.979000,1,1,1.000000,1,111,37,1600
bug-visbug22,no_roads,ancient_tile,1385,458,1,167.006000,161.466000,1,1,1.000000,1,72,24,1600
bug-visbug22,no_roads,ancient_tile,1578,1349,1,68.083000,65.278000,1,1,1.000000,1,36,12,1600
bug-visbug22,no_roads,ancient_tile,1022,521,1,103.972000,103.972000,0,1,,,0,0,1600
bug-visbug22,no_roads,ancient_tile,1105,1448,1,68.832000,65.288000,1,1,1.000000,1,51,17,1600
bug-visbug22,no_roads,ancient_tile,674,15,1,427.434000,407.123000,1,1,2.892857,1,243,81,1600
bug-bfsbug,no_roads,ancient_tile,1556,243,1,2161.051000,2149.994000,1,1,1.000000,1,123,41,1600
bug-bfsbug,no_roads,ancient_tile,55,667,1,777.394000,771.826000,1,1,1.000000,1,60,20,1600
bug-bfsbug,no_roads,ancient_tile,589,532,1,1250.450000,1245.848000,1,1,1.000000,1,63,21,1600
bug-bfsbug,no_roads,ancient_tile,310,223,1,226.517000,224.986000,1,1,1.000000,1,21,7,1600
bug-bfsbug,no_roads,ancient_tile,1349,189,1,1765.887000,1758.981000,1,1,1.000000,1,87,29,1600
bug-bfsbug,no_roads,ancient_tile,1451,1028,1,764.403000,760.540000,1,1,1.000000,1,51,17,1600
bug-bfsbug,no_roads,ancient_tile,69,65,1,50.200000,49.326000,1,1,1.000000,1,12,4,1600
bug-bfsbug,no_roads,ancient_tile,203,516,1,1635.614000,1627.659000,1,1,1.000000,1,99,33,1600
bug-bfsbug,no_roads,ancient_tile,561,1256,1,929.750000,925.173000,1,1,1.000000,1,63,21,1600
bug-bfsbug,no_roads,ancient_tile,1475,58,1,2159.540000,2150.505000,1,1,1.000000,1,111,37,1600
bug-bfsbug,no_roads,ancient_tile,1385,458,1,1349.162000,1343.973000,1,1,1.000000,1,72,24,1600
bug-bfsbug,no_roads,ancient_tile,1578,1349,1,432.469000,429.878000,1,1,1.000000,1,36,12,1600
bug-bfsbug,no_roads,ancient_tile,1022,521,1,2179.430000,2173.567000,1,1,1.000000,1,81,27,1600
bug-bfsbug,no_roads,ancient_tile,1105,1448,1,1180.608000,1176.795000,1,1,1.000000,1,51,17,1600
bug-bfsbug,no_roads,ancient_tile,674,15,1,1519.753000,1512.948000,1,1,1.000000,1,84,28,1600
bug-mem-bfs,no_roads,ancient_tile,1556,243,1,2170.084000,2156.624000,1,1,1.000000,1,123,41,1600
bug-mem-bfs,no_roads,ancient_tile,55,667,1,762.869000,757.346000,1,1,1.000000,1,60,20,1600
bug-mem-bfs,no_roads,ancient_tile,589,532,1,1389.967000,1384.578000,1,1,1.000000,1,63,21,1600
bug-mem-bfs,no_roads,ancient_tile,310,223,1,227.338000,225.583000,1,1,1.000000,1,21,7,1600
bug-mem-bfs,no_roads,ancient_tile,1349,189,1,1785.393000,1778.288000,1,1,1.000000,1,87,29,1600
bug-mem-bfs,no_roads,ancient_tile,1451,1028,1,770.699000,766.840000,1,1,1.000000,1,51,17,1600
bug-mem-bfs,no_roads,ancient_tile,69,65,1,50.190000,49.418000,1,1,1.000000,1,12,4,1600
bug-mem-bfs,no_roads,ancient_tile,203,516,1,1647.554000,1639.723000,1,1,1.000000,1,99,33,1600
bug-mem-bfs,no_roads,ancient_tile,561,1256,1,946.255000,941.521000,1,1,1.000000,1,63,21,1600
bug-mem-bfs,no_roads,ancient_tile,1475,58,1,1987.306000,1979.526000,1,1,1.000000,1,111,37,1600
bug-mem-bfs,no_roads,ancient_tile,1385,458,1,1358.245000,1353.120000,1,1,1.000000,1,72,24,1600
bug-mem-bfs,no_roads,ancient_tile,1578,1349,1,430.415000,428.093000,1,1,1.000000,1,36,12,1600
bug-mem-bfs,no_roads,ancient_tile,1022,521,1,2178.417000,2173.020000,1,1,1.000000,1,81,27,1600
bug-mem-bfs,no_roads,ancient_tile,1105,1448,1,1166.722000,1163.347000,1,1,1.000000,1,51,17,1600
bug-mem-bfs,no_roads,ancient_tile,674,15,1,1520.644000,1514.750000,1,1,1.000000,1,84,28,1600
bug-mem-astar,no_roads,ancient_tile,1556,243,1,824.461000,813.665000,1,1,1.000000,1,123,41,1600
bug-mem-astar,no_roads,ancient_tile,55,667,1,373.579000,368.414000,1,1,1.000000,1,60,20,1600
bug-mem-astar,no_roads,ancient_tile,589,532,1,348.534000,343.931000,1,1,1.000000,1,63,21,1600
bug-mem-astar,no_roads,ancient_tile,310,223,1,39.073000,37.546000,1,1,1.000000,1,21,7,1600
bug-mem-astar,no_roads,ancient_tile,1349,189,1,497.113000,490.978000,1,1,1.000000,1,87,29,1600
bug-mem-astar,no_roads,ancient_tile,1451,1028,1,81.006000,77.394000,1,1,1.000000,1,51,17,1600
bug-mem-astar,no_roads,ancient_tile,69,65,1,19.619000,18.882000,1,1,1.000000,1,12,4,1600
bug-mem-astar,no_roads,ancient_tile,203,516,1,541.583000,534.194000,1,1,1.000000,1,99,33,1600
bug-mem-astar,no_roads,ancient_tile,561,1256,1,363.015000,358.691000,1,1,1.000000,1,63,21,1600
bug-mem-astar,no_roads,ancient_tile,1475,58,1,535.164000,526.740000,1,1,1.000000,1,111,37,1600
bug-mem-astar,no_roads,ancient_tile,1385,458,1,92.345000,86.894000,1,1,1.000000,1,72,24,1600
bug-mem-astar,no_roads,ancient_tile,1578,1349,1,121.884000,119.247000,1,1,1.000000,1,36,12,1600
bug-mem-astar,no_roads,ancient_tile,1022,521,1,499.467000,493.958000,1,1,1.000000,1,81,27,1600
bug-mem-astar,no_roads,ancient_tile,1105,1448,1,238.093000,234.693000,1,1,1.000000,1,51,17,1600
bug-mem-astar,no_roads,ancient_tile,674,15,1,289.749000,283.852000,1,1,1.000000,1,84,28,1600
bug-fast-bug,no_roads,ancient_tile,1556,243,1,224.111000,207.682000,1,1,1.585366,1,195,65,1600
bug-fast-bug,no_roads,ancient_tile,55,667,1,80.363000,75.452000,1,1,1.150000,1,69,23,1600
bug-fast-bug,no_roads,ancient_tile,589,532,1,11634.877000,11629.256000,1,1,1.238095,1,78,26,1600
bug-fast-bug,no_roads,ancient_tile,310,223,1,10.351000,8.812000,1,1,1.000000,1,21,7,1600
bug-fast-bug,no_roads,ancient_tile,1349,189,1,75.997000,70.078000,1,1,1.000000,1,87,29,1600
bug-fast-bug,no_roads,ancient_tile,1451,1028,1,11621.912000,11618.117000,1,1,1.058824,1,54,18,1600
bug-fast-bug,no_roads,ancient_tile,69,65,1,7.541000,6.789000,1,1,1.000000,1,12,4,1600
bug-fast-bug,no_roads,ancient_tile,203,516,1,189.401000,176.980000,1,1,1.757576,1,174,58,1600
bug-fast-bug,no_roads,ancient_tile,561,1256,1,77.495000,72.623000,1,1,1.142857,1,72,24,1600
bug-fast-bug,no_roads,ancient_tile,1475,58,1,144.222000,133.215000,1,1,1.405405,1,156,52,1600
bug-fast-bug,no_roads,ancient_tile,1385,458,1,100.093000,93.921000,1,1,1.250000,1,90,30,1600
bug-fast-bug,no_roads,ancient_tile,1578,1349,1,35.063000,32.639000,1,1,1.000000,1,36,12,1600
bug-fast-bug,no_roads,ancient_tile,1022,521,1,120.826000,112.788000,1,1,1.481481,1,120,40,1600
bug-fast-bug,no_roads,ancient_tile,1105,1448,1,27.622000,23.910000,1,1,1.117647,1,57,19,1600
bug-fast-bug,no_roads,ancient_tile,674,15,1,16793.591000,16785.547000,1,1,1.321429,1,111,37,1600
bug-step-bug,no_roads,ancient_tile,1556,243,1,214.749000,197.078000,1,1,1.585366,1,195,65,1600
bug-step-bug,no_roads,ancient_tile,55,667,1,79.311000,73.842000,1,1,1.150000,1,69,23,1600
bug-step-bug,no_roads,ancient_tile,589,532,1,11612.171000,11606.517000,1,1,1.238095,1,78,26,1600
bug-step-bug,no_roads,ancient_tile,310,223,1,10.056000,8.529000,1,1,1.000000,1,21,7,1600
bug-step-bug,no_roads,ancient_tile,1349,189,1,72.735000,66.593000,1,1,1.000000,1,87,29,1600
bug-step-bug,no_roads,ancient_tile,1451,1028,1,11599.920000,11595.853000,1,1,1.058824,1,54,18,1600
bug-step-bug,no_roads,ancient_tile,69,65,1,7.003000,6.215000,1,1,1.000000,1,12,4,1600
bug-step-bug,no_roads,ancient_tile,203,516,1,189.024000,175.942000,1,1,1.757576,1,174,58,1600
bug-step-bug,no_roads,ancient_tile,561,1256,1,76.190000,71.199000,1,1,1.142857,1,72,24,1600
bug-step-bug,no_roads,ancient_tile,1475,58,1,141.904000,130.579000,1,1,1.405405,1,156,52,1600
bug-step-bug,no_roads,ancient_tile,1385,458,1,102.106000,95.689000,1,1,1.250000,1,90,30,1600
bug-step-bug,no_roads,ancient_tile,1578,1349,1,35.388000,32.910000,1,1,1.000000,1,36,12,1600
bug-step-bug,no_roads,ancient_tile,1022,521,1,120.649000,112.107000,1,1,1.481481,1,120,40,1600
bug-step-bug,no_roads,ancient_tile,1105,1448,1,32.876000,28.707000,1,1,1.117647,1,57,19,1600
bug-step-bug,no_roads,ancient_tile,674,15,1,16476.044000,16467.529000,1,1,1.321429,1,111,37,1600
bug-lookahead,no_roads,ancient_tile,1556,243,1,188.402000,171.042000,1,1,1.560976,1,192,64,1600
bug-lookahead,no_roads,ancient_tile,55,667,1,102.260000,92.645000,1,1,2.200000,1,132,44,1600
bug-lookahead,no_roads,ancient_tile,589,532,1,74.975000,70.066000,1,1,1.142857,1,72,24,1600
bug-lookahead,no_roads,ancient_tile,310,223,1,20.271000,18.757000,1,1,1.000000,1,21,7,1600
bug-lookahead,no_roads,ancient_tile,1349,189,1,75.723000,69.679000,1,1,1.000000,1,87,29,1600
bug-lookahead,no_roads,ancient_tile,1451,1028,1,46.730000,43.247000,1,1,1.000000,1,51,17,1600
bug-lookahead,no_roads,ancient_tile,69,65,1,11.693000,11.031000,1,1,1.000000,1,12,4,1600
bug-lookahead,no_roads,ancient_tile,203,516,1,148.919000,148.919000,0,1,,,0,0,1600
bug-lookahead,no_roads,ancient_tile,561,1256,1,68.838000,64.581000,1,1,1.000000,1,63,21,1600
bug-lookahead,no_roads,ancient_tile,1475,58,1,114.899000,105.942000,1,1,1.135135,1,126,42,1600
bug-lookahead,no_roads,ancient_tile,1385,458,1,61.312000,56.367000,1,1,1.000000,1,72,24,1600
bug-lookahead,no_roads,ancient_tile,1578,1349,1,27.993000,27.993000,0,1,,,0,0,1600
bug-lookahead,no_roads,ancient_tile,1022,521,1,88.553000,80.215000,1,1,1.444444,1,117,39,1600
bug-lookahead,no_roads,ancient_tile,1105,1448,1,45.525000,41.979000,1,1,1.000000,1,51,17,1600
bug-lookahead,no_roads,ancient_tile,674,15,1,16.589000,16.589000,0,1,,,0,0,1600
bug-bug0,with_roads,ancient_tile,1556,243,1,69.791000,69.791000,0,1,,,0,0,1600
bug-bug0,with_roads,ancient_tile,55,667,1,80.808000,68.674000,1,1,2.150000,1,129,43,1600
bug-bug0,with_roads,ancient_tile,589,532,1,44.348000,38.547000,1,1,1.142857,1,72,24,1600
bug-bug0,with_roads,ancient_tile,310,223,1,10.746000,8.633000,1,1,1.000000,1,21,7,1600
bug-bug0,with_roads,ancient_tile,1349,189,1,41.838000,41.838000,0,1,,,0,0,1600
bug-bug0,with_roads,ancient_tile,1451,1028,1,25.708000,21.772000,1,1,1.000000,1,51,17,1600
bug-bug0,with_roads,ancient_tile,69,65,1,11.393000,10.369000,1,1,1.000000,1,12,4,1600
bug-bug0,with_roads,ancient_tile,203,516,1,86.452000,86.452000,0,1,,,0,0,1600
bug-bug0,with_roads,ancient_tile,561,1256,1,27.312000,22.322000,1,1,1.000000,1,63,21,1600
bug-bug0,with_roads,ancient_tile,1475,58,1,62.292000,52.389000,1,1,1.135135,1,126,42,1600
bug-bug0,with_roads,ancient_tile,1385,458,1,34.420000,29.046000,1,1,1.041667,0,75,25,1600
bug-bug0,with_roads,ancient_tile,1578,1349,1,15.849000,15.849000,0,1,,,0,0,1600
bug-bug0,with_roads,ancient_tile,1022,521,1,40.081000,40.081000,0,1,,,0,0,1600
bug-bug0,with_roads,ancient_tile,1105,1448,1,19.175000,15.065000,1,1,1.000000,1,51,17,1600
bug-bug0,with_roads,ancient_tile,674,15,1,15.836000,15.836000,0,1,,,0,0,1600
bug-bug1,with_roads,ancient_tile,1556,243,1,215.116000,199.888000,1,1,1.585366,1,195,65,1600
bug-bug1,with_roads,ancient_tile,55,667,1,77.407000,72.204000,1,1,1.150000,1,69,23,1600
bug-bug1,with_roads,ancient_tile,589,532,1,11469.081000,11463.253000,1,1,1.238095,1,78,26,1600
bug-bug1,with_roads,ancient_tile,310,223,1,10.744000,9.181000,1,1,1.000000,1,21,7,1600
bug-bug1,with_roads,ancient_tile,1349,189,1,76.450000,70.425000,1,1,1.000000,1,87,29,1600
bug-bug1,with_roads,ancient_tile,1451,1028,1,11456.338000,11452.363000,1,1,1.058824,1,54,18,1600
bug-bug1,with_roads,ancient_tile,69,65,1,7.559000,6.761000,1,1,1.000000,1,12,4,1600
bug-bug1,with_roads,ancient_tile,203,516,1,191.017000,178.274000,1,1,1.757576,1,174,58,1600
bug-bug1,with_roads,ancient_tile,561,1256,1,76.297000,71.506000,1,1,1.142857,1,72,24,1600
bug-bug1,with_roads,ancient_tile,1475,58,1,138.501000,127.602000,1,1,1.405405,1,156,52,1600
bug-bug1,with_roads,ancient_tile,1385,458,1,99.633000,93.428000,1,1,1.250000,1,90,30,1600
bug-bug1,with_roads,ancient_tile,1578,1349,1,35.711000,33.418000,1,1,1.000000,1,36,12,1600
bug-bug1,with_roads,ancient_tile,1022,521,1,120.848000,112.693000,1,1,1.481481,1,120,40,1600
bug-bug1,with_roads,ancient_tile,1105,1448,1,28.215000,24.367000,1,1,1.117647,1,57,19,1600
bug-bug1,with_roads,ancient_tile,674,15,1,16542.911000,16534.148000,1,1,1.321429,1,111,37,1600
bug-bug2,with_roads,ancient_tile,1556,243,1,265.600000,244.837000,1,1,2.219512,1,273,91,1600
bug-bug2,with_roads,ancient_tile,55,667,1,103.903000,98.379000,1,1,1.250000,1,75,25,1600
bug-bug2,with_roads,ancient_tile,589,532,1,113.833000,106.445000,1,1,1.714286,1,108,36,1600
bug-bug2,with_roads,ancient_tile,310,223,1,13.189000,11.623000,1,1,1.000000,1,21,7,1600
bug-bug2,with_roads,ancient_tile,1349,189,1,72.965000,65.654000,1,1,1.000000,1,87,29,1600
bug-bug2,with_roads,ancient_tile,1451,1028,1,102.647000,98.963000,1,1,1.000000,1,51,17,1600
bug-bug2,with_roads,ancient_tile,69,65,1,9.179000,8.461000,1,1,1.000000,1,12,4,1600
bug-bug2,with_roads,ancient_tile,203,516,1,236.161000,223.452000,1,1,1.757576,1,174,58,1600
bug-bug2,with_roads,ancient_tile,561,1256,1,231.376000,231.376000,0,1,,,0,0,1600
bug-bug2,with_roads,ancient_tile,1475,58,1,175.780000,163.858000,1,1,1.540541,1,171,57,1600
bug-bug2,with_roads,ancient_tile,1385,458,1,95.900000,95.900000,0,1,,,0,0,1600
bug-bug2,with_roads,ancient_tile,1578,1349,1,35.560000,32.901000,1,1,1.083333,1,39,13,1600
bug-bug2,with_roads,ancient_tile,1022,521,1,256.107000,256.107000,0,1,,,0,0,1600
bug-bug2,with_roads,ancient_tile,1105,1448,1,38.398000,34.869000,1,1,1.000000,1,51,17,1600
bug-bug2,with_roads,ancient_tile,674,15,1,54.173000,54.173000,0,1,,,0,0,1600
bug-distbug,with_roads,ancient_tile,1556,243,1,164.804000,164.804000,0,1,,,0,0,1600
bug-distbug,with_roads,ancient_tile,55,667,1,126.038000,110.749000,1,1,2.300000,1,138,46,1600
bug-distbug,with_roads,ancient_tile,589,532,1,137.461000,131.766000,1,1,1.190476,1,75,25,1600
bug-distbug,with_roads,ancient_tile,310,223,1,13.309000,11.680000,1,1,1.000000,1,21,7,1600
bug-distbug,with_roads,ancient_tile,1349,189,1,58.047000,52.012000,1,1,1.000000,1,87,29,1600
bug-distbug,with_roads,ancient_tile,1451,1028,1,152.086000,147.687000,1,1,1.176471,1,60,20,1600
bug-distbug,with_roads,ancient_tile,69,65,1,9.048000,8.279000,1,1,1.000000,1,12,4,1600
bug-distbug,with_roads,ancient_tile,203,516,1,183.858000,172.517000,1,1,1.545455,1,153,51,1600
bug-distbug,with_roads,ancient_tile,561,1256,1,127.398000,122.813000,1,1,1.000000,1,63,21,1600
bug-distbug,with_roads,ancient_tile,1475,58,1,103.708000,94.872000,1,1,1.135135,1,126,42,1600
bug-distbug,with_roads,ancient_tile,1385,458,1,104.544000,99.360000,1,1,1.041667,0,75,25,1600
bug-distbug,with_roads,ancient_tile,1578,1349,1,38.982000,36.577000,1,1,1.000000,1,36,12,1600
bug-distbug,with_roads,ancient_tile,1022,521,1,92.638000,92.638000,0,1,,,0,0,1600
bug-distbug,with_roads,ancient_tile,1105,1448,1,33.465000,29.960000,1,1,1.000000,1,51,17,1600
bug-distbug,with_roads,ancient_tile,674,15,1,235.912000,214.389000,1,1,3.785714,1,318,106,1600
bug-tangentbug,with_roads,ancient_tile,1556,243,1,431.438000,415.267000,1,1,1.658537,0,204,68,1600
