algo,scenario,map,start,goal,n_goals,total_time_us,peak_step_us,reached,ref_reachable,opt_ratio,first_move_correct,cost_walked,steps_taken,tiles_revealed
bug-bug2,no_roads,clash_arena,159,44,1,234.895000,47.328000,1,1,1.000000,1,30,10,672
bug-bug2,no_roads,clash_arena,352,313,1,137.891000,44.690000,1,1,1.000000,1,15,5,672
bug-bug2,no_roads,clash_arena,285,191,1,261.703000,37.147000,1,1,1.000000,1,30,10,672
bug-bug2,no_roads,clash_arena,149,124,1,408.552000,51.646000,1,1,1.000000,1,51,17,672
bug-bug2,no_roads,clash_arena,523,51,1,557.272000,54.148000,1,1,1.000000,1,66,22,672
bug-bug2,no_roads,clash_arena,49,135,1,100.708000,30.039000,1,1,1.000000,1,12,4,672
bug-bug2,no_roads,clash_arena,280,298,1,97.199000,46.102000,1,1,1.000000,1,9,3,672
bug-bug2,no_roads,clash_arena,636,46,1,735.214000,73.301000,1,1,1.000000,1,84,28,672
bug-bug2,no_roads,clash_arena,258,520,1,316.029000,37.649000,1,1,1.000000,1,36,12,672
bug-bug2,no_roads,clash_arena,282,564,1,328.648000,46.630000,1,1,1.000000,1,39,13,672
bug-bug2,with_roads,clash_arena,159,44,1,242.441000,47.855000,1,1,1.181818,1,26,10,672
bug-bug2,with_roads,clash_arena,352,313,1,136.545000,45.438000,1,1,1.000000,1,15,5,672
bug-bug2,with_roads,clash_arena,285,191,1,260.721000,37.864000,1,1,1.750000,0,28,10,672
bug-bug2,with_roads,clash_arena,149,124,1,419.153000,53.100000,1,1,1.093023,0,47,17,672
bug-bug2,with_roads,clash_arena,523,51,1,559.150000,53.197000,1,1,2.062500,1,66,22,672
bug-bug2,with_roads,clash_arena,49,135,1,102.015000,28.523000,1,1,1.000000,1,12,4,672
bug-bug2,with_roads,clash_arena,280,298,1,108.126000,45.888000,1,1,1.000000,1,5,3,672
bug-bug2,with_roads,clash_arena,636,46,1,762.290000,75.631000,1,1,1.409091,1,62,28,672
bug-bug2,with_roads,clash_arena,258,520,1,318.007000,38.315000,1,1,1.000000,1,12,12,672
bug-bug2,with_roads,clash_arena,282,564,1,341.205000,45.665000,1,1,1.631579,0,31,13,672
bug-bug2,no_roads,climbing_wall,720,120,1,557.701000,44.505000,1,1,1.000000,1,90,30,1000
bug-bug2,no_roads,climbing_wall,25,837,1,1088.096000,106.608000,1,1,1.000000,1,132,44,1000
bug-bug2,no_roads,climbing_wall,305,272,1,596.555000,86.587000,1,1,1.000000,1,75,25,1000
bug-bug2,no_roads,climbing_wall,246,152,1,387.899000,64.923000,1,1,1.000000,1,48,16,1000
bug-bug2,no_roads,climbing_wall,832,108,1,988.998000,99.706000,1,1,1.000000,1,129,43,1000
bug-bug2,no_roads,climbing_wall,762,836,1,1845.198000,130.298000,1,1,1.039474,0,237,79,1000
bug-bug2,no_roads,climbing_wall,614,93,1,642.718000,44.917000,1,1,1.000000,1,78,26,1000
bug-bug2,no_roads,climbing_wall,664,474,1,1248.923000,112.583000,1,1,1.000000,1,159,53,1000
bug-bug2,no_roads,climbing_wall,32,30,1,43.655000,25.655000,1,1,1.000000,1,6,2,1000
bug-bug2,no_roads,climbing_wall,99,241,1,497.026000,61.646000,1,1,1.000000,1,60,20,1000
bug-bug2,with_roads,climbing_wall,720,120,1,558.607000,45.792000,1,1,1.000000,1,90,30,1000
bug-bug2,with_roads,climbing_wall,25,837,1,1100.412000,117.182000,1,1,1.000000,1,130,44,1000
bug-bug2,with_roads,climbing_wall,305,272,1,605.235000,88.618000,1,1,1.000000,1,75,25,1000
bug-bug2,with_roads,climbing_wall,246,152,1,385.777000,69.431000,1,1,1.000000,1,48,16,1000
bug-bug2,with_roads,climbing_wall,832,108,1,998.281000,100.784000,1,1,1.000000,1,129,43,1000
bug-bug2,with_roads,climbing_wall,762,836,1,1870.352000,132.540000,1,1,1.039474,0,237,79,1000
bug-bug2,with_roads,climbing_wall,614,93,1,652.336000,46.779000,1,1,1.000000,1,78,26,1000
bug-bug2,with_roads,climbing_wall,664,474,1,1272.926000,115.944000,1,1,1.000000,1,159,53,1000
bug-bug2,with_roads,climbing_wall,32,30,1,44.471000,26.671000,1,1,1.000000,1,6,2,1000
bug-bug2,with_roads,climbing_wall,99,241,1,491.025000,64.031000,1,1,1.000000,1,60,20,1000
bug-bug2,no_roads,coffee,1693,279,1,754.064000,101.918000,1,1,1.000000,1,84,28,2500
bug-bug2,no_roads,coffee,69,1997,1,1254.461000,125.000000,1,1,1.000000,1,141,47,2500
bug-bug2,no_roads,coffee,730,637,1,193.923000,52.184000,1,1,1.000000,1,21,7,2500
bug-bug2,no_roads,coffee,573,347,1,633.418000,76.672000,1,1,1.000000,1,72,24,2500
bug-bug2,no_roads,coffee,1983,256,1,1281.231000,188.219000,1,1,1.066667,1,144,48,2500
bug-bug2,no_roads,coffee,1794,1995,1,252.588000,63.982000,1,1,1.000000,1,27,9,2500
bug-bug2,no_roads,coffee,2368,1465,1,492.201000,64.140000,1,1,1.000000,1,54,18,2500
bug-bug2,no_roads,coffee,218,1575,1,1291.849000,144.066000,1,1,1.484848,1,147,49,2500
bug-bug2,no_roads,coffee,1097,85,1,789.804000,119.667000,1,1,1.000000,1,90,30,2500
bug-bug2,no_roads,coffee,81,234,1,74.878000,29.320000,1,1,1.000000,1,9,3,2500
bug-bug2,with_roads,coffee,1693,279,1,758.784000,115.937000,1,1,1.000000,1,84,28,2500
bug-bug2,with_roads,coffee,69,1997,1,1202.741000,132.593000,1,1,1.000000,1,141,47,2500
bug-bug2,with_roads,coffee,730,637,1,194.091000,52.951000,1,1,1.000000,1,21,7,2500
bug-bug2,with_roads,coffee,573,347,1,647.292000,77.938000,1,1,1.000000,1,72,24,2500
bug-bug2,with_roads,coffee,1983,256,1,1321.257000,209.136000,1,1,1.431579,1,136,48,2500
bug-bug2,with_roads,coffee,1794,1995,1,247.154000,64.145000,1,1,1.000000,1,27,9,2500
bug-bug2,with_roads,coffee,2368,1465,1,472.312000,64.328000,1,1,1.000000,1,54,18,2500
bug-bug2,with_roads,coffee,218,1575,1,1321.829000,142.583000,1,1,1.484848,1,147,49,2500
bug-bug2,with_roads,coffee,1097,85,1,803.416000,125.560000,1,1,1.000000,1,90,30,2500
bug-bug2,with_roads,coffee,81,234,1,76.192000,29.658000,1,1,1.000000,1,9,3,2500
bug-bug2,no_roads,cold,243,51,1,205.614000,57.763000,1,1,1.000000,1,21,7,1369
bug-bug2,no_roads,cold,617,546,1,132.622000,52.272000,1,1,1.000000,1,12,4,1369
bug-bug2,no_roads,cold,493,304,1,133.178000,33.090000,1,1,1.000000,1,15,5,1369
bug-bug2,no_roads,cold,223,1204,1,690.131000,41.740000,1,1,1.000000,1,78,26,1369
bug-bug2,no_roads,cold,190,1307,1,854.456000,74.939000,1,1,1.000000,1,90,30,1369
bug-bug2,no_roads,cold,939,65,1,672.167000,83.148000,1,1,1.000000,1,72,24,1369
bug-bug2,no_roads,cold,61,204,1,149.550000,41.602000,1,1,1.000000,1,18,6,1369
bug-bug2,no_roads,cold,481,516,1,921.146000,66.601000,1,1,1.000000,1,105,35,1369
bug-bug2,no_roads,cold,1116,1330,1,750.259000,67.644000,1,1,1.000000,1,87,29,1369
bug-bug2,no_roads,cold,54,1241,1,1047.375000,77.010000,1,1,1.000000,1,96,32,1369
bug-bug2,with_roads,cold,243,51,1,200.858000,60.452000,1,1,1.166667,1,21,7,1369
bug-bug2,with_roads,cold,617,546,1,127.218000,46.974000,1,1,1.000000,1,12,4,1369
bug-bug2,with_roads,cold,493,304,1,136.327000,34.577000,1,1,1.000000,1,15,5,1369
bug-bug2,with_roads,cold,223,1204,1,714.305000,55.467000,1,1,1.000000,1,78,26,1369
bug-bug2,with_roads,cold,190,1307,1,953.779000,104.100000,1,1,1.000000,1,90,30,1369
bug-bug2,with_roads,cold,939,65,1,661.340000,88.980000,1,1,1.000000,1,72,24,1369
bug-bug2,with_roads,cold,61,204,1,158.970000,49.687000,1,1,1.000000,1,18,6,1369
bug-bug2,with_roads,cold,481,516,1,939.506000,69.412000,1,1,1.141304,1,105,35,1369
bug-bug2,with_roads,cold,1116,1330,1,779.270000,74.153000,1,1,1.000000,1,87,29,1369
bug-bug2,with_roads,cold,54,1241,1,876.102000,57.466000,1,1,1.000000,1,96,32,1369
bug-bug2,no_roads,corridors,818,121,1,1010.043000,192.635000,1,1,1.027027,0,114,38,961
bug-bug2,no_roads,corridors,25,934,1,1483.815000,344.417000,1,1,1.000000,1,129,43,961
bug-bug2,no_roads,corridors,336,296,1,605.797000,132.626000,1,1,1.000000,1,57,19,961
bug-bug2,no_roads,corridors,268,156,1,772.812000,169.687000,1,1,1.000000,1,75,25,961
bug-bug2,no_roads,corridors,929,107,1,1181.757000,193.423000,1,1,1.000000,1,114,38,961
bug-bug2,no_roads,corridors,867,933,1,676.751000,50.869000,1,1,1.000000,1,81,27,961
bug-bug2,no_roads,corridors,694,89,1,1237.408000,192.288000,1,1,1.250000,0,120,40,961
bug-bug2,no_roads,corridors,753,531,1,473.451000,84.313000,1,1,1.000000,1,45,15,961
bug-bug2,no_roads,corridors,32,30,1,650.626000,41.814000,1,1,1.000000,1,87,29,961
bug-bug2,no_roads,corridors,95,261,1,451.748000,97.601000,1,1,1.000000,1,45,15,961
bug-bug2,with_roads,corridors,818,121,1,1254.522000,225.526000,1,1,1.046512,1,90,38,961
bug-bug2,with_roads,corridors,25,934,1,1363.269000,232.430000,1,1,1.237624,1,125,43,961
bug-bug2,with_roads,corridors,336,296,1,614.088000,132.196000,1,1,1.222222,1,55,19,961
bug-bug2,with_roads,corridors,268,156,1,791.676000,187.916000,1,1,1.742857,1,61,25,961
bug-bug2,with_roads,corridors,929,107,1,1182.239000,191.265000,1,1,1.051282,1,82,38,961
bug-bug2,with_roads,corridors,867,933,1,678.489000,50.956000,1,1,1.000000,1,81,27,961
bug-bug2,with_roads,corridors,694,89,1,1251.477000,189.447000,1,1,1.325581,0,114,40,961
bug-bug2,with_roads,corridors,753,531,1,479.238000,84.883000,1,1,1.000000,1,45,15,961
bug-bug2,with_roads,corridors,32,30,1,625.588000,45.187000,1,1,1.571429,0,77,29,961
bug-bug2,with_roads,corridors,95,261,1,453.881000,92.804000,1,1,1.285714,1,45,15,961
bug-bug2,no_roads,craters,963,308,1,477.782000,57.695000,1,1,1.000000,1,39,13,1500
bug-bug2,no_roads,craters,120,1092,1,723.915000,90.383000,1,1,1.000000,1,72,24,1500
bug-bug2,no_roads,craters,530,489,1,321.074000,47.784000,1,1,1.000000,1,27,9,1500
bug-bug2,no_roads,craters,463,345,1,1057.804000,108.623000,1,1,1.031250,1,99,33,1500
bug-bug2,no_roads,craters,1087,289,1,573.347000,52.335000,1,1,1.000000,1,48,16,1500
bug-bug2,no_roads,craters,1010,1091,1,1407.824000,148.243000,1,1,1.387097,1,129,43,1500
bug-bug2,no_roads,craters,1359,852,1,305.310000,62.477000,1,1,1.000000,1,30,10,1500
bug-bug2,no_roads,craters,269,906,1,429.748000,41.091000,1,1,1.000000,1,39,13,1500
bug-bug2,no_roads,craters,708,144,1,1261.399000,150.068000,1,1,1.100000,1,132,44,1500
bug-bug2,no_roads,craters,136,278,1,217.452000,64.494000,1,1,1.000000,1,24,8,1500
bug-bug2,with_roads,craters,963,308,1,375.849000,47.491000,1,1,1.000000,1,39,13,1500
bug-bug2,with_roads,craters,120,1092,1,599.074000,73.888000,1,1,1.000000,1,62,24,1500
bug-bug2,with_roads,craters,530,489,1,257.305000,36.732000,1,1,1.038462,1,27,9,1500
bug-bug2,with_roads,craters,463,345,1,817.370000,84.114000,1,1,1.557692,0,81,33,1500
bug-bug2,with_roads,craters,1087,289,1,451.883000,43.714000,1,1,1.043478,1,48,16,1500
bug-bug2,with_roads,craters,1010,1091,1,1110.730000,122.492000,1,1,1.387097,1,129,43,1500
bug-bug2,with_roads,craters,1359,852,1,244.599000,50.352000,1,1,1.000000,1,30,10,1500
bug-bug2,with_roads,craters,269,906,1,352.848000,32.682000,1,1,1.000000,1,39,13,1500
bug-bug2,with_roads,craters,708,144,1,1126.621000,129.193000,1,1,1.684211,1,128,44,1500
bug-bug2,with_roads,craters,136,278,1,195.151000,57.078000,1,1,1.000000,1,10,8,1500
bug-bug2,no_roads,cubes,523,116,1,991.033000,128.232000,1,1,1.058824,1,108,36,2500
bug-bug2,no_roads,cubes,1317,1194,1,697.965000,46.570000,1,1,1.000000,1,81,27,2500
bug-bug2,no_roads,cubes,1094,670,1,736.056000,106.064000,1,1,1.040000,1,78,26,2500
bug-bug2,no_roads,cubes,479,407,1,959.898000,156.031000,1,1,1.103448,0,96,32,2500
bug-bug2,no_roads,cubes,2054,146,1,1911.689000,238.603000,1,1,1.078125,0,207,69,2500
bug-bug2,no_roads,cubes,138,438,1,163.325000,33.205000,1,1,1.000000,1,18,6,2500
bug-bug2,no_roads,cubes,1073,1139,1,442.074000,70.243000,1,1,1.000000,1,48,16,2500
bug-bug2,no_roads,cubes,2449,123,1,1208.759000,93.930000,1,1,1.000000,1,138,46,2500
bug-bug2,no_roads,cubes,972,2043,1,873.969000,137.235000,1,1,1.033333,1,93,31,2500
bug-bug2,no_roads,cubes,1081,2184,1,627.130000,113.180000,1,1,1.000000,1,66,22,2500
bug-bug2,with_roads,cubes,523,116,1,980.113000,135.224000,1,1,1.184211,1,90,36,2500
bug-bug2,with_roads,cubes,1317,1194,1,700.906000,46.245000,1,1,1.680851,1,79,27,2500
bug-bug2,with_roads,cubes,1094,670,1,722.894000,104.091000,1,1,1.418182,0,78,26,2500
bug-bug2,with_roads,cubes,479,407,1,944.282000,161.165000,1,1,1.283019,0,68,32,2500
bug-bug2,with_roads,cubes,2054,146,1,1900.879000,242.790000,1,1,1.203704,0,195,69,2500
bug-bug2,with_roads,cubes,138,438,1,158.716000,33.597000,1,1,1.000000,1,18,6,2500
bug-bug2,with_roads,cubes,1073,1139,1,433.557000,67.376000,1,1,1.357143,1,38,16,2500
bug-bug2,with_roads,cubes,2449,123,1,1200.866000,99.731000,1,1,1.148515,1,116,46,2500
bug-bug2,with_roads,cubes,972,2043,1,851.301000,135.136000,1,1,1.437500,0,69,31,2500
bug-bug2,with_roads,cubes,1081,2184,1,601.388000,110.389000,1,1,1.150000,1,46,22,2500
bug-bug2,no_roads,default_large1,1413,258,1,774.223000,67.446000,1,1,1.000000,1,87,29,1600
bug-bug2,no_roads,default_large1,51,612,1,426.398000,58.062000,1,1,1.214286,1,51,17,1600
bug-bug2,no_roads,default_large1,549,503,1,165.403000,36.484000,1,1,1.000000,1,18,6,1600
bug-bug2,no_roads,default_large1,320,237,1,954.158000,77.650000,1,1,1.027027,1,114,38,1600
bug-bug2,no_roads,default_large1,1511,1204,1,690.662000,56.355000,1,1,1.000000,1,81,27,1600
bug-bug2,no_roads,default_large1,202,1301,1,787.136000,81.834000,1,1,1.035714,1,87,29,1600
bug-bug2,no_roads,default_large1,940,65,1,781.057000,89.507000,1,1,1.148148,1,93,31,1600
bug-bug2,no_roads,default_large1,61,217,1,191.408000,46.164000,1,1,1.000000,1,27,9,1600
bug-bug2,no_roads,default_large1,491,522,1,255.875000,49.728000,1,1,1.000000,1,27,9,1600
bug-bug2,no_roads,default_large1,1118,1328,1,786.533000,52.360000,1,1,1.000000,1,90,30,1600
bug-bug2,with_roads,default_large1,1413,258,1,780.177000,69.421000,1,1,1.208333,0,87,29,1600
bug-bug2,with_roads,default_large1,51,612,1,423.832000,59.174000,1,1,1.097561,0,45,17,1600
bug-bug2,with_roads,default_large1,549,503,1,164.510000,34.454000,1,1,1.000000,1,18,6,1600
bug-bug2,with_roads,default_large1,320,237,1,974.867000,79.433000,1,1,2.000000,0,106,38,1600
bug-bug2,with_roads,default_large1,1511,1204,1,715.656000,57.266000,1,1,1.350000,1,81,27,1600
bug-bug2,with_roads,default_large1,202,1301,1,798.134000,84.804000,1,1,1.225352,0,87,29,1600
bug-bug2,with_roads,default_large1,940,65,1,789.868000,92.492000,1,1,1.219178,1,89,31,1600
bug-bug2,with_roads,default_large1,61,217,1,191.231000,46.357000,1,1,1.000000,1,23,9,1600
bug-bug2,with_roads,default_large1,491,522,1,253.659000,50.936000,1,1,1.000000,1,27,9,1600
bug-bug2,with_roads,default_large1,1118,1328,1,805.527000,52.729000,1,1,1.153846,1,90,30,1600
bug-bug2,no_roads,default_large2,230,51,1,621.940000,47.841000,1,1,1.000000,1,87,29,1500
bug-bug2,no_roads,default_large2,645,577,1,546.074000,82.651000,1,1,1.000000,1,60,20,1500
bug-bug2,no_roads,default_large2,529,295,1,467.015000,73.412000,1,1,1.000000,1,54,18,1500
bug-bug2,no_roads,default_large2,211,1271,1,645.286000,84.785000,1,1,1.000000,1,75,25,1500
bug-bug2,no_roads,default_large2,178,1393,1,674.264000,71.209000,1,1,1.000000,1,78,26,1500
bug-bug2,no_roads,default_large2,990,65,1,889.387000,95.045000,1,1,1.129032,1,105,35,1500
bug-bug2,no_roads,default_large2,61,191,1,654.171000,38.987000,1,1,1.000000,1,90,30,1500
bug-bug2,no_roads,default_large2,519,550,1,609.359000,84.984000,1,1,1.210526,1,69,23,1500
bug-bug2,no_roads,default_large2,1182,1423,1,557.976000,80.028000,1,1,1.083333,0,78,26,1500
bug-bug2,no_roads,default_large2,54,1307,1,642.507000,38.275000,1,1,1.000000,1,75,25,1500
bug-bug2,with_roads,default_large2,230,51,1,629.449000,54.904000,1,1,1.627451,1,83,29,1500
bug-bug2,with_roads,default_large2,645,577,1,568.060000,85.796000,1,1,1.500000,1,54,20,1500
bug-bug2,with_roads,default_large2,529,295,1,496.656000,80.576000,1,1,1.058824,0,54,18,1500
bug-bug2,with_roads,default_large2,211,1271,1,691.441000,90.211000,1,1,1.145455,1,63,25,1500
bug-bug2,with_roads,default_large2,178,1393,1,694.948000,73.223000,1,1,1.218750,1,78,26,1500
bug-bug2,with_roads,default_large2,990,65,1,950.212000,100.184000,1,1,1.444444,0,65,35,1500
bug-bug2,with_roads,default_large2,61,191,1,655.359000,39.303000,1,1,1.406250,0,90,30,1500
bug-bug2,with_roads,default_large2,519,550,1,659.141000,88.151000,1,1,1.707317,1,70,24,1500
bug-bug2,with_roads,default_large2,1182,1423,1,577.731000,82.333000,1,1,1.344828,0,78,26,1500
bug-bug2,with_roads,default_large2,54,1307,1,666.552000,39.856000,1,1,1.250000,0,75,25,1500
bug-bug2,no_roads,default_medium1,702,114,1,636.666000,102.249000,1,1,1.095238,1,69,23,900
bug-bug2,no_roads,default_medium1,25,817,1,760.585000,84.641000,1,1,1.000000,1,84,28,900
bug-bug2,no_roads,default_medium1,302,270,1,50.441000,30.620000,1,1,1.000000,1,6,2,900
bug-bug2,no_roads,default_medium1,242,148,1,922.496000,70.003000,1,1,1.000000,1,78,26,900
bug-bug2,no_roads,default_medium1,812,104,1,628.382000,71.503000,1,1,1.000000,1,72,24,900
bug-bug2,no_roads,default_medium1,744,816,1,547.108000,63.635000,1,1,1.000000,1,60,20,900
bug-bug2,no_roads,default_medium1,595,89,1,388.122000,43.137000,1,1,1.000000,1,51,17,900
bug-bug2,no_roads,default_medium1,647,466,1,163.823000,35.616000,1,1,1.000000,1,18,6,900
bug-bug2,no_roads,default_medium1,32,30,1,36.822000,22.472000,1,1,1.000000,1,6,2,900
bug-bug2,no_roads,default_medium1,95,237,1,542.641000,56.820000,1,1,1.000000,1,66,22,900
bug-bug2,with_roads,default_medium1,702,114,1,663.141000,100.527000,1,1,1.113208,1,59,23,900
bug-bug2,with_roads,default_medium1,25,817,1,762.217000,86.913000,1,1,1.057143,1,74,28,900
bug-bug2,with_roads,default_medium1,302,270,1,50.946000,30.694000,1,1,1.000000,1,6,2,900
bug-bug2,with_roads,default_medium1,242,148,1,677.711000,70.709000,1,1,1.178571,0,66,26,900
bug-bug2,with_roads,default_medium1,812,104,1,629.231000,69.291000,1,1,1.031250,1,66,24,900
bug-bug2,with_roads,default_medium1,744,816,1,524.897000,61.173000,1,1,1.000000,1,60,20,900
bug-bug2,with_roads,default_medium1,595,89,1,384.500000,43.546000,1,1,1.205128,1,47,17,900
bug-bug2,with_roads,default_medium1,647,466,1,166.417000,37.683000,1,1,1.000000,1,14,6,900
bug-bug2,with_roads,default_medium1,32,30,1,38.650000,23.301000,1,1,2.000000,0,4,2,900
bug-bug2,with_roads,default_medium1,95,237,1,540.553000,56.861000,1,1,1.578947,0,60,22,900
bug-bug2,no_roads,default_medium2,699,120,1,466.324000,64.020000,1,1,1.000000,1,57,19,900
bug-bug2,no_roads,default_medium2,25,817,1,775.849000,67.901000,1,1,1.000000,1,87,29,900
bug-bug2,no_roads,default_medium2,293,262,1,32.207000,32.207000,1,1,1.000000,1,3,1,900
bug-bug2,no_roads,default_medium2,240,150,1,58.805000,24.716000,1,1,1.000000,1,9,3,900
bug-bug2,no_roads,default_medium2,812,110,1,760.940000,84.606000,1,1,1.076923,1,84,28,900
bug-bug2,no_roads,default_medium2,746,816,1,487.145000,55.956000,1,1,1.000000,1,60,20,900
bug-bug2,no_roads,default_medium2,592,93,1,594.797000,65.088000,1,1,1.000000,1,66,22,900
bug-bug2,no_roads,default_medium2,640,463,1,165.861000,34.856000,1,1,1.000000,1,18,6,900
bug-bug2,no_roads,default_medium2,32,30,1,39.507000,24.778000,1,1,1.000000,1,6,2,900
bug-bug2,no_roads,default_medium2,99,235,1,488.850000,66.393000,1,1,1.058824,0,54,18,900
bug-bug2,with_roads,default_medium2,699,120,1,463.535000,63.562000,1,1,1.896552,1,55,19,900
bug-bug2,with_roads,default_medium2,25,817,1,764.032000,68.347000,1,1,1.051948,1,81,29,900
bug-bug2,with_roads,default_medium2,293,262,1,31.578000,31.578000,1,1,1.000000,1,3,1,900
bug-bug2,with_roads,default_medium2,240,150,1,58.705000,25.045000,1,1,1.125000,0,9,3,900
bug-bug2,with_roads,default_medium2,812,110,1,769.704000,84.067000,1,1,1.055556,1,76,28,900
bug-bug2,with_roads,default_medium2,746,816,1,490.235000,57.037000,1,1,1.000000,1,60,20,900
bug-bug2,with_roads,default_medium2,592,93,1,581.750000,64.392000,1,1,1.833333,1,66,22,900
bug-bug2,with_roads,default_medium2,640,463,1,160.613000,34.329000,1,1,1.000000,1,12,6,900
bug-bug2,with_roads,default_medium2,32,30,1,37.210000,22.781000,1,1,1.000000,1,4,2,900
bug-bug2,with_roads,default_medium2,99,235,1,481.416000,64.264000,1,1,1.058824,0,54,18,900
bug-bug2,no_roads,default_small1,353,57,1,365.374000,39.801000,1,1,1.000000,1,45,15,400
bug-bug2,no_roads,default_small1,12,151,1,173.853000,42.748000,1,1,1.000000,1,21,7,400
bug-bug2,no_roads,default_small1,136,123,1,313.329000,42.373000,1,1,1.000000,1,39,13,400
bug-bug2,no_roads,default_small1,77,52,1,104.361000,25.740000,1,1,1.000000,1,15,5,400
bug-bug2,no_roads,default_small1,372,297,1,156.715000,41.177000,1,1,1.000000,1,18,6,400
bug-bug2,no_roads,default_small1,44,322,1,344.442000,48.082000,1,1,1.000000,1,42,14,400
bug-bug2,no_roads,default_small1,231,16,1,276.058000,49.918000,1,1,1.000000,1,33,11,400
bug-bug2,no_roads,default_small1,15,47,1,160.270000,25.744000,1,1,1.000000,1,24,8,400
bug-bug2,no_roads,default_small1,120,128,1,177.793000,23.761000,1,1,1.000000,1,24,8,400
bug-bug2,no_roads,default_small1,275,333,1,86.590000,34.231000,1,1,1.000000,1,9,3,400
bug-bug2,with_roads,default_small1,353,57,1,370.524000,40.391000,1,1,1.000000,1,45,15,400
bug-bug2,with_roads,default_small1,12,151,1,172.500000,42.430000,1,1,1.000000,1,21,7,400
bug-bug2,with_roads,default_small1,136,123,1,320.580000,41.860000,1,1,1.000000,1,39,13,400
bug-bug2,with_roads,default_small1,77,52,1,105.385000,25.735000,1,1,1.000000,1,15,5,400
bug-bug2,with_roads,default_small1,372,297,1,155.664000,41.558000,1,1,1.000000,1,18,6,400
bug-bug2,with_roads,default_small1,44,322,1,342.092000,45.399000,1,1,1.000000,1,42,14,400
bug-bug2,with_roads,default_small1,231,16,1,278.200000,49.622000,1,1,1.000000,1,33,11,400
bug-bug2,with_roads,default_small1,15,47,1,160.495000,25.852000,1,1,1.000000,1,24,8,400
bug-bug2,with_roads,default_small1,120,128,1,181.987000,26.661000,1,1,1.000000,1,24,8,400
bug-bug2,with_roads,default_small1,275,333,1,85.276000,33.191000,1,1,1.000000,1,9,3,400
bug-bug2,no_roads,default_small2,377,57,1,370.323000,66.925000,1,1,1.000000,1,45,15,441
bug-bug2,no_roads,default_small2,12,429,1,601.424000,100.279000,1,1,1.000000,1,69,23,441
bug-bug2,no_roads,default_small2,158,142,1,121.458000,31.029000,1,1,1.000000,1,15,5,441
bug-bug2,no_roads,default_small2,124,72,1,225.992000,44.609000,1,1,1.000000,1,30,10,441
bug-bug2,no_roads,default_small2,427,52,1,612.953000,100.672000,1,1,1.000000,1,69,23,441
bug-bug2,no_roads,default_small2,396,429,1,194.454000,32.523000,1,1,1.000000,1,27,9,441
bug-bug2,no_roads,default_small2,319,44,1,306.879000,67.144000,1,1,1.000000,1,39,13,441
bug-bug2,no_roads,default_small2,348,241,1,312.745000,71.517000,1,1,1.000000,1,33,11,441
bug-bug2,no_roads,default_small2,16,15,1,21.424000,21.424000,1,1,1.000000,1,3,1,441
bug-bug2,no_roads,default_small2,47,121,1,296.692000,44.367000,1,1,1.000000,1,39,13,441
bug-bug2,with_roads,default_small2,377,57,1,373.217000,67.062000,1,1,1.000000,1,45,15,441
bug-bug2,with_roads,default_small2,12,429,1,591.528000,94.480000,1,1,1.000000,1,67,23,441
bug-bug2,with_roads,default_small2,158,142,1,116.083000,30.637000,1,1,1.000000,1,15,5,441
bug-bug2,with_roads,default_small2,124,72,1,229.271000,45.204000,1,1,1.250000,1,30,10,441
bug-bug2,with_roads,default_small2,427,52,1,593.416000,91.679000,1,1,1.061538,1,69,23,441
bug-bug2,with_roads,default_small2,396,429,1,179.767000,31.086000,1,1,1.000000,1,27,9,441
bug-bug2,with_roads,default_small2,319,44,1,304.970000,66.543000,1,1,1.000000,1,39,13,441
bug-bug2,with_roads,default_small2,348,241,1,302.558000,65.798000,1,1,1.000000,1,33,11,441
bug-bug2,with_roads,default_small2,16,15,1,23.006000,23.006000,1,1,1.000000,1,1,1,441
bug-bug2,with_roads,default_small2,47,121,1,298.591000,44.476000,1,1,1.560000,0,39,13,441
bug-bug2,no_roads,dna,718,123,1,840.628000,128.101000,1,1,1.000000,1,90,30,1050
bug-bug2,no_roads,dna,25,837,1,1193.219000,123.071000,1,1,1.179487,1,138,46,1050
bug-bug2,no_roads,dna,300,269,1,272.482000,37.982000,1,1,1.000000,1,33,11,1050
bug-bug2,no_roads,dna,242,151,1,172.973000,33.447000,1,1,1.000000,1,21,7,1050
bug-bug2,no_roads,dna,832,113,1,1168.416000,188.489000,1,1,1.171429,1,123,41,1050
bug-bug2,no_roads,dna,765,836,1,214.329000,46.256000,1,1,1.000000,1,24,8,1050
bug-bug2,no_roads,dna,1005,611,1,491.296000,58.911000,1,1,1.000000,1,57,19,1050
bug-bug2,no_roads,dna,89,668,1,864.109000,113.151000,1,1,1.142857,1,96,32,1050
bug-bug2,no_roads,dna,478,32,1,592.297000,92.402000,1,1,1.000000,1,66,22,1050
bug-bug2,no_roads,dna,30,104,1,238.386000,28.875000,1,1,1.000000,1,33,11,1050
bug-bug2,with_roads,dna,718,123,1,821.561000,125.517000,1,1,1.000000,1,90,30,1050
bug-bug2,with_roads,dna,25,837,1,1202.150000,122.680000,1,1,1.182609,1,136,46,1050
bug-bug2,with_roads,dna,300,269,1,275.100000,38.145000,1,1,1.000000,1,33,11,1050
bug-bug2,with_roads,dna,242,151,1,170.200000,34.285000,1,1,1.000000,1,21,7,1050
