algo,scenario,map,start,goal,time_us,reachable,reached_goal,opt_ratio,first_move_correct
astar-dial-bfs,no_roads,binary_tree,1098,634,527.0,1,1,1.000000,1
astar-dial-bfs,no_roads,binary_tree,95,688,535.7,1,1,1.000000,1
astar-dial-bfs,no_roads,binary_tree,484,35,398.7,1,1,1.000000,1
astar-dial-bfs,no_roads,binary_tree,33,103,400.7,1,1,1.000000,1
astar-dial-apsp,with_roads,binary_tree,758,124,93.6,1,1,1.000000,1
astar-dial-apsp,with_roads,binary_tree,28,902,90.6,1,1,1.000000,1
astar-dial-apsp,with_roads,binary_tree,309,276,33.6,1,1,1.000000,1
astar-dial-apsp,with_roads,binary_tree,250,156,62.6,1,1,1.000000,1
astar-dial-apsp,with_roads,binary_tree,897,114,112.8,1,1,1.000000,1
astar-dial-apsp,with_roads,binary_tree,810,901,46.4,1,1,1.000000,1
astar-dial-apsp,with_roads,binary_tree,1098,634,38.4,1,1,1.000000,1
astar-dial-apsp,with_roads,binary_tree,95,688,33.7,1,1,1.000000,1
astar-dial-apsp,with_roads,binary_tree,484,35,49.6,1,1,1.000000,1
astar-dial-apsp,with_roads,binary_tree,33,103,32.4,1,1,1.000000,1
astar-dial-bfs,with_roads,binary_tree,758,124,605.7,1,1,1.000000,1
astar-dial-bfs,with_roads,binary_tree,28,902,718.8,1,1,1.000000,1
astar-dial-bfs,with_roads,binary_tree,309,276,482.1,1,1,1.000000,1
astar-dial-bfs,with_roads,binary_tree,250,156,560.6,1,1,1.000000,1
astar-dial-bfs,with_roads,binary_tree,897,114,790.6,1,1,1.000000,1
astar-dial-bfs,with_roads,binary_tree,810,901,421.9,1,1,1.000000,1
astar-dial-bfs,with_roads,binary_tree,1098,634,568.8,1,1,1.000000,1
astar-dial-bfs,with_roads,binary_tree,95,688,490.7,1,1,1.000000,1
astar-dial-bfs,with_roads,binary_tree,484,35,430.2,1,1,1.000000,1
astar-dial-bfs,with_roads,binary_tree,33,103,406.6,1,1,1.000000,1
astar-dial-apsp,no_roads,butterfly,133,25,116.9,1,1,1.000000,1
astar-dial-apsp,no_roads,butterfly,392,326,92.7,0,,,
astar-dial-apsp,no_roads,butterfly,293,173,17.4,1,1,1.000000,1
astar-dial-apsp,no_roads,butterfly,110,834,108.1,0,,,
astar-dial-apsp,no_roads,butterfly,89,907,102.9,0,,,
astar-dial-apsp,no_roads,butterfly,659,32,55.5,0,,,
astar-dial-apsp,no_roads,butterfly,30,101,75.1,1,1,1.000000,1
astar-dial-apsp,no_roads,butterfly,285,306,77.4,0,,,
astar-dial-apsp,no_roads,butterfly,775,928,41.5,0,,,
astar-dial-apsp,no_roads,butterfly,27,861,107.2,0,,,
astar-dial-bfs,no_roads,butterfly,133,25,144.0,1,1,1.000000,1
astar-dial-bfs,no_roads,butterfly,392,326,42.7,0,,,
astar-dial-bfs,no_roads,butterfly,293,173,85.4,1,1,1.000000,1
astar-dial-bfs,no_roads,butterfly,110,834,61.8,0,,,
astar-dial-bfs,no_roads,butterfly,89,907,58.6,0,,,
astar-dial-bfs,no_roads,butterfly,659,32,26.5,0,,,
astar-dial-bfs,no_roads,butterfly,30,101,151.0,1,1,1.000000,1
astar-dial-bfs,no_roads,butterfly,285,306,40.2,0,,,
astar-dial-bfs,no_roads,butterfly,775,928,17.8,0,,,
astar-dial-bfs,no_roads,butterfly,27,861,59.3,0,,,
astar-dial-apsp,with_roads,butterfly,133,25,114.8,1,1,1.000000,1
astar-dial-apsp,with_roads,butterfly,392,326,81.6,0,,,
astar-dial-apsp,with_roads,butterfly,293,173,17.7,1,1,1.000000,1
astar-dial-apsp,with_roads,butterfly,110,834,118.0,0,,,
astar-dial-apsp,with_roads,butterfly,89,907,108.8,0,,,
astar-dial-apsp,with_roads,butterfly,659,32,54.0,0,,,
astar-dial-apsp,with_roads,butterfly,30,101,80.4,1,1,1.000000,1
astar-dial-apsp,with_roads,butterfly,285,306,73.3,0,,,
astar-dial-apsp,with_roads,butterfly,775,928,39.3,0,,,
astar-dial-apsp,with_roads,butterfly,27,861,104.6,0,,,
astar-dial-bfs,with_roads,butterfly,133,25,145.5,1,1,1.000000,1
astar-dial-bfs,with_roads,butterfly,392,326,43.4,0,,,
astar-dial-bfs,with_roads,butterfly,293,173,83.6,1,1,1.000000,1
astar-dial-bfs,with_roads,butterfly,110,834,61.4,0,,,
astar-dial-bfs,with_roads,butterfly,89,907,70.4,0,,,
astar-dial-bfs,with_roads,butterfly,659,32,28.8,0,,,
astar-dial-bfs,with_roads,butterfly,30,101,161.3,1,1,1.000000,1
astar-dial-bfs,with_roads,butterfly,285,306,41.5,0,,,
astar-dial-bfs,with_roads,butterfly,775,928,18.8,0,,,
astar-dial-bfs,with_roads,butterfly,27,861,61.1,0,,,
astar-dial-apsp,no_roads,castle_keep,1647,244,173.8,1,1,1.000000,1
astar-dial-apsp,no_roads,castle_keep,51,1879,126.5,1,1,1.000000,1
astar-dial-apsp,no_roads,castle_keep,600,535,157.1,1,1,1.000000,1
astar-dial-apsp,no_roads,castle_keep,489,308,195.6,1,1,1.000000,1
astar-dial-apsp,no_roads,castle_keep,1868,222,133.2,1,1,1.000000,1
astar-dial-apsp,no_roads,castle_keep,1732,1877,18.0,1,1,1.000000,1
astar-dial-apsp,no_roads,castle_keep,2277,1395,118.1,1,1,1.000000,1
astar-dial-apsp,no_roads,castle_keep,186,1517,86.5,1,1,1.000000,1
astar-dial-apsp,no_roads,castle_keep,1057,65,61.4,1,1,1.000000,1
astar-dial-apsp,no_roads,castle_keep,61,203,22.2,1,1,1.000000,1
astar-dial-bfs,no_roads,castle_keep,1647,244,1116.2,1,1,1.000000,1
astar-dial-bfs,no_roads,castle_keep,51,1879,1165.5,1,1,1.000000,1
astar-dial-bfs,no_roads,castle_keep,600,535,1018.3,1,1,1.000000,1
astar-dial-bfs,no_roads,castle_keep,489,308,1065.5,1,1,1.000000,1
astar-dial-bfs,no_roads,castle_keep,1868,222,1308.5,1,1,1.000000,1
astar-dial-bfs,no_roads,castle_keep,1732,1877,674.0,1,1,1.000000,1
astar-dial-bfs,no_roads,castle_keep,2277,1395,1167.9,1,1,1.000000,1
astar-dial-bfs,no_roads,castle_keep,186,1517,841.6,1,1,1.000000,1
astar-dial-bfs,no_roads,castle_keep,1057,65,888.7,1,1,1.000000,1
astar-dial-bfs,no_roads,castle_keep,61,203,649.1,1,1,1.000000,1
astar-dial-apsp,with_roads,castle_keep,1647,244,139.2,1,1,1.000000,1
astar-dial-apsp,with_roads,castle_keep,51,1879,65.7,1,1,1.000000,1
astar-dial-apsp,with_roads,castle_keep,600,535,74.6,1,1,1.000000,1
astar-dial-apsp,with_roads,castle_keep,489,308,55.8,1,1,1.000000,1
astar-dial-apsp,with_roads,castle_keep,1868,222,66.5,1,1,1.000000,1
astar-dial-apsp,with_roads,castle_keep,1732,1877,18.9,1,1,1.000000,1
astar-dial-apsp,with_roads,castle_keep,2277,1395,96.9,1,1,1.000000,1
astar-dial-apsp,with_roads,castle_keep,186,1517,60.3,1,1,1.000000,1
astar-dial-apsp,with_roads,castle_keep,1057,65,36.2,1,1,1.000000,1
astar-dial-apsp,with_roads,castle_keep,61,203,18.4,1,1,1.000000,1
astar-dial-bfs,with_roads,castle_keep,1647,244,982.6,1,1,1.000000,1
astar-dial-bfs,with_roads,castle_keep,51,1879,724.8,1,1,1.000000,1
astar-dial-bfs,with_roads,castle_keep,600,535,950.8,1,1,1.000000,1
astar-dial-bfs,with_roads,castle_keep,489,308,934.1,1,1,1.000000,1
astar-dial-bfs,with_roads,castle_keep,1868,222,1135.6,1,1,1.000000,1
astar-dial-bfs,with_roads,castle_keep,1732,1877,669.5,1,1,1.000000,1
astar-dial-bfs,with_roads,castle_keep,2277,1395,1092.4,1,1,1.000000,1
astar-dial-bfs,with_roads,castle_keep,186,1517,805.0,1,1,1.000000,1
astar-dial-bfs,with_roads,castle_keep,1057,65,779.0,1,1,1.000000,1
astar-dial-bfs,with_roads,castle_keep,61,203,662.2,1,1,1.000000,1
astar-dial-apsp,no_roads,chemistry_class,1475,228,248.7,1,1,1.000000,1
astar-dial-apsp,no_roads,chemistry_class,51,583,45.2,1,1,1.000000,1
astar-dial-apsp,no_roads,chemistry_class,515,466,40.6,1,1,1.000000,1
astar-dial-apsp,no_roads,chemistry_class,287,209,16.1,1,1,1.000000,1
astar-dial-apsp,no_roads,chemistry_class,1551,1216,51.4,1,1,1.000000,1
astar-dial-apsp,no_roads,chemistry_class,178,1338,136.6,1,1,1.000000,1
astar-dial-apsp,no_roads,chemistry_class,920,65,73.1,1,1,1.000000,1
astar-dial-apsp,no_roads,chemistry_class,61,191,39.1,1,1,1.000000,1
astar-dial-apsp,no_roads,chemistry_class,456,487,44.5,1,1,1.000000,1
astar-dial-apsp,no_roads,chemistry_class,1120,1368,22.6,1,1,1.000000,1
astar-dial-bfs,no_roads,chemistry_class,1475,228,1000.5,1,1,1.000000,1
astar-dial-bfs,no_roads,chemistry_class,51,583,589.2,1,1,1.000000,1
astar-dial-bfs,no_roads,chemistry_class,515,466,568.2,1,1,1.000000,1
astar-dial-bfs,no_roads,chemistry_class,287,209,485.7,1,1,1.000000,1
astar-dial-bfs,no_roads,chemistry_class,1551,1216,585.0,1,1,1.000000,1
astar-dial-bfs,no_roads,chemistry_class,178,1338,1010.8,1,1,1.000000,1
astar-dial-bfs,no_roads,chemistry_class,920,65,808.7,1,1,1.000000,1
astar-dial-bfs,no_roads,chemistry_class,61,191,554.3,1,1,1.000000,1
astar-dial-bfs,no_roads,chemistry_class,456,487,561.8,1,1,1.000000,1
astar-dial-bfs,no_roads,chemistry_class,1120,1368,499.3,1,1,1.000000,1
astar-dial-apsp,with_roads,chemistry_class,1475,228,189.1,1,1,1.000000,1
astar-dial-apsp,with_roads,chemistry_class,51,583,46.3,1,1,1.000000,1
astar-dial-apsp,with_roads,chemistry_class,515,466,25.9,1,1,1.000000,1
astar-dial-apsp,with_roads,chemistry_class,287,209,15.1,1,1,1.000000,1
astar-dial-apsp,with_roads,chemistry_class,1551,1216,47.4,1,1,1.000000,1
astar-dial-apsp,with_roads,chemistry_class,178,1338,83.6,1,1,1.000000,1
astar-dial-apsp,with_roads,chemistry_class,920,65,84.8,1,1,1.000000,1
astar-dial-apsp,with_roads,chemistry_class,61,191,27.3,1,1,1.000000,1
astar-dial-apsp,with_roads,chemistry_class,456,487,41.5,1,1,1.000000,1
astar-dial-apsp,with_roads,chemistry_class,1120,1368,20.6,1,1,1.000000,1
astar-dial-bfs,with_roads,chemistry_class,1475,228,1018.9,1,1,1.000000,1
astar-dial-bfs,with_roads,chemistry_class,51,583,608.1,1,1,1.000000,1
astar-dial-bfs,with_roads,chemistry_class,515,466,509.6,1,1,1.000000,1
astar-dial-bfs,with_roads,chemistry_class,287,209,473.9,1,1,1.000000,1
astar-dial-bfs,with_roads,chemistry_class,1551,1216,573.7,1,1,1.000000,1
astar-dial-bfs,with_roads,chemistry_class,178,1338,1020.4,1,1,1.000000,1
astar-dial-bfs,with_roads,chemistry_class,920,65,855.5,1,1,1.000000,1
astar-dial-bfs,with_roads,chemistry_class,61,191,485.4,1,1,1.000000,1
astar-dial-bfs,with_roads,chemistry_class,456,487,589.1,1,1,1.000000,1
astar-dial-bfs,with_roads,chemistry_class,1120,1368,537.4,1,1,1.000000,1
astar-dial-apsp,no_roads,cinnamon_roll,842,128,184.9,1,1,1.000000,1
astar-dial-apsp,no_roads,cinnamon_roll,25,337,43.8,1,1,1.000000,1
astar-dial-apsp,no_roads,cinnamon_roll,292,267,20.2,1,1,1.000000,1
astar-dial-apsp,no_roads,cinnamon_roll,160,117,49.5,1,1,1.000000,1
astar-dial-apsp,no_roads,cinnamon_roll,880,728,20.0,1,1,1.000000,1
astar-dial-apsp,no_roads,cinnamon_roll,100,779,50.1,1,1,1.000000,1
astar-dial-apsp,no_roads,cinnamon_roll,567,32,49.6,1,1,1.000000,1
astar-dial-apsp,no_roads,cinnamon_roll,30,106,42.6,1,1,1.000000,1
astar-dial-apsp,no_roads,cinnamon_roll,261,279,31.7,1,1,1.000000,1
astar-dial-apsp,no_roads,cinnamon_roll,674,793,19.5,1,1,1.000000,1
astar-dial-bfs,no_roads,cinnamon_roll,842,128,511.8,1,1,1.000000,1
astar-dial-bfs,no_roads,cinnamon_roll,25,337,376.0,1,1,1.000000,1
astar-dial-bfs,no_roads,cinnamon_roll,292,267,250.8,1,1,1.000000,1
astar-dial-bfs,no_roads,cinnamon_roll,160,117,333.9,1,1,1.000000,1
astar-dial-bfs,no_roads,cinnamon_roll,880,728,256.2,1,1,1.000000,1
astar-dial-bfs,no_roads,cinnamon_roll,100,779,407.0,1,1,1.000000,1
astar-dial-bfs,no_roads,cinnamon_roll,567,32,475.1,1,1,1.000000,1
astar-dial-bfs,no_roads,cinnamon_roll,30,106,339.5,1,1,1.000000,1
astar-dial-bfs,no_roads,cinnamon_roll,261,279,304.2,1,1,1.000000,1
astar-dial-bfs,no_roads,cinnamon_roll,674,793,251.6,1,1,1.000000,1
astar-dial-apsp,with_roads,cinnamon_roll,842,128,115.1,1,1,1.000000,1
astar-dial-apsp,with_roads,cinnamon_roll,25,337,41.7,1,1,1.000000,1
astar-dial-apsp,with_roads,cinnamon_roll,292,267,46.2,1,1,1.000000,1
astar-dial-apsp,with_roads,cinnamon_roll,160,117,45.7,1,1,1.000000,1
astar-dial-apsp,with_roads,cinnamon_roll,880,728,19.1,1,1,1.000000,1
astar-dial-apsp,with_roads,cinnamon_roll,100,779,43.6,1,1,1.000000,1
astar-dial-apsp,with_roads,cinnamon_roll,567,32,38.0,1,1,1.000000,1
