algo,scenario,map,start,goal,time_us,reachable,reached_goal,opt_ratio,first_move_correct
astar-jps,no_roads,bear_of_doom,383,234,33.6,0,,,
astar-jps,no_roads,bear_of_doom,54,251,133.8,0,,,
astar-jps,no_roads,bear_of_doom,192,25,47.9,0,,,
astar-jps,no_roads,bear_of_doom,24,56,147.5,0,,,
astar-jps,no_roads,bear_of_doom,118,125,141.8,0,,,
astar-jps,no_roads,bear_of_doom,218,256,47.2,0,,,
astar-jps,no_roads,bear_of_doom,21,238,74.6,0,,,
astar-jps,no_roads,bear_of_doom,110,300,55.1,0,,,
astar-jps,no_roads,bear_of_doom,273,293,153.5,0,,,
astar-jps,no_roads,bear_of_doom,234,191,30.2,0,,,
astar-jps,no_roads,bear_of_doom,119,201,37.9,0,,,
astar-jps,no_roads,bear_of_doom,248,141,36.2,0,,,
astar-jps,no_roads,bear_of_doom,339,371,154.8,0,,,
astar-jps,no_roads,bear_of_doom,5,318,100.4,0,,,
astar-jps-dial,no_roads,bear_of_doom,268,66,160.9,0,,,
astar-jps-dial,no_roads,bear_of_doom,21,309,185.8,0,,,
astar-jps-dial,no_roads,bear_of_doom,140,129,153.2,0,,,
astar-jps-dial,no_roads,bear_of_doom,120,80,41.3,0,,,
astar-jps-dial,no_roads,bear_of_doom,308,63,153.9,0,,,
astar-jps-dial,no_roads,bear_of_doom,285,309,46.9,0,,,
astar-jps-dial,no_roads,bear_of_doom,383,234,70.2,0,,,
astar-jps-dial,no_roads,bear_of_doom,54,251,147.6,0,,,
astar-jps-dial,no_roads,bear_of_doom,192,25,66.0,0,,,
astar-jps-dial,no_roads,bear_of_doom,24,56,163.4,0,,,
astar-jps-dial,no_roads,bear_of_doom,118,125,149.2,0,,,
astar-jps-dial,no_roads,bear_of_doom,218,256,59.4,0,,,
astar-jps-dial,no_roads,bear_of_doom,21,238,91.0,0,,,
astar-jps-dial,no_roads,bear_of_doom,110,300,61.0,0,,,
astar-jps-dial,no_roads,bear_of_doom,273,293,186.7,0,,,
astar-jps-dial,no_roads,bear_of_doom,234,191,43.6,0,,,
astar-jps-dial,no_roads,bear_of_doom,119,201,51.1,0,,,
astar-jps-dial,no_roads,bear_of_doom,248,141,49.3,0,,,
astar-jps-dial,no_roads,bear_of_doom,339,371,181.1,0,,,
astar-jps-dial,no_roads,bear_of_doom,5,318,112.8,0,,,
astar-dial-cheb,with_roads,bear_of_doom,268,66,128.9,0,,,
astar-dial-cheb,with_roads,bear_of_doom,21,309,129.2,0,,,
astar-dial-cheb,with_roads,bear_of_doom,140,129,111.5,0,,,
astar-dial-cheb,with_roads,bear_of_doom,120,80,18.1,0,,,
astar-dial-cheb,with_roads,bear_of_doom,308,63,110.0,0,,,
astar-dial-cheb,with_roads,bear_of_doom,285,309,27.2,0,,,
astar-dial-cheb,with_roads,bear_of_doom,383,234,20.2,0,,,
astar-dial-cheb,with_roads,bear_of_doom,54,251,110.5,0,,,
astar-dial-cheb,with_roads,bear_of_doom,192,25,31.2,0,,,
astar-dial-cheb,with_roads,bear_of_doom,24,56,124.4,0,,,
astar-dial-cheb,with_roads,bear_of_doom,118,125,111.7,0,,,
astar-dial-cheb,with_roads,bear_of_doom,218,256,22.8,0,,,
astar-dial-cheb,with_roads,bear_of_doom,21,238,65.5,0,,,
