algo,scenario,map,start,goal,n_goals,total_time_us,reached,ref_reachable,opt_ratio,first_move_correct,cost_walked,steps_taken,tiles_revealed
astar-jps-mpsp,with_roads,battlebot,297,408,1,93.378000,1,1,1.000000,1,27,9,609
astar-jps-mpsp,with_roads,battlebot,183,559,1,125.268000,1,1,1.102041,1,54,18,609
astar-jps-mpsp,with_roads,battlebot,597,3,1,1017.750000,1,1,1.046512,0,45,33,609
astar-jps-mpsp,with_roads,battlebot,526,557,1,202.058000,1,1,1.833333,0,22,10,609
astar-jps-mpsp,no_roads,bear_of_doom,268,66,1,246.000000,0,0,,,0,0,441
astar-jps-mpsp,no_roads,bear_of_doom,21,309,1,242.611000,0,0,,,0,0,441
astar-jps-mpsp,no_roads,bear_of_doom,140,129,1,115.082000,0,0,,,0,0,441
astar-jps-mpsp,no_roads,bear_of_doom,120,80,1,41.765000,1,1,1.000000,1,6,2,441
astar-jps-mpsp,no_roads,bear_of_doom,308,63,1,112.631000,0,0,,,0,0,441
astar-jps-mpsp,no_roads,bear_of_doom,285,309,1,44.487000,1,1,1.000000,1,9,3,441
astar-jps-mpsp,no_roads,bear_of_doom,383,234,1,42.111000,1,1,1.000000,1,21,7,441
astar-jps-mpsp,no_roads,bear_of_doom,54,251,1,120.483000,1,1,1.000000,1,69,23,441
astar-jps-mpsp,no_roads,bear_of_doom,192,25,1,55.273000,1,1,1.000000,1,24,8,441
astar-jps-mpsp,no_roads,bear_of_doom,24,56,1,167.242000,0,0,,,0,0,441
astar-jps-mpsp,no_roads,bear_of_doom,118,125,1,98.011000,1,1,1.000000,1,78,26,441
astar-jps-mpsp,no_roads,bear_of_doom,218,256,1,49.931000,1,1,1.000000,1,12,4,441
astar-jps-mpsp,no_roads,bear_of_doom,21,238,1,56.139000,1,1,1.000000,1,78,26,441
astar-jps-mpsp,no_roads,bear_of_doom,110,300,1,32.401000,1,1,1.000000,1,27,9,441
astar-jps-mpsp,no_roads,bear_of_doom,273,293,1,94.730000,0,0,,,0,0,441
astar-jps-mpsp,no_roads,bear_of_doom,234,191,1,20.916000,1,1,1.000000,1,6,2,441
astar-jps-mpsp,no_roads,bear_of_doom,119,201,1,24.572000,1,1,1.000000,1,12,4,441
astar-jps-mpsp,no_roads,bear_of_doom,248,141,1,34.220000,1,1,1.000000,1,15,5,441
astar-jps-mpsp,no_roads,bear_of_doom,339,371,1,89.597000,0,0,,,0,0,441
astar-jps-mpsp,no_roads,bear_of_doom,5,318,1,58.948000,1,1,1.000000,1,45,15,441
astar-jps-mpsp,with_roads,bear_of_doom,268,66,1,191.328000,0,0,,,0,0,441
astar-jps-mpsp,with_roads,bear_of_doom,21,309,1,191.183000,0,0,,,0,0,441
astar-jps-mpsp,with_roads,bear_of_doom,140,129,1,109.903000,0,0,,,0,0,441
astar-jps-mpsp,with_roads,bear_of_doom,120,80,1,22.557000,1,1,1.000000,1,6,2,441
astar-jps-mpsp,with_roads,bear_of_doom,308,63,1,85.243000,0,0,,,0,0,441
astar-jps-mpsp,with_roads,bear_of_doom,285,309,1,33.574000,1,1,1.000000,1,9,3,441
astar-jps-mpsp,with_roads,bear_of_doom,383,234,1,33.001000,1,1,1.222222,1,11,7,441
astar-jps-mpsp,with_roads,bear_of_doom,54,251,1,89.266000,1,1,1.000000,1,69,23,441
astar-jps-mpsp,with_roads,bear_of_doom,192,25,1,45.021000,1,1,1.400000,1,14,8,441
astar-jps-mpsp,with_roads,bear_of_doom,24,56,1,128.750000,0,0,,,0,0,441
astar-jps-mpsp,with_roads,bear_of_doom,118,125,1,70.596000,1,1,1.000000,1,78,26,441
astar-jps-mpsp,with_roads,bear_of_doom,218,256,1,38.438000,1,1,1.333333,1,8,4,441
astar-jps-mpsp,with_roads,bear_of_doom,21,238,1,44.001000,1,1,1.057143,1,74,26,441
astar-jps-mpsp,with_roads,bear_of_doom,110,300,1,25.675000,1,1,2.083333,0,25,9,441
astar-jps-mpsp,with_roads,bear_of_doom,273,293,1,77.201000,0,0,,,0,0,441
astar-jps-mpsp,with_roads,bear_of_doom,234,191,1,15.861000,1,1,1.000000,1,2,2,441
astar-jps-mpsp,with_roads,bear_of_doom,119,201,1,18.305000,1,1,1.000000,1,12,4,441
astar-jps-mpsp,with_roads,bear_of_doom,248,141,1,25.641000,1,1,1.000000,1,15,5,441
astar-jps-mpsp,with_roads,bear_of_doom,339,371,1,68.584000,0,0,,,0,0,441
astar-jps-mpsp,with_roads,bear_of_doom,5,318,1,42.176000,1,1,1.347826,0,31,15,441
astar-jps-mpsp,no_roads,binary_tree,758,124,1,182.333000,1,1,1.000000,1,60,20,1230
astar-jps-mpsp,no_roads,binary_tree,28,902,1,442.979000,1,1,1.000000,1,135,45,1230
astar-jps-mpsp,no_roads,binary_tree,309,276,1,112.739000,1,1,1.000000,1,36,12,1230
astar-jps-mpsp,no_roads,binary_tree,250,156,1,96.101000,1,1,1.000000,1,87,29,1230
astar-jps-mpsp,no_roads,binary_tree,897,114,1,141.967000,1,1,1.000000,1,114,38,1230
astar-jps-mpsp,no_roads,binary_tree,810,901,1,122.114000,1,1,1.000000,1,69,23,1230
astar-jps-mpsp,no_roads,binary_tree,1098,634,1,62.507000,1,1,1.000000,1,60,20,1230
astar-jps-mpsp,no_roads,binary_tree,95,688,1,67.063000,1,1,1.000000,1,60,20,1230
astar-jps-mpsp,no_roads,binary_tree,484,35,1,63.799000,1,1,1.000000,1,33,11,1230
astar-jps-mpsp,no_roads,binary_tree,33,103,1,63.093000,1,1,1.000000,1,36,12,1230
astar-jps-mpsp,no_roads,binary_tree,245,262,1,81.146000,1,1,1.000000,1,72,24,1230
astar-jps-mpsp,no_roads,binary_tree,583,705,1,47.630000,1,1,1.000000,1,9,3,1230
astar-jps-mpsp,no_roads,binary_tree,30,654,1,51.823000,1,1,1.000000,1,45,15,1230
astar-jps-mpsp,no_roads,binary_tree,223,865,1,273.193000,1,1,1.000000,1,105,35,1230
astar-jps-mpsp,no_roads,binary_tree,772,847,1,56.602000,1,1,1.000000,1,21,7,1230
astar-jps-mpsp,no_roads,binary_tree,634,479,1,63.588000,1,1,1.000000,1,27,9,1230
astar-jps-mpsp,no_roads,binary_tree,247,514,1,139.957000,1,1,1.000000,1,63,21,1230
astar-jps-mpsp,no_roads,binary_tree,687,312,1,44.436000,1,1,1.000000,1,27,9,1230
astar-jps-mpsp,no_roads,binary_tree,989,1063,1,113.551000,1,1,1.000000,1,99,33,1230
astar-jps-mpsp,no_roads,binary_tree,6,925,1,104.986000,1,1,1.000000,1,75,25,1230
astar-jps-mpsp,with_roads,binary_tree,758,124,1,158.960000,1,1,1.047619,1,44,20,1230
astar-jps-mpsp,with_roads,binary_tree,28,902,1,400.078000,1,1,1.242424,0,123,45,1230
astar-jps-mpsp,with_roads,binary_tree,309,276,1,106.883000,1,1,1.000000,1,36,12,1230
astar-jps-mpsp,with_roads,binary_tree,250,156,1,95.390000,1,1,1.231884,1,85,29,1230
astar-jps-mpsp,with_roads,binary_tree,897,114,1,137.822000,1,1,1.000000,1,114,38,1230
astar-jps-mpsp,with_roads,binary_tree,810,901,1,117.050000,1,1,1.000000,1,69,23,1230
astar-jps-mpsp,with_roads,binary_tree,1098,634,1,65.345000,1,1,1.000000,1,60,20,1230
astar-jps-mpsp,with_roads,binary_tree,95,688,1,57.717000,1,1,1.111111,1,60,20,1230
astar-jps-mpsp,with_roads,binary_tree,484,35,1,42.206000,1,1,1.000000,1,33,11,1230
astar-jps-mpsp,with_roads,binary_tree,33,103,1,37.892000,1,1,1.000000,1,36,12,1230
astar-jps-mpsp,with_roads,binary_tree,245,262,1,53.873000,1,1,1.000000,1,72,24,1230
astar-jps-mpsp,with_roads,binary_tree,583,705,1,28.885000,1,1,1.000000,1,9,3,1230
astar-jps-mpsp,with_roads,binary_tree,30,654,1,30.824000,1,1,1.000000,1,45,15,1230
astar-jps-mpsp,with_roads,binary_tree,223,865,1,177.802000,1,1,1.524590,1,93,35,1230
astar-jps-mpsp,with_roads,binary_tree,772,847,1,35.776000,1,1,1.000000,1,21,7,1230
astar-jps-mpsp,with_roads,binary_tree,634,479,1,38.705000,1,1,1.000000,1,27,9,1230
astar-jps-mpsp,with_roads,binary_tree,247,514,1,82.517000,1,1,1.204082,0,59,21,1230
astar-jps-mpsp,with_roads,binary_tree,687,312,1,36.158000,1,1,1.000000,1,27,9,1230
astar-jps-mpsp,with_roads,binary_tree,989,1063,1,80.984000,1,1,1.023529,1,87,33,1230
astar-jps-mpsp,with_roads,binary_tree,6,925,1,87.197000,1,1,1.203390,0,71,25,1230
astar-jps-mpsp,no_roads,building_blocks,1894,295,1,56.616000,0,0,,,0,0,2401
astar-jps-mpsp,no_roads,building_blocks,60,2174,1,23.705000,0,0,,,0,0,2401
astar-jps-mpsp,no_roads,building_blocks,796,691,1,23.213000,0,0,,,0,0,2401
astar-jps-mpsp,no_roads,building_blocks,636,368,1,47.409000,0,0,,,0,0,2401
astar-jps-mpsp,no_roads,building_blocks,2162,273,1,41.381000,0,0,,,0,0,2401
astar-jps-mpsp,no_roads,building_blocks,1987,2171,1,18.373000,0,0,,,0,0,2401
astar-jps-mpsp,no_roads,building_blocks,1588,230,1,28.796000,0,0,,,0,0,2401
astar-jps-mpsp,no_roads,building_blocks,1731,1241,1,59.748000,1,1,1.000000,1,30,10,2401
astar-jps-mpsp,no_roads,building_blocks,78,72,1,28.702000,0,0,,,0,0,2401
astar-jps-mpsp,no_roads,building_blocks,245,622,1,49.814000,0,0,,,0,0,2401
astar-jps-mpsp,no_roads,building_blocks,660,1472,1,26.855000,0,0,,,0,0,2401
astar-jps-mpsp,no_roads,building_blocks,1759,63,1,23.588000,0,0,,,0,0,2401
astar-jps-mpsp,no_roads,building_blocks,1643,567,1,35.914000,0,0,,,0,0,2401
astar-jps-mpsp,no_roads,building_blocks,2106,1919,1,46.196000,0,0,,,0,0,2401
astar-jps-mpsp,no_roads,building_blocks,2067,1588,1,26.826000,0,0,,,0,0,2401
astar-jps-mpsp,no_roads,building_blocks,1235,629,1,23.181000,0,0,,,0,0,2401
astar-jps-mpsp,no_roads,building_blocks,1307,1727,1,29.012000,0,0,,,0,0,2401
astar-jps-mpsp,no_roads,building_blocks,803,2357,1,60.597000,0,0,,,0,0,2401
astar-jps-mpsp,no_roads,building_blocks,14,2219,1,21.358000,0,0,,,0,0,2401
astar-jps-mpsp,no_roads,building_blocks,2348,435,1,26.454000,0,0,,,0,0,2401
astar-jps-mpsp,with_roads,building_blocks,1894,295,1,99.873000,0,0,,,0,0,2401
astar-jps-mpsp,with_roads,building_blocks,60,2174,1,39.629000,0,0,,,0,0,2401
astar-jps-mpsp,with_roads,building_blocks,796,691,1,40.961000,0,0,,,0,0,2401
astar-jps-mpsp,with_roads,building_blocks,636,368,1,77.848000,0,0,,,0,0,2401
astar-jps-mpsp,with_roads,building_blocks,2162,273,1,47.487000,0,0,,,0,0,2401
astar-jps-mpsp,with_roads,building_blocks,1987,2171,1,21.822000,0,0,,,0,0,2401
astar-jps-mpsp,with_roads,building_blocks,1588,230,1,38.541000,0,0,,,0,0,2401
astar-jps-mpsp,with_roads,building_blocks,1731,1241,1,60.305000,1,1,1.000000,1,30,10,2401
astar-jps-mpsp,with_roads,building_blocks,78,72,1,42.624000,0,0,,,0,0,2401
astar-jps-mpsp,with_roads,building_blocks,245,622,1,91.186000,0,0,,,0,0,2401
astar-jps-mpsp,with_roads,building_blocks,660,1472,1,36.152000,0,0,,,0,0,2401
astar-jps-mpsp,with_roads,building_blocks,1759,63,1,30.429000,0,0,,,0,0,2401
astar-jps-mpsp,with_roads,building_blocks,1643,567,1,53.518000,0,0,,,0,0,2401
astar-jps-mpsp,with_roads,building_blocks,2106,1919,1,65.151000,0,0,,,0,0,2401
astar-jps-mpsp,with_roads,building_blocks,2067,1588,1,25.352000,0,0,,,0,0,2401
astar-jps-mpsp,with_roads,building_blocks,1235,629,1,25.406000,0,0,,,0,0,2401
astar-jps-mpsp,with_roads,building_blocks,1307,1727,1,31.756000,0,0,,,0,0,2401
astar-jps-mpsp,with_roads,building_blocks,803,2357,1,79.974000,0,0,,,0,0,2401
astar-jps-mpsp,with_roads,building_blocks,14,2219,1,23.648000,0,0,,,0,0,2401
astar-jps-mpsp,with_roads,building_blocks,2348,435,1,32.270000,0,0,,,0,0,2401
astar-jps-mpsp,no_roads,butterfly,133,25,1,71.605000,1,1,1.000000,1,48,16,961
astar-jps-mpsp,no_roads,butterfly,392,326,1,134.324000,0,0,,,0,0,961
astar-jps-mpsp,no_roads,butterfly,293,173,1,33.790000,1,1,1.000000,1,12,4,961
astar-jps-mpsp,no_roads,butterfly,110,834,1,31.729000,0,0,,,0,0,961
astar-jps-mpsp,no_roads,butterfly,89,907,1,39.273000,0,0,,,0,0,961
astar-jps-mpsp,no_roads,butterfly,659,32,1,63.299000,0,0,,,0,0,961
astar-jps-mpsp,no_roads,butterfly,30,101,1,29.904000,1,1,1.000000,1,66,22,961
astar-jps-mpsp,no_roads,butterfly,285,306,1,112.560000,0,0,,,0,0,961
astar-jps-mpsp,no_roads,butterfly,775,928,1,32.721000,0,0,,,0,0,961
astar-jps-mpsp,no_roads,butterfly,27,861,1,16.887000,0,0,,,0,0,961
astar-jps-mpsp,no_roads,butterfly,257,834,1,69.184000,0,0,,,0,0,961
astar-jps-mpsp,no_roads,butterfly,656,287,1,41.914000,0,0,,,0,0,961
astar-jps-mpsp,no_roads,butterfly,694,906,1,44.211000,1,1,1.000000,1,24,8,961
astar-jps-mpsp,no_roads,butterfly,398,6,1,88.755000,0,0,,,0,0,961
astar-jps-mpsp,no_roads,butterfly,203,659,1,13.642000,0,0,,,0,0,961
astar-jps-mpsp,no_roads,butterfly,489,398,1,19.344000,1,1,1.000000,1,9,3,961
astar-jps-mpsp,no_roads,butterfly,199,282,1,44.323000,0,0,,,0,0,961
astar-jps-mpsp,no_roads,butterfly,483,110,1,91.209000,0,0,,,0,0,961
astar-jps-mpsp,no_roads,butterfly,100,556,1,36.472000,0,0,,,0,0,961
astar-jps-mpsp,no_roads,butterfly,105,520,1,39.731000,0,0,,,0,0,961
astar-jps-mpsp,with_roads,butterfly,133,25,1,104.595000,1,1,1.000000,1,48,16,961
astar-jps-mpsp,with_roads,butterfly,392,326,1,179.410000,0,0,,,0,0,961
astar-jps-mpsp,with_roads,butterfly,293,173,1,47.529000,1,1,1.000000,1,12,4,961
astar-jps-mpsp,with_roads,butterfly,110,834,1,45.702000,0,0,,,0,0,961
astar-jps-mpsp,with_roads,butterfly,89,907,1,56.053000,0,0,,,0,0,961
astar-jps-mpsp,with_roads,butterfly,659,32,1,89.023000,0,0,,,0,0,961
astar-jps-mpsp,with_roads,butterfly,30,101,1,39.948000,1,1,1.000000,1,66,22,961
astar-jps-mpsp,with_roads,butterfly,285,306,1,158.888000,0,0,,,0,0,961
astar-jps-mpsp,with_roads,butterfly,775,928,1,46.296000,0,0,,,0,0,961
astar-jps-mpsp,with_roads,butterfly,27,861,1,23.468000,0,0,,,0,0,961
astar-jps-mpsp,with_roads,butterfly,257,834,1,104.120000,0,0,,,0,0,961
astar-jps-mpsp,with_roads,butterfly,656,287,1,61.704000,0,0,,,0,0,961
astar-jps-mpsp,with_roads,butterfly,694,906,1,62.226000,1,1,1.000000,1,24,8,961
astar-jps-mpsp,with_roads,butterfly,398,6,1,124.420000,0,0,,,0,0,961
astar-jps-mpsp,with_roads,butterfly,203,659,1,20.749000,0,0,,,0,0,961
astar-jps-mpsp,with_roads,butterfly,489,398,1,29.403000,1,1,1.000000,1,9,3,961
astar-jps-mpsp,with_roads,butterfly,199,282,1,21.845000,0,0,,,0,0,961
astar-jps-mpsp,with_roads,butterfly,483,110,1,79.411000,0,0,,,0,0,961
