algo,scenario,map,start,time_us,exact,worst_ratio
bfs-swap,with_roads,building_blocks,2162,16.727000,1,1.000000
bfs-swap,with_roads,building_blocks,273,10.295000,1,1.000000
bfs-unrolled,with_roads,building_blocks,1894,32.265000,1,1.000000
bfs-unrolled,with_roads,building_blocks,295,27.032000,1,1.000000
bfs-unrolled,with_roads,building_blocks,60,11.214000,1,1.000000
bfs-unrolled,with_roads,building_blocks,2174,9.135000,1,1.000000
bfs-unrolled,with_roads,building_blocks,796,9.426000,1,1.000000
bfs-unrolled,with_roads,building_blocks,691,3.946000,1,1.000000
bfs-unrolled,with_roads,building_blocks,636,26.384000,1,1.000000
bfs-unrolled,with_roads,building_blocks,368,7.607000,1,1.000000
bfs-unrolled,with_roads,building_blocks,2162,17.342000,1,1.000000
bfs-unrolled,with_roads,building_blocks,273,9.771000,1,1.000000
bfs,no_roads,buried_alive,62,3.857000,1,1.000000
bfs,no_roads,buried_alive,42,3.086000,1,1.000000
bfs,no_roads,buried_alive,84,4.012000,1,1.000000
bfs,no_roads,buried_alive,83,2.794000,1,1.000000
bfs,no_roads,buried_alive,83,2.616000,1,1.000000
bfs,no_roads,buried_alive,63,2.450000,1,1.000000
bfs,no_roads,buried_alive,62,2.719000,1,1.000000
bfs,no_roads,buried_alive,357,3.887000,1,1.000000
bfs,no_roads,buried_alive,44,3.066000,1,1.000000
bfs,no_roads,buried_alive,336,3.289000,1,1.000000
bfs-alloc,no_roads,buried_alive,62,3.554000,1,1.000000
bfs-alloc,no_roads,buried_alive,42,2.912000,1,1.000000
bfs-alloc,no_roads,buried_alive,84,2.816000,1,1.000000
bfs-alloc,no_roads,buried_alive,83,2.734000,1,1.000000
bfs-alloc,no_roads,buried_alive,83,2.530000,1,1.000000
bfs-alloc,no_roads,buried_alive,63,2.466000,1,1.000000
bfs-alloc,no_roads,buried_alive,62,2.554000,1,1.000000
bfs-alloc,no_roads,buried_alive,357,3.589000,1,1.000000
bfs-alloc,no_roads,buried_alive,44,2.750000,1,1.000000
bfs-alloc,no_roads,buried_alive,336,2.720000,1,1.000000
bfs-swap,no_roads,buried_alive,62,4.154000,1,1.000000
bfs-swap,no_roads,buried_alive,42,3.446000,1,1.000000
bfs-swap,no_roads,buried_alive,84,3.146000,1,1.000000
bfs-swap,no_roads,buried_alive,83,3.377000,1,1.000000
bfs-swap,no_roads,buried_alive,83,2.872000,1,1.000000
bfs-swap,no_roads,buried_alive,63,2.723000,1,1.000000
bfs-swap,no_roads,buried_alive,62,2.934000,1,1.000000
bfs-swap,no_roads,buried_alive,357,3.783000,1,1.000000
bfs-swap,no_roads,buried_alive,44,3.826000,1,1.000000
bfs-swap,no_roads,buried_alive,336,3.144000,1,1.000000
bfs-unrolled,no_roads,buried_alive,62,3.464000,1,1.000000
bfs-unrolled,no_roads,buried_alive,42,3.176000,1,1.000000
bfs-unrolled,no_roads,buried_alive,84,3.012000,1,1.000000
bfs-unrolled,no_roads,buried_alive,83,3.083000,1,1.000000
bfs-unrolled,no_roads,buried_alive,83,2.880000,1,1.000000
bfs-unrolled,no_roads,buried_alive,63,2.739000,1,1.000000
bfs-unrolled,no_roads,buried_alive,62,2.839000,1,1.000000
bfs-unrolled,no_roads,buried_alive,357,3.469000,1,1.000000
bfs-unrolled,no_roads,buried_alive,44,2.903000,1,1.000000
bfs-unrolled,no_roads,buried_alive,336,2.859000,1,1.000000
bfs,with_roads,buried_alive,62,3.949000,1,1.000000
bfs,with_roads,buried_alive,42,2.923000,1,1.000000
bfs,with_roads,buried_alive,84,2.781000,1,1.000000
bfs,with_roads,buried_alive,83,2.485000,1,1.000000
bfs,with_roads,buried_alive,83,2.442000,1,1.000000
bfs,with_roads,buried_alive,63,2.446000,1,1.000000
bfs,with_roads,buried_alive,62,2.603000,1,1.000000
bfs,with_roads,buried_alive,357,3.789000,1,1.000000
bfs,with_roads,buried_alive,44,2.692000,1,1.000000
bfs,with_roads,buried_alive,336,2.848000,1,1.000000
bfs-alloc,with_roads,buried_alive,62,3.435000,1,1.000000
bfs-alloc,with_roads,buried_alive,42,2.834000,1,1.000000
bfs-alloc,with_roads,buried_alive,84,2.736000,1,1.000000
bfs-alloc,with_roads,buried_alive,83,2.702000,1,1.000000
bfs-alloc,with_roads,buried_alive,83,2.608000,1,1.000000
bfs-alloc,with_roads,buried_alive,63,2.498000,1,1.000000
bfs-alloc,with_roads,buried_alive,62,2.618000,1,1.000000
bfs-alloc,with_roads,buried_alive,357,3.334000,1,1.000000
bfs-alloc,with_roads,buried_alive,44,2.615000,1,1.000000
bfs-alloc,with_roads,buried_alive,336,2.657000,1,1.000000
bfs-swap,with_roads,buried_alive,62,3.650000,1,1.000000
bfs-swap,with_roads,buried_alive,42,3.131000,1,1.000000
bfs-swap,with_roads,buried_alive,84,3.530000,1,1.000000
bfs-swap,with_roads,buried_alive,83,3.085000,1,1.000000
bfs-swap,with_roads,buried_alive,83,2.968000,1,1.000000
bfs-swap,with_roads,buried_alive,63,2.775000,1,1.000000
bfs-swap,with_roads,buried_alive,62,2.972000,1,1.000000
bfs-swap,with_roads,buried_alive,357,3.513000,1,1.000000
bfs-swap,with_roads,buried_alive,44,2.955000,1,1.000000
bfs-swap,with_roads,buried_alive,336,2.842000,1,1.000000
bfs-unrolled,with_roads,buried_alive,62,3.203000,1,1.000000
bfs-unrolled,with_roads,buried_alive,42,3.006000,1,1.000000
bfs-unrolled,with_roads,buried_alive,84,3.199000,1,1.000000
bfs-unrolled,with_roads,buried_alive,83,3.145000,1,1.000000
bfs-unrolled,with_roads,buried_alive,83,2.784000,1,1.000000
bfs-unrolled,with_roads,buried_alive,63,2.729000,1,1.000000
bfs-unrolled,with_roads,buried_alive,62,2.761000,1,1.000000
bfs-unrolled,with_roads,buried_alive,357,3.301000,1,1.000000
bfs-unrolled,with_roads,buried_alive,44,3.031000,1,1.000000
bfs-unrolled,with_roads,buried_alive,336,2.750000,1,1.000000
bfs,no_roads,butterfly,133,54.592000,1,1.000000
bfs,no_roads,butterfly,25,52.721000,1,1.000000
bfs,no_roads,butterfly,392,33.641000,1,1.000000
bfs,no_roads,butterfly,326,52.302000,1,1.000000
bfs,no_roads,butterfly,293,52.421000,1,1.000000
bfs,no_roads,butterfly,173,57.333000,1,1.000000
bfs,no_roads,butterfly,110,56.227000,1,1.000000
bfs,no_roads,butterfly,834,13.571000,1,1.000000
bfs,no_roads,butterfly,89,51.949000,1,1.000000
bfs,no_roads,butterfly,907,20.831000,1,1.000000
bfs-alloc,no_roads,butterfly,133,59.060000,1,1.000000
bfs-alloc,no_roads,butterfly,25,52.779000,1,1.000000
bfs-alloc,no_roads,butterfly,392,31.552000,1,1.000000
bfs-alloc,no_roads,butterfly,326,51.699000,1,1.000000
bfs-alloc,no_roads,butterfly,293,51.748000,1,1.000000
bfs-alloc,no_roads,butterfly,173,52.288000,1,1.000000
bfs-alloc,no_roads,butterfly,110,51.486000,1,1.000000
bfs-alloc,no_roads,butterfly,834,13.091000,1,1.000000
bfs-alloc,no_roads,butterfly,89,51.653000,1,1.000000
bfs-alloc,no_roads,butterfly,907,20.652000,1,1.000000
bfs-swap,no_roads,butterfly,133,57.127000,1,1.000000
bfs-swap,no_roads,butterfly,25,55.570000,1,1.000000
bfs-swap,no_roads,butterfly,392,34.570000,1,1.000000
bfs-swap,no_roads,butterfly,326,54.713000,1,1.000000
bfs-swap,no_roads,butterfly,293,52.315000,1,1.000000
bfs-swap,no_roads,butterfly,173,52.480000,1,1.000000
bfs-swap,no_roads,butterfly,110,53.320000,1,1.000000
bfs-swap,no_roads,butterfly,834,14.355000,1,1.000000
bfs-swap,no_roads,butterfly,89,55.910000,1,1.000000
bfs-swap,no_roads,butterfly,907,21.270000,1,1.000000
bfs-unrolled,no_roads,butterfly,133,52.773000,1,1.000000
bfs-unrolled,no_roads,butterfly,25,52.164000,1,1.000000
bfs-unrolled,no_roads,butterfly,392,31.774000,1,1.000000
bfs-unrolled,no_roads,butterfly,326,51.421000,1,1.000000
bfs-unrolled,no_roads,butterfly,293,52.077000,1,1.000000
bfs-unrolled,no_roads,butterfly,173,51.192000,1,1.000000
bfs-unrolled,no_roads,butterfly,110,54.907000,1,1.000000
bfs-unrolled,no_roads,butterfly,834,13.698000,1,1.000000
bfs-unrolled,no_roads,butterfly,89,52.129000,1,1.000000
bfs-unrolled,no_roads,butterfly,907,20.994000,1,1.000000
bfs,with_roads,butterfly,133,58.402000,1,1.000000
bfs,with_roads,butterfly,25,54.148000,1,1.000000
bfs,with_roads,butterfly,392,34.372000,1,1.000000
bfs,with_roads,butterfly,326,53.925000,1,1.000000
bfs,with_roads,butterfly,293,52.184000,1,1.000000
bfs,with_roads,butterfly,173,136.837000,1,1.000000
bfs,with_roads,butterfly,110,100.390000,1,1.000000
bfs,with_roads,butterfly,834,30.959000,1,1.000000
bfs,with_roads,butterfly,89,53.297000,1,1.000000
bfs,with_roads,butterfly,907,54.767000,1,1.000000
bfs-alloc,with_roads,butterfly,133,58.256000,1,1.000000
bfs-alloc,with_roads,butterfly,25,51.290000,1,1.000000
bfs-alloc,with_roads,butterfly,392,32.288000,1,1.000000
bfs-alloc,with_roads,butterfly,326,58.059000,1,1.000000
bfs-alloc,with_roads,butterfly,293,50.307000,1,1.000000
bfs-alloc,with_roads,butterfly,173,50.470000,1,1.000000
bfs-alloc,with_roads,butterfly,110,55.005000,1,1.000000
bfs-alloc,with_roads,butterfly,834,12.656000,1,1.000000
bfs-alloc,with_roads,butterfly,89,51.706000,1,1.000000
bfs-alloc,with_roads,butterfly,907,20.292000,1,1.000000
bfs-swap,with_roads,butterfly,133,53.067000,1,1.000000
bfs-swap,with_roads,butterfly,25,54.470000,1,1.000000
bfs-swap,with_roads,butterfly,392,33.393000,1,1.000000
bfs-swap,with_roads,butterfly,326,55.309000,1,1.000000
bfs-swap,with_roads,butterfly,293,50.869000,1,1.000000
bfs-swap,with_roads,butterfly,173,52.597000,1,1.000000
bfs-swap,with_roads,butterfly,110,56.119000,1,1.000000
bfs-swap,with_roads,butterfly,834,14.104000,1,1.000000
bfs-swap,with_roads,butterfly,89,53.961000,1,1.000000
bfs-swap,with_roads,butterfly,907,21.667000,1,1.000000
bfs-unrolled,with_roads,butterfly,133,53.961000,1,1.000000
bfs-unrolled,with_roads,butterfly,25,52.282000,1,1.000000
bfs-unrolled,with_roads,butterfly,392,32.143000,1,1.000000
bfs-unrolled,with_roads,butterfly,326,51.644000,1,1.000000
bfs-unrolled,with_roads,butterfly,293,50.038000,1,1.000000
bfs-unrolled,with_roads,butterfly,173,50.858000,1,1.000000
bfs-unrolled,with_roads,butterfly,110,54.350000,1,1.000000
bfs-unrolled,with_roads,butterfly,834,13.383000,1,1.000000
bfs-unrolled,with_roads,butterfly,89,50.986000,1,1.000000
bfs-unrolled,with_roads,butterfly,907,20.818000,1,1.000000
bfs,no_roads,castle_keep,1647,599.344000,1,1.000000
bfs,no_roads,castle_keep,244,563.024000,1,1.000000
bfs,no_roads,castle_keep,51,551.977000,1,1.000000
bfs,no_roads,castle_keep,1879,602.182000,1,1.000000
bfs,no_roads,castle_keep,600,566.063000,1,1.000000
bfs,no_roads,castle_keep,535,563.809000,1,1.000000
bfs,no_roads,castle_keep,489,586.126000,1,1.000000
bfs,no_roads,castle_keep,308,557.127000,1,1.000000
bfs,no_roads,castle_keep,1868,562.891000,1,1.000000
bfs,no_roads,castle_keep,222,874.844000,1,1.000000
bfs-alloc,no_roads,castle_keep,1647,704.654000,1,1.000000
bfs-alloc,no_roads,castle_keep,244,678.234000,1,1.000000
bfs-alloc,no_roads,castle_keep,51,722.420000,1,1.000000
bfs-alloc,no_roads,castle_keep,1879,695.710000,1,1.000000
bfs-alloc,no_roads,castle_keep,600,730.244000,1,1.000000
bfs-alloc,no_roads,castle_keep,535,703.839000,1,1.000000
bfs-alloc,no_roads,castle_keep,489,597.887000,1,1.000000
bfs-alloc,no_roads,castle_keep,308,548.944000,1,1.000000
bfs-alloc,no_roads,castle_keep,1868,559.725000,1,1.000000
bfs-alloc,no_roads,castle_keep,222,529.245000,1,1.000000
bfs-swap,no_roads,castle_keep,1647,552.507000,1,1.000000
bfs-swap,no_roads,castle_keep,244,547.372000,1,1.000000
bfs-swap,no_roads,castle_keep,51,540.436000,1,1.000000
bfs-swap,no_roads,castle_keep,1879,548.179000,1,1.000000
bfs-swap,no_roads,castle_keep,600,541.035000,1,1.000000
bfs-swap,no_roads,castle_keep,535,541.902000,1,1.000000
bfs-swap,no_roads,castle_keep,489,545.407000,1,1.000000
bfs-swap,no_roads,castle_keep,308,555.163000,1,1.000000
bfs-swap,no_roads,castle_keep,1868,561.034000,1,1.000000
bfs-swap,no_roads,castle_keep,222,564.174000,1,1.000000
bfs-unrolled,no_roads,castle_keep,1647,572.954000,1,1.000000
bfs-unrolled,no_roads,castle_keep,244,549.130000,1,1.000000
bfs-unrolled,no_roads,castle_keep,51,599.474000,1,1.000000
bfs-unrolled,no_roads,castle_keep,1879,557.673000,1,1.000000
bfs-unrolled,no_roads,castle_keep,600,527.875000,1,1.000000
bfs-unrolled,no_roads,castle_keep,535,632.396000,1,1.000000
bfs-unrolled,no_roads,castle_keep,489,545.035000,1,1.000000
bfs-unrolled,no_roads,castle_keep,308,537.377000,1,1.000000
bfs-unrolled,no_roads,castle_keep,1868,551.790000,1,1.000000
bfs-unrolled,no_roads,castle_keep,222,529.332000,1,1.000000
bfs,with_roads,castle_keep,1647,591.503000,0,3.000000
bfs,with_roads,castle_keep,244,563.092000,0,2.057143
bfs,with_roads,castle_keep,51,586.006000,0,3.000000
bfs,with_roads,castle_keep,1879,564.135000,0,2.600000
bfs,with_roads,castle_keep,600,557.849000,0,2.464286
bfs,with_roads,castle_keep,535,587.254000,0,2.563636
bfs,with_roads,castle_keep,489,558.899000,0,2.482759
bfs,with_roads,castle_keep,308,564.334000,0,2.869565
bfs,with_roads,castle_keep,1868,579.807000,0,2.250000
bfs,with_roads,castle_keep,222,564.416000,0,2.538462
bfs-alloc,with_roads,castle_keep,1647,554.923000,0,3.000000
bfs-alloc,with_roads,castle_keep,244,546.538000,0,2.057143
bfs-alloc,with_roads,castle_keep,51,545.982000,0,3.000000
bfs-alloc,with_roads,castle_keep,1879,555.118000,0,2.600000
bfs-alloc,with_roads,castle_keep,600,548.037000,0,2.464286
bfs-alloc,with_roads,castle_keep,535,544.113000,0,2.563636
bfs-alloc,with_roads,castle_keep,489,543.725000,0,2.482759
bfs-alloc,with_roads,castle_keep,308,547.058000,0,2.869565
bfs-alloc,with_roads,castle_keep,1868,553.653000,0,2.250000
bfs-alloc,with_roads,castle_keep,222,542.088000,0,2.538462
bfs-swap,with_roads,castle_keep,1647,551.851000,0,3.000000
bfs-swap,with_roads,castle_keep,244,554.237000,0,2.057143
bfs-swap,with_roads,castle_keep,51,539.180000,0,3.000000
bfs-swap,with_roads,castle_keep,1879,554.161000,0,2.600000
bfs-swap,with_roads,castle_keep,600,550.719000,0,2.464286
bfs-swap,with_roads,castle_keep,535,546.634000,0,2.563636
bfs-swap,with_roads,castle_keep,489,554.853000,0,2.482759
bfs-swap,with_roads,castle_keep,308,535.824000,0,2.869565
bfs-swap,with_roads,castle_keep,1868,550.840000,0,2.250000
bfs-swap,with_roads,castle_keep,222,531.436000,0,2.538462
bfs-unrolled,with_roads,castle_keep,1647,549.569000,0,3.000000
bfs-unrolled,with_roads,castle_keep,244,559.420000,0,2.057143
bfs-unrolled,with_roads,castle_keep,51,528.579000,0,3.000000
bfs-unrolled,with_roads,castle_keep,1879,548.111000,0,2.600000
bfs-unrolled,with_roads,castle_keep,600,1031.582000,0,2.464286
bfs-unrolled,with_roads,castle_keep,535,540.712000,0,2.563636
bfs-unrolled,with_roads,castle_keep,489,640.732000,0,2.482759
bfs-unrolled,with_roads,castle_keep,308,553.980000,0,2.869565
bfs-unrolled,with_roads,castle_keep,1868,582.520000,0,2.250000
bfs-unrolled,with_roads,castle_keep,222,557.564000,0,2.538462
bfs,no_roads,checkerboard,341,50.707000,1,1.000000
bfs,no_roads,checkerboard,54,44.665000,1,1.000000
bfs,no_roads,checkerboard,12,43.110000,1,1.000000
bfs,no_roads,checkerboard,391,49.287000,1,1.000000
bfs,no_roads,checkerboard,132,42.281000,1,1.000000
bfs,no_roads,checkerboard,117,42.424000,1,1.000000
bfs,no_roads,checkerboard,107,45.773000,1,1.000000
bfs,no_roads,checkerboard,65,41.924000,1,1.000000
bfs,no_roads,checkerboard,389,44.215000,1,1.000000
bfs,no_roads,checkerboard,50,41.705000,1,1.000000
bfs-alloc,no_roads,checkerboard,341,47.900000,1,1.000000
bfs-alloc,no_roads,checkerboard,54,42.400000,1,1.000000
bfs-alloc,no_roads,checkerboard,12,43.029000,1,1.000000
bfs-alloc,no_roads,checkerboard,391,41.755000,1,1.000000
bfs-alloc,no_roads,checkerboard,132,39.611000,1,1.000000
bfs-alloc,no_roads,checkerboard,117,39.772000,1,1.000000
bfs-alloc,no_roads,checkerboard,107,39.777000,1,1.000000
bfs-alloc,no_roads,checkerboard,65,39.240000,1,1.000000
bfs-alloc,no_roads,checkerboard,389,42.203000,1,1.000000
bfs-alloc,no_roads,checkerboard,50,39.618000,1,1.000000
bfs-swap,no_roads,checkerboard,341,48.726000,1,1.000000
bfs-swap,no_roads,checkerboard,54,42.884000,1,1.000000
bfs-swap,no_roads,checkerboard,12,41.676000,1,1.000000
bfs-swap,no_roads,checkerboard,391,43.751000,1,1.000000
bfs-swap,no_roads,checkerboard,132,40.405000,1,1.000000
bfs-swap,no_roads,checkerboard,117,41.251000,1,1.000000
bfs-swap,no_roads,checkerboard,107,40.959000,1,1.000000
bfs-swap,no_roads,checkerboard,65,40.363000,1,1.000000
bfs-swap,no_roads,checkerboard,389,43.532000,1,1.000000
bfs-swap,no_roads,checkerboard,50,41.536000,1,1.000000
bfs-unrolled,no_roads,checkerboard,341,43.960000,1,1.000000
bfs-unrolled,no_roads,checkerboard,54,40.345000,1,1.000000
bfs-unrolled,no_roads,checkerboard,12,39.431000,1,1.000000
bfs-unrolled,no_roads,checkerboard,391,41.709000,1,1.000000
bfs-unrolled,no_roads,checkerboard,132,38.916000,1,1.000000
bfs-unrolled,no_roads,checkerboard,117,39.448000,1,1.000000
bfs-unrolled,no_roads,checkerboard,107,39.842000,1,1.000000
bfs-unrolled,no_roads,checkerboard,65,52.112000,1,1.000000
bfs-unrolled,no_roads,checkerboard,389,41.949000,1,1.000000
bfs-unrolled,no_roads,checkerboard,50,39.455000,1,1.000000
bfs,with_roads,checkerboard,341,48.879000,0,2.000000
bfs,with_roads,checkerboard,54,43.987000,0,1.615385
bfs,with_roads,checkerboard,12,43.379000,0,1.560000
bfs,with_roads,checkerboard,391,43.043000,0,1.800000
bfs,with_roads,checkerboard,132,41.937000,0,2.000000
bfs,with_roads,checkerboard,117,41.104000,0,1.545455
bfs,with_roads,checkerboard,107,42.100000,0,2.400000
bfs,with_roads,checkerboard,65,40.932000,0,2.500000
bfs,with_roads,checkerboard,389,46.539000,0,1.800000
bfs,with_roads,checkerboard,50,41.719000,0,1.736842
bfs-alloc,with_roads,checkerboard,341,45.132000,0,2.000000
bfs-alloc,with_roads,checkerboard,54,41.542000,0,1.615385
bfs-alloc,with_roads,checkerboard,12,39.456000,0,1.560000
bfs-alloc,with_roads,checkerboard,391,41.402000,0,1.800000
bfs-alloc,with_roads,checkerboard,132,39.698000,0,2.000000
bfs-alloc,with_roads,checkerboard,117,39.206000,0,1.545455
bfs-alloc,with_roads,checkerboard,107,38.800000,0,2.400000
bfs-alloc,with_roads,checkerboard,65,38.460000,0,2.500000
bfs-alloc,with_roads,checkerboard,389,41.501000,0,1.800000
bfs-alloc,with_roads,checkerboard,50,38.539000,0,1.736842
bfs-swap,with_roads,checkerboard,341,47.085000,0,2.000000
bfs-swap,with_roads,checkerboard,54,42.840000,0,1.615385
bfs-swap,with_roads,checkerboard,12,42.396000,0,1.560000
bfs-swap,with_roads,checkerboard,391,43.810000,0,1.800000
bfs-swap,with_roads,checkerboard,132,40.222000,0,2.000000
bfs-swap,with_roads,checkerboard,117,40.967000,0,1.545455
bfs-swap,with_roads,checkerboard,107,40.433000,0,2.400000
bfs-swap,with_roads,checkerboard,65,39.710000,0,2.500000
bfs-swap,with_roads,checkerboard,389,47.673000,0,1.800000
bfs-swap,with_roads,checkerboard,50,39.372000,0,1.736842
bfs-unrolled,with_roads,checkerboard,341,43.034000,0,2.000000
bfs-unrolled,with_roads,checkerboard,54,39.015000,0,1.615385
bfs-unrolled,with_roads,checkerboard,12,38.511000,0,1.560000
bfs-unrolled,with_roads,checkerboard,391,41.171000,0,1.800000
bfs-unrolled,with_roads,checkerboard,132,38.004000,0,2.000000
bfs-unrolled,with_roads,checkerboard,117,38.688000,0,1.545455
bfs-unrolled,with_roads,checkerboard,107,38.555000,0,2.400000
bfs-unrolled,with_roads,checkerboard,65,42.082000,0,2.500000
bfs-unrolled,with_roads,checkerboard,389,45.491000,0,1.800000
bfs-unrolled,with_roads,checkerboard,50,39.166000,0,1.736842
bfs,no_roads,chemistry_class,1475,423.799000,1,1.000000
bfs,no_roads,chemistry_class,228,431.776000,1,1.000000
bfs,no_roads,chemistry_class,51,412.783000,1,1.000000
bfs,no_roads,chemistry_class,583,426.476000,1,1.000000
bfs,no_roads,chemistry_class,515,439.656000,1,1.000000
bfs,no_roads,chemistry_class,466,437.287000,1,1.000000
bfs,no_roads,chemistry_class,287,419.493000,1,1.000000
bfs,no_roads,chemistry_class,209,424.178000,1,1.000000
bfs,no_roads,chemistry_class,1551,418.126000,1,1.000000
bfs,no_roads,chemistry_class,1216,445.600000,1,1.000000
bfs-alloc,no_roads,chemistry_class,1475,406.681000,1,1.000000
bfs-alloc,no_roads,chemistry_class,228,402.346000,1,1.000000
bfs-alloc,no_roads,chemistry_class,51,398.006000,1,1.000000
bfs-alloc,no_roads,chemistry_class,583,408.858000,1,1.000000
bfs-alloc,no_roads,chemistry_class,515,414.228000,1,1.000000
bfs-alloc,no_roads,chemistry_class,466,417.709000,1,1.000000
bfs-alloc,no_roads,chemistry_class,287,404.950000,1,1.000000
bfs-alloc,no_roads,chemistry_class,209,404.083000,1,1.000000
bfs-alloc,no_roads,chemistry_class,1551,407.759000,1,1.000000
bfs-alloc,no_roads,chemistry_class,1216,418.980000,1,1.000000
bfs-swap,no_roads,chemistry_class,1475,425.442000,1,1.000000
bfs-swap,no_roads,chemistry_class,228,420.702000,1,1.000000
bfs-swap,no_roads,chemistry_class,51,429.020000,1,1.000000
bfs-swap,no_roads,chemistry_class,583,423.897000,1,1.000000
bfs-swap,no_roads,chemistry_class,515,434.988000,1,1.000000
bfs-swap,no_roads,chemistry_class,466,410.367000,1,1.000000
bfs-swap,no_roads,chemistry_class,287,435.998000,1,1.000000
bfs-swap,no_roads,chemistry_class,209,419.113000,1,1.000000
bfs-swap,no_roads,chemistry_class,1551,402.163000,1,1.000000
bfs-swap,no_roads,chemistry_class,1216,414.459000,1,1.000000
bfs-unrolled,no_roads,chemistry_class,1475,407.079000,1,1.000000
bfs-unrolled,no_roads,chemistry_class,228,408.974000,1,1.000000
bfs-unrolled,no_roads,chemistry_class,51,405.585000,1,1.000000
bfs-unrolled,no_roads,chemistry_class,583,409.870000,1,1.000000
bfs-unrolled,no_roads,chemistry_class,515,408.737000,1,1.000000
bfs-unrolled,no_roads,chemistry_class,466,413.772000,1,1.000000
bfs-unrolled,no_roads,chemistry_class,287,407.432000,1,1.000000
bfs-unrolled,no_roads,chemistry_class,209,407.544000,1,1.000000
bfs-unrolled,no_roads,chemistry_class,1551,405.916000,1,1.000000
bfs-unrolled,no_roads,chemistry_class,1216,436.762000,1,1.000000
bfs,with_roads,chemistry_class,1475,422.550000,0,1.314286
bfs,with_roads,chemistry_class,228,416.036000,0,3.000000
bfs,with_roads,chemistry_class,51,412.140000,0,3.000000
bfs,with_roads,chemistry_class,583,421.483000,0,1.750000
bfs,with_roads,chemistry_class,515,423.347000,0,3.000000
bfs,with_roads,chemistry_class,466,431.768000,0,2.228571
bfs,with_roads,chemistry_class,287,421.140000,0,2.076923
bfs,with_roads,chemistry_class,209,423.911000,0,2.272727
bfs,with_roads,chemistry_class,1551,428.863000,0,1.269231
bfs,with_roads,chemistry_class,1216,436.495000,0,1.451613
bfs-alloc,with_roads,chemistry_class,1475,409.940000,0,1.314286
bfs-alloc,with_roads,chemistry_class,228,412.469000,0,3.000000
bfs-alloc,with_roads,chemistry_class,51,399.662000,0,3.000000
bfs-alloc,with_roads,chemistry_class,583,408.451000,0,1.750000
bfs-alloc,with_roads,chemistry_class,515,416.052000,0,3.000000
bfs-alloc,with_roads,chemistry_class,466,409.699000,0,2.228571
bfs-alloc,with_roads,chemistry_class,287,426.469000,0,2.076923
bfs-alloc,with_roads,chemistry_class,209,408.435000,0,2.272727
bfs-alloc,with_roads,chemistry_class,1551,399.001000,0,1.269231
bfs-alloc,with_roads,chemistry_class,1216,416.499000,0,1.451613
bfs-swap,with_roads,chemistry_class,1475,403.287000,0,1.314286
bfs-swap,with_roads,chemistry_class,228,410.452000,0,3.000000
bfs-swap,with_roads,chemistry_class,51,397.091000,0,3.000000
bfs-swap,with_roads,chemistry_class,583,410.396000,0,1.750000
bfs-swap,with_roads,chemistry_class,515,404.111000,0,3.000000
bfs-swap,with_roads,chemistry_class,466,409.309000,0,2.228571
bfs-swap,with_roads,chemistry_class,287,396.323000,0,2.076923
bfs-swap,with_roads,chemistry_class,209,398.098000,0,2.272727
bfs-swap,with_roads,chemistry_class,1551,404.460000,0,1.269231
bfs-swap,with_roads,chemistry_class,1216,418.956000,0,1.451613
bfs-unrolled,with_roads,chemistry_class,1475,419.020000,0,1.314286
bfs-unrolled,with_roads,chemistry_class,228,395.157000,0,3.000000
bfs-unrolled,with_roads,chemistry_class,51,390.163000,0,3.000000
bfs-unrolled,with_roads,chemistry_class,583,402.659000,0,1.750000
bfs-unrolled,with_roads,chemistry_class,515,424.142000,0,3.000000
bfs-unrolled,with_roads,chemistry_class,466,409.204000,0,2.228571
bfs-unrolled,with_roads,chemistry_class,287,399.889000,0,2.076923
bfs-unrolled,with_roads,chemistry_class,209,393.463000,0,2.272727
bfs-unrolled,with_roads,chemistry_class,1551,393.481000,0,1.269231
bfs-unrolled,with_roads,chemistry_class,1216,415.006000,0,1.451613
bfs,no_roads,chess,2190,361.014000,1,1.000000
bfs,no_roads,chess,524,368.228000,1,1.000000
bfs,no_roads,chess,145,354.006000,1,1.000000
bfs,no_roads,chess,1018,346.968000,1,1.000000
bfs,no_roads,chess,942,347.019000,1,1.000000
bfs,no_roads,chess,848,343.923000,1,1.000000
bfs,no_roads,chess,638,347.752000,1,1.000000
bfs,no_roads,chess,495,343.790000,1,1.000000
bfs,no_roads,chess,2338,349.058000,1,1.000000
bfs,no_roads,chess,1817,352.529000,1,1.000000
bfs-alloc,no_roads,chess,2190,347.778000,1,1.000000
bfs-alloc,no_roads,chess,524,333.590000,1,1.000000
bfs-alloc,no_roads,chess,145,330.814000,1,1.000000
bfs-alloc,no_roads,chess,1018,440.808000,1,1.000000
bfs-alloc,no_roads,chess,942,352.065000,1,1.000000
bfs-alloc,no_roads,chess,848,334.419000,1,1.000000
bfs-alloc,no_roads,chess,638,333.969000,1,1.000000
bfs-alloc,no_roads,chess,495,444.205000,1,1.000000
bfs-alloc,no_roads,chess,2338,333.663000,1,1.000000
bfs-alloc,no_roads,chess,1817,334.859000,1,1.000000
bfs-swap,no_roads,chess,2190,348.567000,1,1.000000
bfs-swap,no_roads,chess,524,333.703000,1,1.000000
bfs-swap,no_roads,chess,145,335.491000,1,1.000000
bfs-swap,no_roads,chess,1018,335.369000,1,1.000000
bfs-swap,no_roads,chess,942,339.123000,1,1.000000
