map,tech,time_us,optimality,optimal_cost,n_roads
arena,dial_exact,680.1,1.0,154,84
arena,dial_exact,385.3,1.0,63,84
arena,dial_exact,435.6,1.0,70,84
arena,dial_exact,137.4,1.0,53,84
arena,dial_exact,104.7,1.0,35,84
arena,dial_exact,340.9,1.0,90,84
arena,dial_exact,542.9,1.0,91,84
arena,dial_exact,693.7,1.0,82,84
arena,dial_exact,294.5,1.0,44,84
arena,dial_exact,288.9,1.0,77,84
arena,dial_exact,323.9,1.0,122,84
arena,dial_exact,380.0,1.0,114,84
arena,dial_exact,576.5,1.0,119,84
arena,dial_exact,221.4,1.0,66,84
arena,dial_exact,531.6,1.0,101,84
arena,dial_exact,328.5,1.0,72,84
arena,dial_exact,73.3,1.0,34,84
arena,dial_exact,578.9,1.0,111,84
arena,dial_exact,449.2,1.0,79,84
arena,dial_exact,278.8,1.0,62,84
arena,dial_exact,238.6,1.0,57,84
arena,dial_exact,242.4,1.0,43,84
arena,dial_exact,99.6,1.0,30,84
arena,dial_exact,121.4,1.0,115,84
arena,dial_exact,296.3,1.0,61,84
arena,dial_exact,44.7,1.0,44,84
arena,dial_exact,134.5,1.0,38,84
arena,dial_exact,190.3,1.0,55,84
arena,dial_exact,285.0,1.0,71,84
arena,dial_exact,50.3,1.0,53,84
arena,dial_exact,246.6,1.0,79,84
arena,dial_exact,171.1,1.0,63,84
arena,dial_exact,53.4,1.0,22,84
arena,dial_exact,97.3,1.0,31,84
arena,dial_exact,198.3,1.0,47,84
arena,dial_exact,540.3,1.0,126,84
arena,dial_exact,476.8,1.0,116,84
arena,dial_exact,483.6,1.0,109,84
arena,dial_exact,256.0,1.0,57,84
arena,dial_exact,17.3,1.0,21,84
arena,dial_exact,463.2,1.0,109,84
arena,dial_exact,95.0,1.0,42,84
arena,dial_exact,339.6,1.0,70,84
arena,dial_exact,469.5,1.0,119,84
arena,dial_exact,475.6,1.0,141,84
arena,dial_exact,416.7,1.0,106,84
arena,dial_exact,469.2,1.0,130,84
arena,dial_exact,495.2,1.0,143,84
arena,dial_exact,92.5,1.0,39,84
arena,dial_exact,150.5,1.0,57,84
arena,dial_exact,428.9,1.0,68,84
arena,dial_exact,439.3,1.0,97,84
arena,dial_exact,345.7,1.0,63,84
arena,dial_exact,114.4,1.0,40,84
arena,dial_exact,331.5,1.0,77,84
arena,dial_exact,61.9,1.0,32,84
arena,dial_exact,372.8,1.0,84,84
arena,dial_exact,485.7,1.0,114,84
arena,dial_exact,429.4,1.0,110,84
arena,dial_exact,379.8,1.0,61,84
arena,dial_exact,415.4,1.0,110,84
arena,dial_exact,451.8,1.0,97,84
arena,dial_exact,334.5,1.0,59,84
arena,dial_exact,152.6,1.0,38,84
arena,dial_exact,193.4,1.0,71,84
arena,dial_exact,507.4,1.0,172,84
arena,dial_exact,202.4,1.0,37,84
arena,dial_exact,154.2,1.0,71,84
arena,dial_exact,185.1,1.0,40,84
arena,dial_exact,50.9,1.0,31,84
arena,dial_exact,477.8,1.0,108,84
arena,dial_exact,17.7,1.0,10,84
arena,dial_exact,124.8,1.0,41,84
arena,dial_exact,254.3,1.0,65,84
arena,dial_exact,271.6,1.0,97,84
arena,dial_exact,20.7,1.0,11,84
arena,dial_exact,507.5,1.0,135,84
arena,dial_exact,234.0,1.0,93,84
arena,dial_exact,266.7,1.0,60,84
arena,dial_exact,24.6,1.0,18,84
arena,dial_exact,208.6,1.0,62,84
arena,dial_exact,54.3,1.0,32,84
arena,dial_exact,318.2,1.0,78,84
arena,dial_exact,327.6,1.0,116,84
arena,dial_exact,328.2,1.0,54,84
arena,dial_exact,474.5,1.0,92,84
arena,dial_exact,483.0,1.0,147,84
arena,dial_exact,481.3,1.0,133,84
arena,dial_exact,157.1,1.0,68,84
arena,dial_exact,47.3,1.0,18,84
arena,dial_exact,400.3,1.0,88,84
arena,dial_exact,279.1,1.0,69,84
arena,dial_exact,320.8,1.0,80,84
arena,dial_exact,372.6,1.0,75,84
arena,dial_exact,59.9,1.0,52,84
arena,dial_exact,405.9,1.0,96,84
arena,dial_exact,14.0,1.0,6,84
arena,dial_exact,35.6,1.0,42,84
arena,dial_exact,421.0,1.0,61,84
arena,dial_exact,144.9,1.0,30,84
arena,dial_exact,463.1,1.0,93,84
arena,dial_exact,449.4,1.0,80,84
arena,dial_exact,289.1,1.0,77,84
arena,dial_exact,463.4,1.0,123,84
arena,dial_exact,201.8,1.0,90,84
arena,dial_exact,118.3,1.0,39,84
arena,dial_exact,318.9,1.0,91,84
arena,dial_exact,127.8,1.0,39,84
arena,dial_exact,278.6,1.0,117,84
arena,dial_exact,448.3,1.0,91,84
arena,dial_exact,196.3,1.0,56,84
arena,dial_exact,473.4,1.0,87,84
arena,dial_exact,111.8,1.0,32,84
arena,dial_exact,22.1,1.0,25,84
arena,dial_exact,115.2,1.0,43,84
arena,dial_exact,303.4,1.0,80,84
arena,dial_exact,608.1,1.0,96,84
arena,dial_exact,453.1,1.0,112,84
arena,dial_exact,77.1,1.0,34,84
arena,dial_exact,156.9,1.0,57,84
arena,dial_exact,398.5,1.0,104,84
arena,dial_exact,536.5,1.0,159,84
arena,dial_exact,203.4,1.0,53,84
arena,dial_exact,6.0,1.0,2,84
arena,dial_exact,511.7,1.0,100,84
arena,dial_exact,180.5,1.0,38,84
arena,dial_exact,34.0,1.0,52,84
arena,dial_exact,26.6,1.0,15,84
arena,dial_exact,319.5,1.0,90,84
arena,dial_exact,153.0,1.0,39,84
arena,dial_exact,29.7,1.0,13,84
arena,dial_exact,210.0,1.0,59,84
arena,dial_exact,78.9,1.0,33,84
arena,dial_exact,152.4,1.0,60,84
arena,dial_exact,234.7,1.0,75,84
arena,dial_exact,152.5,1.0,45,84
arena,dial_exact,197.7,1.0,111,84
arena,dial_exact,44.1,1.0,24,84
arena,dial_exact,215.5,1.0,62,84
arena,dial_exact,117.2,1.0,48,84
arena,dial_exact,152.8,1.0,44,84
arena,dial_exact,366.2,1.0,87,84
arena,dial_exact,96.3,1.0,45,84
arena,dial_exact,422.4,1.0,107,84
arena,dial_exact,316.0,1.0,94,84
arena,dial_exact,351.8,1.0,71,84
arena,dial_exact,261.7,1.0,54,84
arena,dial_exact,224.6,1.0,78,84
arena,dial_exact,408.4,1.0,92,84
arena,dial_exact,205.0,1.0,53,84
arena,dial_exact,216.5,1.0,43,84
arena,dial_exact,84.8,1.0,27,84
arena,dial_exact,393.1,1.0,100,84
arena,dial_exact,42.7,1.0,20,84
arena,dial_exact,316.7,1.0,76,84
arena,dial_exact,318.3,1.0,94,84
arena,dial_exact,119.1,1.0,46,84
arena,dial_exact,176.3,1.0,42,84
arena,dial_exact,114.5,1.0,40,84
arena,dial_exact,431.8,1.0,140,84
arena,dial_exact,123.0,1.0,52,84
arena,dial_exact,207.1,1.0,41,84
arena,dial_exact,249.7,1.0,78,84
arena,dial_exact,171.0,1.0,62,84
arena,dial_exact,333.7,1.0,87,84
arena,dial_exact,215.4,1.0,76,84
arena,dial_exact,498.4,1.0,107,84
arena,dial_exact,133.5,1.0,71,84
arena,dial_exact,250.2,1.0,72,84
arena,dial_exact,586.0,1.0,109,84
arena,dial_exact,137.4,1.0,47,84
arena,dial_exact,300.5,1.0,61,84
arena,dial_exact,357.9,1.0,62,84
arena,dial_exact,425.2,1.0,95,84
arena,dial_exact,408.7,1.0,71,84
arena,dial_exact,54.8,1.0,29,84
arena,dial_exact,469.0,1.0,141,84
arena,dial_exact,487.5,1.0,187,84
arena,dial_exact,317.7,1.0,71,84
arena,dial_exact,195.9,1.0,53,84
arena,dial_exact,384.3,1.0,85,84
arena,dial_exact,488.7,1.0,115,84
arena,dial_exact,257.0,1.0,45,84
arena,dial_exact,58.1,1.0,34,84
arena,dial_exact,92.9,1.0,34,84
arena,dial_exact,498.1,1.0,165,84
arena,dial_exact,479.6,1.0,135,84
arena,dial_exact,284.5,1.0,73,84
arena,dial_exact,214.6,1.0,49,84
arena,dial_exact,12.7,1.0,9,84
arena,dial_exact,197.4,1.0,93,84
arena,dial_exact,39.1,1.0,18,84
arena,dial_exact,338.2,1.0,88,84
arena,dial_exact,460.6,1.0,142,84
arena,dial_exact,126.2,1.0,57,84
arena,dial_exact,452.3,1.0,88,84
arena,dial_exact,383.4,1.0,70,84
arena,dial_exact,235.7,1.0,61,84
arena,dial_exact,383.7,1.0,68,84
arena,dial_exact,369.2,1.0,84,84
arena,astar_heap,680.4,1.0,154,84
arena,astar_heap,155.9,1.0,63,84
arena,astar_heap,252.0,1.0,70,84
arena,astar_heap,80.3,1.0,53,84
arena,astar_heap,58.7,1.0,35,84
arena,astar_heap,225.4,1.0,90,84
arena,astar_heap,388.5,1.0,91,84
arena,astar_heap,404.8,1.0,82,84
arena,astar_heap,124.7,1.0,44,84
arena,astar_heap,135.5,1.0,77,84
arena,astar_heap,192.9,1.0,122,84
arena,astar_heap,302.9,1.0,114,84
arena,astar_heap,513.0,1.0,119,84
arena,astar_heap,112.7,1.0,66,84
arena,astar_heap,481.2,1.0,101,84
arena,astar_heap,150.2,1.0,72,84
arena,astar_heap,41.6,1.0,34,84
arena,astar_heap,649.4,1.0,111,84
arena,astar_heap,319.4,1.0,79,84
arena,astar_heap,151.9,1.0,62,84
arena,astar_heap,136.0,1.0,57,84
arena,astar_heap,68.1,1.0,43,84
arena,astar_heap,32.7,1.0,30,84
arena,astar_heap,110.3,1.0,115,84
arena,astar_heap,187.8,1.0,61,84
arena,astar_heap,23.9,1.0,44,84
arena,astar_heap,73.4,1.0,38,84
arena,astar_heap,161.3,1.0,55,84
arena,astar_heap,235.1,1.0,71,84
arena,astar_heap,32.0,1.0,53,84
arena,astar_heap,200.9,1.0,79,84
arena,astar_heap,144.7,1.0,63,84
arena,astar_heap,25.1,1.0,22,84
arena,astar_heap,30.9,1.0,31,84
arena,astar_heap,68.8,1.0,47,84
arena,astar_heap,579.3,1.0,126,84
arena,astar_heap,617.5,1.0,116,84
arena,astar_heap,581.4,1.0,109,84
arena,astar_heap,141.0,1.0,57,84
arena,astar_heap,11.2,1.0,21,84
arena,astar_heap,439.0,1.0,109,84
arena,astar_heap,65.4,1.0,42,84
arena,astar_heap,249.8,1.0,70,84
arena,astar_heap,490.6,1.0,119,84
arena,astar_heap,542.7,1.0,141,84
arena,astar_heap,509.4,1.0,106,84
arena,astar_heap,558.8,1.0,130,84
arena,astar_heap,739.6,1.0,143,84
arena,astar_heap,61.8,1.0,39,84
arena,astar_heap,124.4,1.0,57,84
arena,astar_heap,274.0,1.0,68,84
arena,astar_heap,217.5,1.0,97,84
arena,astar_heap,243.2,1.0,63,84
arena,astar_heap,50.6,1.0,40,84
arena,astar_heap,255.1,1.0,77,84
arena,astar_heap,51.9,1.0,32,84
arena,astar_heap,317.7,1.0,84,84
arena,astar_heap,637.9,1.0,114,84
arena,astar_heap,469.9,1.0,110,84
arena,astar_heap,245.5,1.0,61,84
arena,astar_heap,326.2,1.0,110,84
arena,astar_heap,403.9,1.0,97,84
arena,astar_heap,215.5,1.0,59,84
arena,astar_heap,78.2,1.0,38,84
arena,astar_heap,136.6,1.0,71,84
arena,astar_heap,659.7,1.0,172,84
arena,astar_heap,82.9,1.0,37,84
arena,astar_heap,115.4,1.0,71,84
arena,astar_heap,54.9,1.0,40,84
arena,astar_heap,29.3,1.0,31,84
arena,astar_heap,584.1,1.0,108,84
arena,astar_heap,8.0,1.0,10,84
arena,astar_heap,93.0,1.0,41,84
arena,astar_heap,139.3,1.0,65,84
arena,astar_heap,218.8,1.0,97,84
arena,astar_heap,10.8,1.0,11,84
arena,astar_heap,588.3,1.0,135,84
arena,astar_heap,128.8,1.0,93,84
arena,astar_heap,162.1,1.0,60,84
arena,astar_heap,17.6,1.0,18,84
arena,astar_heap,164.4,1.0,62,84
arena,astar_heap,38.5,1.0,32,84
arena,astar_heap,216.6,1.0,78,84
arena,astar_heap,281.9,1.0,116,84
arena,astar_heap,198.9,1.0,54,84
arena,astar_heap,543.3,1.0,92,84
arena,astar_heap,663.1,1.0,147,84
arena,astar_heap,638.5,1.0,133,84
arena,astar_heap,91.2,1.0,68,84
arena,astar_heap,22.4,1.0,18,84
arena,astar_heap,384.7,1.0,88,84
arena,astar_heap,249.4,1.0,69,84
arena,astar_heap,243.8,1.0,80,84
arena,astar_heap,271.7,1.0,75,84
arena,astar_heap,47.3,1.0,52,84
arena,astar_heap,431.8,1.0,96,84
arena,astar_heap,6.6,1.0,6,84
arena,astar_heap,29.8,1.0,42,84
arena,astar_heap,200.0,1.0,61,84
arena,astar_heap,39.8,1.0,30,84
arena,astar_heap,527.2,1.0,93,84
arena,astar_heap,370.1,1.0,80,84
arena,astar_heap,240.7,1.0,77,84
arena,astar_heap,537.9,1.0,123,84
arena,astar_heap,107.3,1.0,90,84
arena,astar_heap,68.5,1.0,39,84
arena,astar_heap,214.7,1.0,91,84
arena,astar_heap,50.8,1.0,39,84
arena,astar_heap,265.7,1.0,117,84
arena,astar_heap,430.5,1.0,91,84
arena,astar_heap,135.2,1.0,56,84
arena,astar_heap,419.4,1.0,87,84
arena,astar_heap,52.5,1.0,32,84
arena,astar_heap,13.5,1.0,25,84
arena,astar_heap,61.1,1.0,43,84
arena,astar_heap,248.7,1.0,80,84
arena,astar_heap,393.6,1.0,96,84
arena,astar_heap,434.1,1.0,112,84
arena,astar_heap,48.2,1.0,34,84
arena,astar_heap,97.7,1.0,57,84
arena,astar_heap,429.5,1.0,104,84
arena,astar_heap,711.9,1.0,159,84
arena,astar_heap,118.2,1.0,53,84
arena,astar_heap,3.9,1.0,2,84
arena,astar_heap,629.7,1.0,100,84
arena,astar_heap,96.5,1.0,38,84
arena,astar_heap,23.6,1.0,52,84
arena,astar_heap,12.0,1.0,15,84
arena,astar_heap,294.1,1.0,90,84
arena,astar_heap,82.3,1.0,39,84
arena,astar_heap,13.5,1.0,13,84
arena,astar_heap,133.7,1.0,59,84
arena,astar_heap,37.6,1.0,33,84
arena,astar_heap,121.0,1.0,60,84
arena,astar_heap,95.1,1.0,75,84
arena,astar_heap,75.1,1.0,45,84
arena,astar_heap,171.8,1.0,111,84
arena,astar_heap,18.7,1.0,24,84
arena,astar_heap,176.1,1.0,62,84
arena,astar_heap,86.8,1.0,48,84
arena,astar_heap,91.1,1.0,44,84
arena,astar_heap,351.5,1.0,87,84
arena,astar_heap,49.2,1.0,45,84
arena,astar_heap,470.3,1.0,107,84
arena,astar_heap,323.0,1.0,94,84
arena,astar_heap,215.2,1.0,71,84
arena,astar_heap,145.1,1.0,54,84
arena,astar_heap,132.8,1.0,78,84
arena,astar_heap,497.3,1.0,92,84
arena,astar_heap,126.3,1.0,53,84
arena,astar_heap,79.9,1.0,43,84
arena,astar_heap,24.1,1.0,27,84
arena,astar_heap,495.3,1.0,100,84
arena,astar_heap,30.5,1.0,20,84
arena,astar_heap,335.1,1.0,76,84
arena,astar_heap,185.7,1.0,94,84
arena,astar_heap,75.8,1.0,46,84
arena,astar_heap,54.7,1.0,42,84
arena,astar_heap,95.5,1.0,40,84
arena,astar_heap,404.8,1.0,140,84
arena,astar_heap,104.3,1.0,52,84
arena,astar_heap,45.0,1.0,41,84
arena,astar_heap,179.8,1.0,78,84
arena,astar_heap,94.5,1.0,62,84
arena,astar_heap,297.1,1.0,87,84
arena,astar_heap,157.5,1.0,76,84
arena,astar_heap,582.3,1.0,107,84
arena,astar_heap,104.7,1.0,71,84
arena,astar_heap,204.7,1.0,72,84
arena,astar_heap,534.1,1.0,109,84
arena,astar_heap,105.8,1.0,47,84
arena,astar_heap,190.5,1.0,61,84
arena,astar_heap,182.7,1.0,62,84
arena,astar_heap,492.8,1.0,95,84
arena,astar_heap,348.0,1.0,71,84
arena,astar_heap,74.1,1.0,29,84
arena,astar_heap,609.4,1.0,141,84
arena,astar_heap,647.2,1.0,187,84
arena,astar_heap,239.8,1.0,71,84
arena,astar_heap,137.5,1.0,53,84
arena,astar_heap,416.8,1.0,85,84
arena,astar_heap,533.3,1.0,115,84
arena,astar_heap,127.2,1.0,45,84
arena,astar_heap,34.0,1.0,34,84
arena,astar_heap,48.4,1.0,34,84
arena,astar_heap,653.2,1.0,165,84
arena,astar_heap,599.7,1.0,135,84
arena,astar_heap,136.8,1.0,73,84
arena,astar_heap,137.2,1.0,49,84
arena,astar_heap,7.2,1.0,9,84
arena,astar_heap,95.8,1.0,93,84
arena,astar_heap,19.8,1.0,18,84
arena,astar_heap,294.7,1.0,88,84
arena,astar_heap,321.6,1.0,142,84
arena,astar_heap,74.7,1.0,57,84
arena,astar_heap,395.8,1.0,88,84
arena,astar_heap,258.0,1.0,70,84
arena,astar_heap,116.6,1.0,61,84
arena,astar_heap,307.8,1.0,68,84
arena,astar_heap,216.3,1.0,84,84
arena,weighted_3,654.4,1.0,154,84
arena,weighted_3,45.5,1.0,63,84
arena,weighted_3,96.7,1.0,70,84
arena,weighted_3,42.6,1.0,53,84
arena,weighted_3,30.7,1.1143,35,84
arena,weighted_3,129.4,1.1333,90,84
arena,weighted_3,308.5,1.0,91,84
arena,weighted_3,170.6,1.0,82,84
arena,weighted_3,59.5,1.0,44,84
arena,weighted_3,55.1,1.0,77,84
arena,weighted_3,127.9,1.0,122,84
arena,weighted_3,164.8,1.0,114,84
arena,weighted_3,183.3,1.0168,119,84
arena,weighted_3,42.1,1.0758,66,84
arena,weighted_3,132.3,1.0,101,84
arena,weighted_3,59.8,1.0,72,84
arena,weighted_3,19.2,1.0,34,84
arena,weighted_3,270.4,1.0,111,84
arena,weighted_3,90.8,1.0,79,84
arena,weighted_3,70.5,1.0,62,84
arena,weighted_3,53.8,1.1053,57,84
arena,weighted_3,28.7,1.3023,43,84
arena,weighted_3,26.5,1.0,30,84
arena,weighted_3,81.7,1.0,115,84
arena,weighted_3,135.2,1.0,61,84
arena,weighted_3,18.3,1.0,44,84
arena,weighted_3,60.6,1.0,38,84
arena,weighted_3,56.5,1.0,55,84
arena,weighted_3,62.5,1.0,71,84
arena,weighted_3,25.2,1.0,53,84
arena,weighted_3,88.4,1.0506,79,84
arena,weighted_3,42.7,1.0,63,84
arena,weighted_3,13.4,1.0,22,84
arena,weighted_3,27.9,1.0,31,84
arena,weighted_3,38.0,1.0,47,84
arena,weighted_3,209.4,1.0,126,84
arena,weighted_3,261.4,1.0,116,84
arena,weighted_3,158.9,1.0,109,84
arena,weighted_3,53.8,1.0,57,84
arena,weighted_3,7.3,1.0,21,84
arena,weighted_3,166.2,1.0367,109,84
arena,weighted_3,29.6,1.0,42,84
arena,weighted_3,95.6,1.0,70,84
arena,weighted_3,934.5,1.0,119,84
arena,weighted_3,164.6,1.0071,141,84
arena,weighted_3,231.2,1.0755,106,84
arena,weighted_3,200.9,1.0,130,84
arena,weighted_3,393.3,1.0,143,84
arena,weighted_3,31.5,1.0,39,84
arena,weighted_3,38.3,1.0,57,84
arena,weighted_3,85.1,1.0,68,84
arena,weighted_3,76.7,1.0,97,84
arena,weighted_3,62.5,1.0,63,84
arena,weighted_3,24.3,1.0,40,84
arena,weighted_3,74.4,1.0,77,84
arena,weighted_3,27.0,1.25,32,84
arena,weighted_3,133.7,1.0,84,84
arena,weighted_3,272.7,1.0,114,84
arena,weighted_3,173.6,1.0,110,84
arena,weighted_3,69.8,1.0,61,84
arena,weighted_3,98.2,1.0182,110,84
arena,weighted_3,149.5,1.0,97,84
arena,weighted_3,62.6,1.0,59,84
arena,weighted_3,22.4,1.0,38,84
arena,weighted_3,47.7,1.0,71,84
arena,weighted_3,483.9,1.0,172,84
arena,weighted_3,31.0,1.0,37,84
arena,weighted_3,37.2,1.0,71,84
arena,weighted_3,32.4,1.0,40,84
arena,weighted_3,18.8,1.0,31,84
arena,weighted_3,285.8,1.0,108,84
arena,weighted_3,8.6,1.0,10,84
arena,weighted_3,40.2,1.0,41,84
arena,weighted_3,67.6,1.0,65,84
arena,weighted_3,129.5,1.0,97,84
arena,weighted_3,5.0,1.0,11,84
arena,weighted_3,166.7,1.0593,135,84
arena,weighted_3,58.6,1.0,93,84
arena,weighted_3,43.0,1.0,60,84
arena,weighted_3,11.8,1.0,18,84
arena,weighted_3,76.4,1.0,62,84
arena,weighted_3,18.6,1.0,32,84
arena,weighted_3,75.5,1.1667,78,84
arena,weighted_3,98.4,1.0,116,84
arena,weighted_3,54.2,1.0,54,84
arena,weighted_3,122.1,1.0,92,84
arena,weighted_3,499.5,1.0,147,84
arena,weighted_3,351.5,1.0,133,84
arena,weighted_3,75.3,1.0,68,84
arena,weighted_3,10.4,1.0,18,84
arena,weighted_3,53.6,1.0114,88,84
arena,weighted_3,57.1,1.0,69,84
arena,weighted_3,104.9,1.0,80,84
arena,weighted_3,87.8,1.0,75,84
arena,weighted_3,34.4,1.0,52,84
arena,weighted_3,99.2,1.0417,96,84
arena,weighted_3,6.6,1.0,6,84
arena,weighted_3,20.9,1.0,42,84
arena,weighted_3,91.9,1.0,61,84
arena,weighted_3,32.4,1.0,30,84
arena,weighted_3,209.7,1.0,93,84
arena,weighted_3,96.6,1.0,80,84
arena,weighted_3,146.8,1.0,77,84
arena,weighted_3,373.6,1.0,123,84
arena,weighted_3,37.1,1.0,90,84
arena,weighted_3,19.1,1.0,39,84
arena,weighted_3,79.7,1.011,91,84
arena,weighted_3,29.8,1.1026,39,84
arena,weighted_3,93.3,1.0,117,84
arena,weighted_3,132.5,1.0,91,84
arena,weighted_3,59.1,1.0,56,84
arena,weighted_3,164.4,1.0,87,84
arena,weighted_3,30.1,1.5,32,84
arena,weighted_3,8.1,1.0,25,84
arena,weighted_3,43.8,1.0465,43,84
arena,weighted_3,66.9,1.0,80,84
arena,weighted_3,65.6,1.0,96,84
arena,weighted_3,76.7,1.0,112,84
arena,weighted_3,17.2,1.0,34,84
arena,weighted_3,30.2,1.0,57,84
arena,weighted_3,206.4,1.1346,104,84
arena,weighted_3,430.5,1.0,159,84
arena,weighted_3,50.4,1.0,53,84
arena,weighted_3,5.1,1.0,2,84
arena,weighted_3,298.8,1.0,100,84
arena,weighted_3,30.3,1.0,38,84
arena,weighted_3,17.7,1.0,52,84
arena,weighted_3,14.4,1.0,15,84
arena,weighted_3,81.8,1.0222,90,84
arena,weighted_3,31.0,1.0,39,84
arena,weighted_3,11.9,1.0,13,84
arena,weighted_3,47.5,1.0339,59,84
arena,weighted_3,19.5,1.0,33,84
arena,weighted_3,56.5,1.0,60,84
arena,weighted_3,99.4,1.0133,75,84
arena,weighted_3,23.2,1.0,45,84
arena,weighted_3,115.6,1.0,111,84
arena,weighted_3,20.3,1.0,24,84
arena,weighted_3,79.1,1.0,62,84
arena,weighted_3,29.0,1.0,48,84
arena,weighted_3,23.8,1.0,44,84
arena,weighted_3,157.7,1.0,87,84
arena,weighted_3,32.1,1.0,45,84
arena,weighted_3,124.7,1.0,107,84
arena,weighted_3,147.9,1.0,94,84
arena,weighted_3,58.3,1.0,71,84
arena,weighted_3,40.8,1.0,54,84
arena,weighted_3,47.0,1.0,78,84
arena,weighted_3,113.2,1.0652,92,84
arena,weighted_3,59.7,1.0,53,84
arena,weighted_3,70.7,1.0,43,84
arena,weighted_3,23.1,1.0,27,84
arena,weighted_3,265.5,1.2,100,84
arena,weighted_3,15.8,1.0,20,84
arena,weighted_3,136.9,1.0,76,84
arena,weighted_3,62.5,1.0,94,84
arena,weighted_3,27.6,1.0,46,84
arena,weighted_3,34.3,1.0,42,84
arena,weighted_3,39.2,1.0,40,84
arena,weighted_3,154.5,1.0,140,84
arena,weighted_3,52.2,1.0,52,84
arena,weighted_3,104.5,1.0,41,84
arena,weighted_3,47.4,1.0,78,84
arena,weighted_3,48.1,1.0,62,84
arena,weighted_3,59.5,1.0,87,84
arena,weighted_3,46.3,1.0,76,84
arena,weighted_3,164.7,1.0,107,84
arena,weighted_3,40.8,1.0,71,84
arena,weighted_3,82.1,1.0417,72,84
arena,weighted_3,266.6,1.0,109,84
arena,weighted_3,38.9,1.0426,47,84
arena,weighted_3,45.1,1.0,61,84
arena,weighted_3,48.2,1.0,62,84
arena,weighted_3,79.9,1.0,95,84
arena,weighted_3,92.3,1.0,71,84
arena,weighted_3,14.2,1.0,29,84
arena,weighted_3,549.0,1.0,141,84
arena,weighted_3,487.1,1.0,187,84
arena,weighted_3,55.5,1.0,71,84
arena,weighted_3,53.2,1.0,53,84
arena,weighted_3,173.6,1.0,85,84
arena,weighted_3,182.5,1.0348,115,84
arena,weighted_3,44.9,1.0,45,84
arena,weighted_3,18.4,1.0,34,84
arena,weighted_3,30.9,1.0,34,84
arena,weighted_3,409.5,1.0,165,84
arena,weighted_3,270.8,1.0,135,84
arena,weighted_3,82.9,1.3288,73,84
arena,weighted_3,36.4,1.0,49,84
arena,weighted_3,9.8,1.0,9,84
arena,weighted_3,41.0,1.0,93,84
arena,weighted_3,13.4,1.0,18,84
arena,weighted_3,83.7,1.0455,88,84
arena,weighted_3,125.1,1.007,142,84
arena,weighted_3,57.6,1.0,57,84
arena,weighted_3,87.6,1.0,88,84
arena,weighted_3,49.4,1.0,70,84
arena,weighted_3,32.2,1.0,61,84
arena,weighted_3,76.6,1.0,68,84
arena,weighted_3,60.0,1.0,84,84
arena,weighted_5,80.6,1.0325,154,84
arena,weighted_5,34.3,1.381,63,84
arena,weighted_5,79.0,1.8143,70,84
arena,weighted_5,16.3,1.0,53,84
arena,weighted_5,28.6,1.1143,35,84
arena,weighted_5,88.2,1.2667,90,84
arena,weighted_5,26.9,1.0989,91,84
arena,weighted_5,44.5,1.2317,82,84
arena,weighted_5,47.4,1.9545,44,84
arena,weighted_5,98.0,2.2597,77,84
arena,weighted_5,83.2,1.582,122,84
arena,weighted_5,42.4,1.2018,114,84
arena,weighted_5,68.7,1.3193,119,84
arena,weighted_5,18.6,1.0758,66,84
arena,weighted_5,33.7,1.5644,101,84
arena,weighted_5,35.2,1.5556,72,84
arena,weighted_5,16.1,1.0,34,84
arena,weighted_5,69.5,1.1532,111,84
arena,weighted_5,31.5,1.0,79,84
arena,weighted_5,44.6,1.5484,62,84
arena,weighted_5,20.4,1.2807,57,84
arena,weighted_5,31.5,1.3023,43,84
arena,weighted_5,25.8,1.0,30,84
arena,weighted_5,26.0,1.0,115,84
arena,weighted_5,47.5,2.0492,61,84
arena,weighted_5,11.9,1.0,44,84
arena,weighted_5,33.8,1.7632,38,84
arena,weighted_5,18.7,1.0,55,84
arena,weighted_5,31.5,1.338,71,84
arena,weighted_5,9.5,1.0,53,84
arena,weighted_5,54.1,1.6582,79,84
arena,weighted_5,25.2,1.0,63,84
arena,weighted_5,13.0,1.0,22,84
arena,weighted_5,74.0,1.0,31,84
arena,weighted_5,38.4,1.0,47,84
arena,weighted_5,75.5,1.0,126,84
arena,weighted_5,70.0,1.0,116,84
arena,weighted_5,50.4,1.0,109,84
arena,weighted_5,44.4,1.0,57,84
arena,weighted_5,7.7,1.0,21,84
arena,weighted_5,56.1,1.0917,109,84
arena,weighted_5,13.8,1.0,42,84
arena,weighted_5,79.2,1.8143,70,84
arena,weighted_5,73.8,1.0672,119,84
arena,weighted_5,62.2,1.2837,141,84
arena,weighted_5,41.6,1.283,106,84
arena,weighted_5,91.8,1.0462,130,84
arena,weighted_5,75.3,1.1329,143,84
arena,weighted_5,15.4,1.0,39,84
arena,weighted_5,19.6,1.1579,57,84
arena,weighted_5,84.5,1.75,68,84
arena,weighted_5,43.2,1.5567,97,84
arena,weighted_5,23.2,1.3016,63,84
arena,weighted_5,26.2,1.0,40,84
arena,weighted_5,26.8,1.0,77,84
arena,weighted_5,25.0,1.25,32,84
arena,weighted_5,29.3,1.0357,84,84
arena,weighted_5,100.6,1.4561,114,84
arena,weighted_5,161.8,2.0273,110,84
arena,weighted_5,45.6,1.5246,61,84
arena,weighted_5,30.5,1.4636,110,84
arena,weighted_5,41.7,1.0825,97,84
