map,tech,time_us,optimality,optimal_cost,n_roads
pls_buy_cucats_merch,astar_heap,37.0,1.0,38,163
pls_buy_cucats_merch,astar_heap,572.6,1.0,116,163
pls_buy_cucats_merch,astar_heap,1933.7,1.0,227,163
pls_buy_cucats_merch,astar_heap,535.8,1.0,125,163
pls_buy_cucats_merch,astar_heap,548.9,1.0,157,163
pls_buy_cucats_merch,astar_heap,586.9,1.0,121,163
pls_buy_cucats_merch,astar_heap,120.1,1.0,84,163
pls_buy_cucats_merch,astar_heap,581.9,1.0,120,163
pls_buy_cucats_merch,astar_heap,206.5,1.0,128,163
pls_buy_cucats_merch,astar_heap,498.8,1.0,92,163
pls_buy_cucats_merch,astar_heap,1582.8,1.0,217,163
pls_buy_cucats_merch,astar_heap,398.5,1.0,125,163
pls_buy_cucats_merch,astar_heap,1890.3,1.0,228,163
pls_buy_cucats_merch,astar_heap,1028.5,1.0,143,163
pls_buy_cucats_merch,astar_heap,2397.3,1.0,255,163
pls_buy_cucats_merch,astar_heap,1979.2,1.0,200,163
pls_buy_cucats_merch,astar_heap,775.6,1.0,233,163
pls_buy_cucats_merch,astar_heap,2309.4,1.0,262,163
pls_buy_cucats_merch,astar_heap,352.7,1.0,132,163
pls_buy_cucats_merch,astar_heap,834.0,1.0,138,163
pls_buy_cucats_merch,astar_heap,465.1,1.0,124,163
pls_buy_cucats_merch,astar_heap,1483.4,1.0,157,163
pls_buy_cucats_merch,astar_heap,1661.8,1.0,193,163
pls_buy_cucats_merch,astar_heap,2147.7,1.0,205,163
pls_buy_cucats_merch,astar_heap,1648.4,1.0,179,163
pls_buy_cucats_merch,astar_heap,134.1,1.0,51,163
pls_buy_cucats_merch,astar_heap,1434.6,1.0,188,163
pls_buy_cucats_merch,astar_heap,161.3,1.0,105,163
pls_buy_cucats_merch,astar_heap,558.0,1.0,107,163
pls_buy_cucats_merch,astar_heap,129.4,1.0,70,163
pls_buy_cucats_merch,astar_heap,935.6,1.0,137,163
pls_buy_cucats_merch,astar_heap,305.2,1.0,93,163
pls_buy_cucats_merch,astar_heap,1094.0,1.0,211,163
pls_buy_cucats_merch,astar_heap,137.3,1.0,82,163
pls_buy_cucats_merch,astar_heap,453.9,1.0,171,163
pls_buy_cucats_merch,astar_heap,273.7,1.0,107,163
pls_buy_cucats_merch,astar_heap,130.2,1.0,68,163
pls_buy_cucats_merch,astar_heap,1348.0,1.0,169,163
pls_buy_cucats_merch,astar_heap,631.8,1.0,142,163
pls_buy_cucats_merch,astar_heap,1515.0,1.0,190,163
pls_buy_cucats_merch,astar_heap,115.8,1.0,67,163
pls_buy_cucats_merch,astar_heap,1062.4,1.0,196,163
pls_buy_cucats_merch,astar_heap,2526.3,1.0,283,163
pls_buy_cucats_merch,astar_heap,1885.5,1.0,199,163
pls_buy_cucats_merch,astar_heap,1077.8,1.0,227,163
pls_buy_cucats_merch,astar_heap,62.2,1.0,34,163
pls_buy_cucats_merch,astar_heap,468.0,1.0,104,163
pls_buy_cucats_merch,astar_heap,20.4,1.0,31,163
pls_buy_cucats_merch,astar_heap,941.2,1.0,184,163
pls_buy_cucats_merch,astar_heap,294.4,1.0,69,163
pls_buy_cucats_merch,astar_heap,803.9,1.0,112,163
pls_buy_cucats_merch,astar_heap,1351.4,1.0,161,163
pls_buy_cucats_merch,astar_heap,78.9,1.0,62,163
pls_buy_cucats_merch,astar_heap,653.3,1.0,126,163
pls_buy_cucats_merch,astar_heap,1021.1,1.0,136,163
pls_buy_cucats_merch,astar_heap,1779.6,1.0,175,163
pls_buy_cucats_merch,astar_heap,541.6,1.0,128,163
pls_buy_cucats_merch,astar_heap,394.8,1.0,127,163
pls_buy_cucats_merch,astar_heap,123.5,1.0,53,163
pls_buy_cucats_merch,astar_heap,762.2,1.0,121,163
pls_buy_cucats_merch,astar_heap,2275.7,1.0,251,163
pls_buy_cucats_merch,astar_heap,445.8,1.0,145,163
pls_buy_cucats_merch,astar_heap,358.0,1.0,161,163
pls_buy_cucats_merch,astar_heap,349.1,1.0,77,163
pls_buy_cucats_merch,astar_heap,2013.9,1.0,233,163
pls_buy_cucats_merch,astar_heap,84.5,1.0,43,163
pls_buy_cucats_merch,astar_heap,218.6,1.0,81,163
pls_buy_cucats_merch,astar_heap,182.8,1.0,66,163
pls_buy_cucats_merch,astar_heap,851.1,1.0,162,163
pls_buy_cucats_merch,astar_heap,164.0,1.0,80,163
pls_buy_cucats_merch,astar_heap,113.5,1.0,42,163
pls_buy_cucats_merch,astar_heap,1865.6,1.0,186,163
pls_buy_cucats_merch,astar_heap,1829.4,1.0,223,163
pls_buy_cucats_merch,astar_heap,1012.5,1.0,176,163
pls_buy_cucats_merch,astar_heap,2797.3,1.0,349,163
pls_buy_cucats_merch,astar_heap,943.2,1.0,137,163
pls_buy_cucats_merch,astar_heap,17.9,1.0,20,163
pls_buy_cucats_merch,astar_heap,897.2,1.0,140,163
pls_buy_cucats_merch,astar_heap,258.3,1.0,106,163
pls_buy_cucats_merch,astar_heap,49.6,1.0,43,163
pls_buy_cucats_merch,astar_heap,1474.8,1.0,179,163
pls_buy_cucats_merch,astar_heap,950.9,1.0,152,163
pls_buy_cucats_merch,astar_heap,873.5,1.0,96,163
pls_buy_cucats_merch,astar_heap,1577.2,1.0,158,163
pls_buy_cucats_merch,astar_heap,1308.0,1.0,187,163
pls_buy_cucats_merch,astar_heap,1071.1,1.0,175,163
pls_buy_cucats_merch,astar_heap,218.1,1.0,66,163
pls_buy_cucats_merch,astar_heap,1637.0,1.0,196,163
pls_buy_cucats_merch,astar_heap,1155.5,1.0,144,163
pls_buy_cucats_merch,astar_heap,313.3,1.0,113,163
pls_buy_cucats_merch,astar_heap,1039.1,1.0,188,163
pls_buy_cucats_merch,astar_heap,564.0,1.0,124,163
pls_buy_cucats_merch,astar_heap,48.1,1.0,39,163
pls_buy_cucats_merch,astar_heap,666.4,1.0,120,163
pls_buy_cucats_merch,astar_heap,876.8,1.0,131,163
pls_buy_cucats_merch,astar_heap,977.9,1.0,183,163
pls_buy_cucats_merch,astar_heap,989.2,1.0,156,163
pls_buy_cucats_merch,astar_heap,66.7,1.0,37,163
pls_buy_cucats_merch,astar_heap,1342.3,1.0,194,163
pls_buy_cucats_merch,astar_heap,1030.1,1.0,173,163
pls_buy_cucats_merch,astar_heap,1481.2,1.0,152,163
pls_buy_cucats_merch,astar_heap,414.4,1.0,102,163
pls_buy_cucats_merch,astar_heap,546.5,1.0,139,163
pls_buy_cucats_merch,astar_heap,75.7,1.0,50,163
pls_buy_cucats_merch,astar_heap,60.9,1.0,58,163
pls_buy_cucats_merch,astar_heap,649.8,1.0,144,163
pls_buy_cucats_merch,astar_heap,843.1,1.0,155,163
pls_buy_cucats_merch,astar_heap,389.9,1.0,93,163
pls_buy_cucats_merch,astar_heap,210.8,1.0,121,163
pls_buy_cucats_merch,astar_heap,693.6,1.0,135,163
pls_buy_cucats_merch,astar_heap,276.3,1.0,66,163
pls_buy_cucats_merch,astar_heap,1384.8,1.0,218,163
pls_buy_cucats_merch,astar_heap,2287.1,1.0,219,163
pls_buy_cucats_merch,astar_heap,202.1,1.0,66,163
pls_buy_cucats_merch,astar_heap,1088.7,1.0,197,163
pls_buy_cucats_merch,astar_heap,1660.5,1.0,241,163
pls_buy_cucats_merch,astar_heap,19.3,1.0,22,163
pls_buy_cucats_merch,astar_heap,1728.1,1.0,196,163
pls_buy_cucats_merch,astar_heap,2023.0,1.0,267,163
pls_buy_cucats_merch,astar_heap,404.1,1.0,124,163
pls_buy_cucats_merch,astar_heap,561.6,1.0,117,163
pls_buy_cucats_merch,astar_heap,264.9,1.0,99,163
pls_buy_cucats_merch,astar_heap,102.2,1.0,37,163
pls_buy_cucats_merch,astar_heap,240.7,1.0,104,163
pls_buy_cucats_merch,astar_heap,113.2,1.0,71,163
pls_buy_cucats_merch,astar_heap,2094.1,1.0,199,163
pls_buy_cucats_merch,astar_heap,380.3,1.0,111,163
pls_buy_cucats_merch,astar_heap,970.0,1.0,175,163
pls_buy_cucats_merch,astar_heap,1322.1,1.0,185,163
pls_buy_cucats_merch,astar_heap,191.6,1.0,107,163
pls_buy_cucats_merch,astar_heap,1242.6,1.0,201,163
pls_buy_cucats_merch,astar_heap,1546.4,1.0,191,163
pls_buy_cucats_merch,astar_heap,699.1,1.0,117,163
pls_buy_cucats_merch,astar_heap,227.6,1.0,67,163
pls_buy_cucats_merch,astar_heap,183.4,1.0,63,163
pls_buy_cucats_merch,astar_heap,89.3,1.0,47,163
pls_buy_cucats_merch,astar_heap,767.8,1.0,142,163
pls_buy_cucats_merch,astar_heap,1247.9,1.0,142,163
pls_buy_cucats_merch,astar_heap,879.3,1.0,128,163
pls_buy_cucats_merch,astar_heap,169.0,1.0,115,163
pls_buy_cucats_merch,astar_heap,1415.4,1.0,169,163
pls_buy_cucats_merch,astar_heap,898.5,1.0,183,163
pls_buy_cucats_merch,astar_heap,839.0,1.0,134,163
pls_buy_cucats_merch,astar_heap,2629.1,1.0,245,163
pls_buy_cucats_merch,astar_heap,726.1,1.0,112,163
pls_buy_cucats_merch,astar_heap,1200.9,1.0,178,163
pls_buy_cucats_merch,astar_heap,378.1,1.0,104,163
pls_buy_cucats_merch,astar_heap,1491.0,1.0,182,163
pls_buy_cucats_merch,astar_heap,968.5,1.0,216,163
pls_buy_cucats_merch,astar_heap,1237.6,1.0,157,163
pls_buy_cucats_merch,astar_heap,1119.8,1.0,133,163
pls_buy_cucats_merch,astar_heap,1379.2,1.0,163,163
pls_buy_cucats_merch,astar_heap,103.5,1.0,44,163
pls_buy_cucats_merch,astar_heap,603.8,1.0,145,163
pls_buy_cucats_merch,astar_heap,2977.3,1.0,333,163
pls_buy_cucats_merch,astar_heap,467.1,1.0,112,163
pls_buy_cucats_merch,astar_heap,1743.2,1.0,205,163
pls_buy_cucats_merch,astar_heap,353.8,1.0,79,163
pls_buy_cucats_merch,astar_heap,650.4,1.0,227,163
pls_buy_cucats_merch,astar_heap,2761.8,1.0,301,163
pls_buy_cucats_merch,astar_heap,367.8,1.0,147,163
pls_buy_cucats_merch,astar_heap,999.3,1.0,157,163
pls_buy_cucats_merch,astar_heap,445.2,1.0,92,163
pls_buy_cucats_merch,astar_heap,880.1,1.0,148,163
pls_buy_cucats_merch,astar_heap,270.7,1.0,77,163
pls_buy_cucats_merch,astar_heap,43.9,1.0,24,163
pls_buy_cucats_merch,weighted_3,193.6,1.0,126,163
pls_buy_cucats_merch,weighted_3,137.0,1.0903,144,163
pls_buy_cucats_merch,weighted_3,64.3,1.0617,81,163
pls_buy_cucats_merch,weighted_3,55.9,1.0,83,163
pls_buy_cucats_merch,weighted_3,1410.2,1.0,212,163
pls_buy_cucats_merch,weighted_3,575.8,1.0,153,163
pls_buy_cucats_merch,weighted_3,1093.9,1.0,187,163
pls_buy_cucats_merch,weighted_3,65.4,1.0,74,163
pls_buy_cucats_merch,weighted_3,167.1,1.0063,158,163
pls_buy_cucats_merch,weighted_3,774.9,1.1569,204,163
pls_buy_cucats_merch,weighted_3,734.4,1.0,186,163
pls_buy_cucats_merch,weighted_3,648.9,1.0,155,163
pls_buy_cucats_merch,weighted_3,132.0,1.0,77,163
pls_buy_cucats_merch,weighted_3,67.5,1.0,78,163
pls_buy_cucats_merch,weighted_3,395.3,1.0,127,163
pls_buy_cucats_merch,weighted_3,225.3,1.0,189,163
pls_buy_cucats_merch,weighted_3,111.1,1.0,95,163
pls_buy_cucats_merch,weighted_3,1337.0,1.0,280,163
pls_buy_cucats_merch,weighted_3,361.2,1.0,114,163
pls_buy_cucats_merch,weighted_3,65.2,1.0,80,163
pls_buy_cucats_merch,weighted_3,214.0,1.0,108,163
pls_buy_cucats_merch,weighted_3,265.1,1.0,135,163
pls_buy_cucats_merch,weighted_3,182.0,1.0,161,163
pls_buy_cucats_merch,weighted_3,62.8,1.0,75,163
pls_buy_cucats_merch,weighted_3,629.1,1.027,222,163
pls_buy_cucats_merch,weighted_3,208.1,1.0,129,163
pls_buy_cucats_merch,weighted_3,108.2,1.0,123,163
pls_buy_cucats_merch,weighted_3,704.2,1.2071,198,163
pls_buy_cucats_merch,weighted_3,199.7,1.0,127,163
pls_buy_cucats_merch,weighted_3,280.5,1.0,213,163
pls_buy_cucats_merch,weighted_3,96.3,1.0,92,163
pls_buy_cucats_merch,weighted_3,602.5,1.0,160,163
pls_buy_cucats_merch,weighted_3,51.0,1.0,53,163
pls_buy_cucats_merch,weighted_3,412.0,1.1192,151,163
pls_buy_cucats_merch,weighted_3,28.0,1.0,38,163
pls_buy_cucats_merch,weighted_3,304.1,1.0,116,163
pls_buy_cucats_merch,weighted_3,776.9,1.1101,227,163
pls_buy_cucats_merch,weighted_3,137.4,1.0,125,163
pls_buy_cucats_merch,weighted_3,151.2,1.0,157,163
pls_buy_cucats_merch,weighted_3,182.4,1.0,121,163
pls_buy_cucats_merch,weighted_3,80.2,1.0476,84,163
pls_buy_cucats_merch,weighted_3,128.2,1.0167,120,163
pls_buy_cucats_merch,weighted_3,129.1,1.0,128,163
pls_buy_cucats_merch,weighted_3,127.5,1.0,92,163
pls_buy_cucats_merch,weighted_3,850.8,1.0369,217,163
pls_buy_cucats_merch,weighted_3,140.1,1.0,125,163
pls_buy_cucats_merch,weighted_3,1240.9,1.0,228,163
pls_buy_cucats_merch,weighted_3,259.2,1.0699,143,163
pls_buy_cucats_merch,weighted_3,850.3,1.0,255,163
pls_buy_cucats_merch,weighted_3,725.6,1.13,200,163
pls_buy_cucats_merch,weighted_3,630.8,1.2446,233,163
pls_buy_cucats_merch,weighted_3,817.6,1.0382,262,163
pls_buy_cucats_merch,weighted_3,121.8,1.0,132,163
pls_buy_cucats_merch,weighted_3,334.8,1.0,138,163
pls_buy_cucats_merch,weighted_3,112.6,1.0,124,163
pls_buy_cucats_merch,weighted_3,592.7,1.0,157,163
pls_buy_cucats_merch,weighted_3,458.5,1.0415,193,163
pls_buy_cucats_merch,weighted_3,793.2,1.161,205,163
pls_buy_cucats_merch,weighted_3,250.2,1.0,179,163
pls_buy_cucats_merch,weighted_3,32.2,1.0,51,163
pls_buy_cucats_merch,weighted_3,261.6,1.0,188,163
pls_buy_cucats_merch,weighted_3,64.1,1.0,105,163
pls_buy_cucats_merch,weighted_3,103.6,1.0,107,163
pls_buy_cucats_merch,weighted_3,68.1,1.1286,70,163
pls_buy_cucats_merch,weighted_3,166.4,1.0,137,163
pls_buy_cucats_merch,weighted_3,164.0,1.0,93,163
pls_buy_cucats_merch,weighted_3,318.9,1.0,211,163
pls_buy_cucats_merch,weighted_3,90.4,1.0,82,163
pls_buy_cucats_merch,weighted_3,193.8,1.0117,171,163
pls_buy_cucats_merch,weighted_3,85.8,1.0935,107,163
pls_buy_cucats_merch,weighted_3,48.7,1.0,68,163
pls_buy_cucats_merch,weighted_3,1059.5,1.2899,169,163
pls_buy_cucats_merch,weighted_3,210.2,1.0,142,163
pls_buy_cucats_merch,weighted_3,854.4,1.1263,190,163
pls_buy_cucats_merch,weighted_3,54.8,1.0,67,163
pls_buy_cucats_merch,weighted_3,486.7,1.0,196,163
pls_buy_cucats_merch,weighted_3,1101.3,1.0,283,163
pls_buy_cucats_merch,weighted_3,591.1,1.0,199,163
pls_buy_cucats_merch,weighted_3,306.8,1.0,227,163
pls_buy_cucats_merch,weighted_3,25.5,1.0,34,163
pls_buy_cucats_merch,weighted_3,75.7,1.0,104,163
pls_buy_cucats_merch,weighted_3,11.3,1.0,31,163
pls_buy_cucats_merch,weighted_3,196.5,1.0,184,163
pls_buy_cucats_merch,weighted_3,62.0,1.0,69,163
pls_buy_cucats_merch,weighted_3,217.2,1.0,112,163
pls_buy_cucats_merch,weighted_3,535.1,1.4161,161,163
pls_buy_cucats_merch,weighted_3,41.3,1.0,62,163
pls_buy_cucats_merch,weighted_3,120.7,1.0,126,163
pls_buy_cucats_merch,weighted_3,272.5,1.0,136,163
pls_buy_cucats_merch,weighted_3,609.8,1.0,175,163
pls_buy_cucats_merch,weighted_3,177.6,1.0,128,163
pls_buy_cucats_merch,weighted_3,166.7,1.0,127,163
pls_buy_cucats_merch,weighted_3,47.0,1.0,53,163
pls_buy_cucats_merch,weighted_3,125.2,1.0,121,163
pls_buy_cucats_merch,weighted_3,719.8,1.0,251,163
pls_buy_cucats_merch,weighted_3,130.5,1.0,145,163
pls_buy_cucats_merch,weighted_3,149.9,1.0,161,163
pls_buy_cucats_merch,weighted_3,123.8,1.0,77,163
pls_buy_cucats_merch,weighted_3,902.4,1.1631,233,163
pls_buy_cucats_merch,weighted_3,35.8,1.0,43,163
pls_buy_cucats_merch,weighted_3,59.2,1.0,81,163
pls_buy_cucats_merch,weighted_3,64.4,1.0,66,163
pls_buy_cucats_merch,weighted_3,289.2,1.0,162,163
pls_buy_cucats_merch,weighted_3,75.2,1.0,80,163
pls_buy_cucats_merch,weighted_3,30.5,1.0,42,163
pls_buy_cucats_merch,weighted_3,900.7,1.3226,186,163
pls_buy_cucats_merch,weighted_3,574.1,1.0,223,163
pls_buy_cucats_merch,weighted_3,198.1,1.0,176,163
pls_buy_cucats_merch,weighted_3,1879.7,1.0,349,163
pls_buy_cucats_merch,weighted_3,351.1,1.0,137,163
pls_buy_cucats_merch,weighted_3,11.6,1.0,20,163
pls_buy_cucats_merch,weighted_3,390.6,1.0,140,163
pls_buy_cucats_merch,weighted_3,92.2,1.0,106,163
pls_buy_cucats_merch,weighted_3,31.3,1.0,43,163
pls_buy_cucats_merch,weighted_3,653.5,1.0,179,163
pls_buy_cucats_merch,weighted_3,441.6,1.0,152,163
pls_buy_cucats_merch,weighted_3,133.2,1.0,96,163
pls_buy_cucats_merch,weighted_3,611.3,1.0,158,163
pls_buy_cucats_merch,weighted_3,841.3,1.1176,187,163
pls_buy_cucats_merch,weighted_3,371.3,1.0,175,163
pls_buy_cucats_merch,weighted_3,51.9,1.0,66,163
pls_buy_cucats_merch,weighted_3,392.3,1.0,196,163
pls_buy_cucats_merch,weighted_3,312.9,1.0,144,163
pls_buy_cucats_merch,weighted_3,166.7,1.0,113,163
pls_buy_cucats_merch,weighted_3,322.6,1.0,188,163
pls_buy_cucats_merch,weighted_3,473.0,1.0,124,163
pls_buy_cucats_merch,weighted_3,33.5,1.2308,39,163
pls_buy_cucats_merch,weighted_3,228.2,1.0,120,163
pls_buy_cucats_merch,weighted_3,195.8,1.0,131,163
pls_buy_cucats_merch,weighted_3,410.3,1.0,183,163
pls_buy_cucats_merch,weighted_3,639.1,1.2885,156,163
pls_buy_cucats_merch,weighted_3,26.5,1.0,37,163
pls_buy_cucats_merch,weighted_3,577.9,1.0876,194,163
pls_buy_cucats_merch,weighted_3,188.4,1.1214,173,163
pls_buy_cucats_merch,weighted_3,444.3,1.0,152,163
pls_buy_cucats_merch,weighted_3,104.7,1.0,102,163
pls_buy_cucats_merch,weighted_3,148.1,1.0,139,163
pls_buy_cucats_merch,weighted_3,38.8,1.06,50,163
pls_buy_cucats_merch,weighted_3,37.5,1.0,58,163
pls_buy_cucats_merch,weighted_3,164.1,1.0,144,163
pls_buy_cucats_merch,weighted_3,251.7,1.0,155,163
pls_buy_cucats_merch,weighted_3,128.9,1.0,93,163
pls_buy_cucats_merch,weighted_3,181.1,1.0,121,163
pls_buy_cucats_merch,weighted_3,133.8,1.0593,135,163
pls_buy_cucats_merch,weighted_3,111.7,1.0,66,163
pls_buy_cucats_merch,weighted_3,395.5,1.0,218,163
pls_buy_cucats_merch,weighted_3,650.3,1.0137,219,163
pls_buy_cucats_merch,weighted_3,71.6,1.0,66,163
pls_buy_cucats_merch,weighted_3,490.0,1.0,197,163
pls_buy_cucats_merch,weighted_3,673.6,1.0,241,163
pls_buy_cucats_merch,weighted_3,15.9,1.0,22,163
pls_buy_cucats_merch,weighted_3,792.8,1.0,196,163
pls_buy_cucats_merch,weighted_3,1091.5,1.0075,267,163
pls_buy_cucats_merch,weighted_3,186.3,1.0,124,163
pls_buy_cucats_merch,weighted_3,106.5,1.0,117,163
pls_buy_cucats_merch,weighted_3,154.3,1.0,99,163
pls_buy_cucats_merch,weighted_3,21.5,1.0,37,163
pls_buy_cucats_merch,weighted_3,67.8,1.0,104,163
pls_buy_cucats_merch,weighted_3,62.8,1.0845,71,163
pls_buy_cucats_merch,weighted_3,977.5,1.0,199,163
pls_buy_cucats_merch,weighted_3,404.0,1.0,111,163
pls_buy_cucats_merch,weighted_3,389.7,1.0,175,163
pls_buy_cucats_merch,weighted_3,468.7,1.0,185,163
pls_buy_cucats_merch,weighted_3,66.7,1.0,107,163
pls_buy_cucats_merch,weighted_3,393.1,1.0,201,163
pls_buy_cucats_merch,weighted_3,497.0,1.0366,191,163
pls_buy_cucats_merch,weighted_3,640.8,1.6838,117,163
pls_buy_cucats_merch,weighted_3,60.2,1.0,67,163
pls_buy_cucats_merch,weighted_3,102.6,1.1587,63,163
pls_buy_cucats_merch,weighted_3,32.7,1.0,47,163
pls_buy_cucats_merch,weighted_3,102.9,1.0,142,163
pls_buy_cucats_merch,weighted_3,428.9,1.3662,142,163
pls_buy_cucats_merch,weighted_3,107.8,1.0,128,163
pls_buy_cucats_merch,weighted_3,107.9,1.0,115,163
pls_buy_cucats_merch,weighted_3,848.1,1.3136,169,163
pls_buy_cucats_merch,weighted_3,174.2,1.0,183,163
pls_buy_cucats_merch,weighted_3,200.0,1.0,134,163
pls_buy_cucats_merch,weighted_3,666.5,1.0286,245,163
pls_buy_cucats_merch,weighted_3,255.3,1.0,112,163
pls_buy_cucats_merch,weighted_3,919.8,1.3258,178,163
pls_buy_cucats_merch,weighted_3,91.3,1.0,104,163
pls_buy_cucats_merch,weighted_3,549.5,1.0495,182,163
pls_buy_cucats_merch,weighted_3,213.7,1.0,216,163
pls_buy_cucats_merch,weighted_3,418.6,1.0,157,163
pls_buy_cucats_merch,weighted_3,271.4,1.0,133,163
pls_buy_cucats_merch,weighted_3,573.3,1.0,163,163
pls_buy_cucats_merch,weighted_3,46.9,1.0,44,163
pls_buy_cucats_merch,weighted_3,227.1,1.1103,145,163
pls_buy_cucats_merch,weighted_3,1037.5,1.0,333,163
pls_buy_cucats_merch,weighted_3,184.5,1.0,112,163
pls_buy_cucats_merch,weighted_3,400.4,1.0,205,163
pls_buy_cucats_merch,weighted_3,83.6,1.0,79,163
pls_buy_cucats_merch,weighted_3,338.4,1.0,227,163
pls_buy_cucats_merch,weighted_3,863.1,1.0,301,163
pls_buy_cucats_merch,weighted_3,369.3,1.0,147,163
pls_buy_cucats_merch,weighted_3,1256.5,1.0,157,163
pls_buy_cucats_merch,weighted_3,173.0,1.0,92,163
pls_buy_cucats_merch,weighted_3,118.7,1.0,148,163
pls_buy_cucats_merch,weighted_3,112.8,1.0,77,163
pls_buy_cucats_merch,weighted_3,22.6,1.0,24,163
pls_buy_cucats_merch,weighted_5,220.0,2.0714,126,163
pls_buy_cucats_merch,weighted_5,117.4,1.2292,144,163
pls_buy_cucats_merch,weighted_5,46.9,1.0617,81,163
pls_buy_cucats_merch,weighted_5,35.0,1.0,83,163
pls_buy_cucats_merch,weighted_5,552.1,1.7594,212,163
pls_buy_cucats_merch,weighted_5,217.8,1.3922,153,163
pls_buy_cucats_merch,weighted_5,428.2,1.5294,187,163
pls_buy_cucats_merch,weighted_5,43.6,1.0,74,163
pls_buy_cucats_merch,weighted_5,331.1,1.0886,158,163
pls_buy_cucats_merch,weighted_5,256.0,1.4118,204,163
pls_buy_cucats_merch,weighted_5,268.9,1.3172,186,163
pls_buy_cucats_merch,weighted_5,184.0,1.0194,155,163
pls_buy_cucats_merch,weighted_5,59.4,1.1948,77,163
pls_buy_cucats_merch,weighted_5,32.8,1.0,78,163
pls_buy_cucats_merch,weighted_5,784.0,1.5984,127,163
pls_buy_cucats_merch,weighted_5,133.7,1.1058,189,163
pls_buy_cucats_merch,weighted_5,162.3,1.0,95,163
pls_buy_cucats_merch,weighted_5,871.1,1.1357,280,163
pls_buy_cucats_merch,weighted_5,109.6,1.0,114,163
pls_buy_cucats_merch,weighted_5,45.8,1.2,80,163
pls_buy_cucats_merch,weighted_5,66.5,1.2963,108,163
pls_buy_cucats_merch,weighted_5,57.1,1.0815,135,163
pls_buy_cucats_merch,weighted_5,84.5,1.1118,161,163
pls_buy_cucats_merch,weighted_5,28.9,1.0,75,163
pls_buy_cucats_merch,weighted_5,360.5,1.3108,222,163
pls_buy_cucats_merch,weighted_5,176.0,2.0775,129,163
pls_buy_cucats_merch,weighted_5,88.3,1.1138,123,163
pls_buy_cucats_merch,weighted_5,227.9,1.3535,198,163
pls_buy_cucats_merch,weighted_5,169.5,1.3858,127,163
pls_buy_cucats_merch,weighted_5,133.4,1.1502,213,163
pls_buy_cucats_merch,weighted_5,64.8,1.0,92,163
pls_buy_cucats_merch,weighted_5,218.1,1.1062,160,163
pls_buy_cucats_merch,weighted_5,36.9,1.0,53,163
pls_buy_cucats_merch,weighted_5,146.4,1.5298,151,163
pls_buy_cucats_merch,weighted_5,36.8,2.0,38,163
pls_buy_cucats_merch,weighted_5,71.1,1.069,116,163
pls_buy_cucats_merch,weighted_5,1197.3,1.4802,227,163
pls_buy_cucats_merch,weighted_5,101.8,1.048,125,163
pls_buy_cucats_merch,weighted_5,94.8,1.0,157,163
pls_buy_cucats_merch,weighted_5,266.0,2.1157,121,163
pls_buy_cucats_merch,weighted_5,29.5,1.4048,84,163
pls_buy_cucats_merch,weighted_5,63.4,1.225,120,163
pls_buy_cucats_merch,weighted_5,169.6,1.7969,128,163
pls_buy_cucats_merch,weighted_5,49.3,1.2283,92,163
pls_buy_cucats_merch,weighted_5,570.5,1.3088,217,163
pls_buy_cucats_merch,weighted_5,203.4,1.192,125,163
pls_buy_cucats_merch,weighted_5,403.3,1.8509,228,163
pls_buy_cucats_merch,weighted_5,73.5,1.3147,143,163
pls_buy_cucats_merch,weighted_5,348.1,1.2235,255,163
pls_buy_cucats_merch,weighted_5,168.4,1.19,200,163
pls_buy_cucats_merch,weighted_5,185.7,1.2446,233,163
pls_buy_cucats_merch,weighted_5,391.8,1.1527,262,163
pls_buy_cucats_merch,weighted_5,67.0,1.3485,132,163
pls_buy_cucats_merch,weighted_5,65.6,1.1594,138,163
pls_buy_cucats_merch,weighted_5,174.7,1.9919,124,163
pls_buy_cucats_merch,weighted_5,185.8,1.2548,157,163
pls_buy_cucats_merch,weighted_5,153.7,1.0415,193,163
pls_buy_cucats_merch,weighted_5,159.5,1.1951,205,163
pls_buy_cucats_merch,weighted_5,236.2,1.2737,179,163
pls_buy_cucats_merch,weighted_5,31.7,1.0,51,163
pls_buy_cucats_merch,weighted_5,179.4,1.4362,188,163
pls_buy_cucats_merch,weighted_5,26.1,1.0,105,163
pls_buy_cucats_merch,weighted_5,69.7,1.4393,107,163
pls_buy_cucats_merch,weighted_5,42.9,1.7,70,163
pls_buy_cucats_merch,weighted_5,71.6,1.3358,137,163
pls_buy_cucats_merch,weighted_5,41.7,1.086,93,163
pls_buy_cucats_merch,weighted_5,190.9,1.1896,211,163
pls_buy_cucats_merch,weighted_5,96.4,1.9634,82,163
pls_buy_cucats_merch,weighted_5,209.4,1.7778,171,163
pls_buy_cucats_merch,weighted_5,35.2,1.6542,107,163
pls_buy_cucats_merch,weighted_5,75.6,1.0882,68,163
pls_buy_cucats_merch,weighted_5,659.0,1.2899,169,163
pls_buy_cucats_merch,weighted_5,87.5,1.2394,142,163
pls_buy_cucats_merch,weighted_5,916.1,1.1263,190,163
pls_buy_cucats_merch,weighted_5,135.2,1.0,67,163
pls_buy_cucats_merch,weighted_5,989.8,1.0051,196,163
pls_buy_cucats_merch,weighted_5,1186.7,1.5336,283,163
pls_buy_cucats_merch,weighted_5,412.3,1.397,199,163
pls_buy_cucats_merch,weighted_5,126.5,1.5198,227,163
