map,width,height,n_tiles,n_passable,technique,pairs_tested,nopath,invalid,time_p50_us,time_p95_us,time_p99_us,time_max_us,time_mean_us,opt_p50,opt_p95,opt_max,opt_mean
tree_of_life,39,30,1170,1073,greedy_walk,200,7,0,12.4,39.8,113.4,228.9,16.1,1.0578,1.6573,18.5625,1.2934
tree_of_life,39,30,1170,1073,dial500_greedy,200,3,0,326.4,383.7,436.5,469.1,272.6,1.0,1.1416,11.2667,1.0797
tree_of_life,39,30,1170,1073,dial1000_greedy,200,0,0,354.5,659.4,699.1,707.9,363.3,1.0,1.0,1.0,1.0
wasteland,40,40,1600,1200,astar_heap,200,0,0,506.2,1041.0,1196.1,1364.2,516.6,1.0,1.0,1.0,1.0
wasteland,40,40,1600,1200,dial_exact,200,0,0,473.4,853.9,1306.4,1324.3,455.6,1.0,1.0,1.0,1.0
wasteland,40,40,1600,1200,dial_backward,200,0,0,478.5,957.8,1198.0,1582.1,490.0,1.0,1.0,1.0,1.0
wasteland,40,40,1600,1200,weighted_3,200,0,0,268.5,793.2,1118.6,1503.2,326.8,1.0,1.0,1.0,1.0
wasteland,40,40,1600,1200,weighted_5,200,0,0,98.1,330.2,384.2,402.8,123.0,1.0,1.0,1.0,1.0
wasteland,40,40,1600,1200,weighted_8,200,0,0,38.4,78.6,97.7,108.2,39.3,1.0229,1.1262,1.1486,1.0367
wasteland,40,40,1600,1200,greedy_bfs,200,0,0,26.9,50.6,68.0,83.0,27.8,1.0862,1.2427,1.4314,1.1002
wasteland,40,40,1600,1200,greedy_walk,200,15,0,17.0,33.0,47.0,52.1,17.5,1.1341,1.4844,3.7304,1.1906
wasteland,40,40,1600,1200,dial500_greedy,200,2,0,353.5,401.5,432.4,433.6,297.7,1.0,1.2484,1.4554,1.0429
wasteland,40,40,1600,1200,dial1000_greedy,200,0,0,483.7,757.3,864.5,976.7,452.9,1.0,1.0135,1.1515,1.0031
bar_chart,35,40,1400,1060,astar_heap,101,0,0,231.2,560.4,892.1,1000.0,266.1,1.0,1.0,1.0,1.0
bar_chart,35,40,1400,1060,dial_exact,101,0,0,216.7,433.3,466.2,474.0,224.9,1.0,1.0,1.0,1.0
bar_chart,35,40,1400,1060,dial_backward,101,0,0,180.1,436.9,454.6,481.1,218.1,1.0,1.0,1.0,1.0
bar_chart,35,40,1400,1060,weighted_3,101,0,0,137.0,434.9,648.0,656.8,179.7,1.0,1.0,1.0,1.0
bar_chart,35,40,1400,1060,weighted_5,101,0,0,60.2,298.8,472.9,489.8,101.1,1.0,1.0,1.0,1.0
bar_chart,35,40,1400,1060,weighted_8,101,0,0,35.7,233.6,434.5,469.6,63.1,1.0,1.0621,1.0989,1.0117
bar_chart,35,40,1400,1060,greedy_bfs,101,0,0,24.5,74.5,103.9,110.9,30.5,1.049,1.3025,1.6415,1.1007
bar_chart,35,40,1400,1060,greedy_walk,101,20,0,14.0,46.0,59.8,70.6,18.2,1.1132,3.2783,7.5841,1.5974
bar_chart,35,40,1400,1060,dial500_greedy,101,4,0,241.4,380.9,429.6,444.3,233.3,1.0,1.4577,3.3455,1.0585
bar_chart,35,40,1400,1060,dial1000_greedy,101,0,0,233.6,443.7,471.1,497.7,239.2,1.0,1.0,1.0,1.0
binary_tree,41,30,1230,1075,astar_heap,200,0,0,373.0,865.9,934.4,970.6,413.0,1.0,1.0,1.0,1.0
binary_tree,41,30,1230,1075,dial_exact,200,0,0,355.2,638.2,677.6,1187.2,353.4,1.0,1.0,1.0,1.0
binary_tree,41,30,1230,1075,dial_backward,200,0,0,351.3,667.0,736.6,2205.7,359.1,1.0,1.0,1.0,1.0
binary_tree,41,30,1230,1075,weighted_3,200,0,0,210.1,658.0,813.6,867.8,252.4,1.0,1.0,1.0,1.0
binary_tree,41,30,1230,1075,weighted_5,200,0,0,89.3,334.0,507.3,529.0,115.0,1.0,1.0,1.0,1.0
binary_tree,41,30,1230,1075,weighted_8,200,0,0,35.3,142.6,240.9,295.2,48.1,1.0,1.1092,1.2275,1.0241
binary_tree,41,30,1230,1075,greedy_bfs,200,0,0,25.2,55.8,67.2,79.8,27.1,1.0426,1.3472,1.7674,1.0895
binary_tree,41,30,1230,1075,greedy_walk,200,1,0,14.0,32.3,49.6,50.4,14.9,1.0673,2.3568,4.3682,1.2978
binary_tree,41,30,1230,1075,dial500_greedy,200,0,0,331.4,385.3,407.0,443.1,277.0,1.0,1.585,3.2371,1.0904
binary_tree,41,30,1230,1075,dial1000_greedy,200,0,0,373.2,671.0,725.0,733.7,373.2,1.0,1.0,1.0,1.0
butterfly,31,31,961,784,astar_heap,133,0,0,245.4,514.5,559.3,570.7,244.3,1.0,1.0,1.0,1.0
butterfly,31,31,961,784,dial_exact,133,0,0,222.3,379.1,415.1,440.3,207.5,1.0,1.0,1.0,1.0
butterfly,31,31,961,784,dial_backward,133,0,0,227.3,390.4,428.3,445.3,227.6,1.0,1.0,1.0,1.0
butterfly,31,31,961,784,weighted_3,133,0,0,140.7,407.1,508.6,520.1,163.9,1.0,1.0,1.0,1.0
butterfly,31,31,961,784,weighted_5,133,0,0,65.1,214.5,277.6,317.6,83.1,1.0,1.0,1.0,1.0
butterfly,31,31,961,784,weighted_8,133,0,0,31.0,132.8,166.6,199.2,44.0,1.0,1.0744,1.1356,1.0117
butterfly,31,31,961,784,greedy_bfs,133,0,0,22.0,48.3,62.1,67.4,23.7,1.0429,1.383,1.9739,1.0942
butterfly,31,31,961,784,greedy_walk,133,28,0,9.9,38.1,72.1,90.9,13.3,1.0513,2.4266,4.8763,1.2327
butterfly,31,31,961,784,dial500_greedy,133,2,0,243.9,359.5,387.7,388.5,214.6,1.0,1.0068,1.0162,1.0006
butterfly,31,31,961,784,dial1000_greedy,133,0,0,237.4,397.9,435.1,440.7,222.9,1.0,1.0,1.0,1.0
cold,37,37,1369,1271,astar_heap,200,0,0,478.5,1043.3,1248.0,1500.7,511.7,1.0,1.0,1.0,1.0
cold,37,37,1369,1271,dial_exact,200,0,0,440.4,776.8,809.7,813.4,425.8,1.0,1.0,1.0,1.0
cold,37,37,1369,1271,dial_backward,200,0,0,437.3,787.9,1123.0,1143.2,435.4,1.0,1.0,1.0,1.0
cold,37,37,1369,1271,weighted_3,200,0,0,262.3,840.1,1047.8,1064.9,320.8,1.0,1.0,1.0,1.0
cold,37,37,1369,1271,weighted_5,200,0,0,86.1,363.4,465.2,1582.1,125.2,1.0,1.0,1.0,1.0
cold,37,37,1369,1271,weighted_8,200,0,0,30.8,54.0,68.6,75.1,31.6,1.0,1.0709,1.1058,1.0163
cold,37,37,1369,1271,greedy_bfs,200,0,0,25.4,47.9,56.8,57.9,26.3,1.0613,1.1875,1.5366,1.071
cold,37,37,1369,1271,greedy_walk,200,0,0,12.9,22.0,36.7,47.4,12.8,1.0432,1.1902,1.7561,1.0624
cold,37,37,1369,1271,dial500_greedy,200,0,0,345.3,402.1,479.5,488.2,299.0,1.0,1.0772,1.697,1.0148
cold,37,37,1369,1271,dial1000_greedy,200,0,0,482.3,709.6,742.8,774.3,438.7,1.0,1.0062,1.0581,1.0015
cubes,50,50,2500,2118,astar_heap,200,0,0,849.2,2227.7,2437.2,2968.4,965.3,1.0,1.0,1.0,1.0
cubes,50,50,2500,2118,dial_exact,200,0,0,776.9,1624.1,1728.0,1928.4,786.1,1.0,1.0,1.0,1.0
cubes,50,50,2500,2118,dial_backward,200,0,0,889.3,1769.9,1928.5,1989.3,877.3,1.0,1.0,1.0,1.0
cubes,50,50,2500,2118,weighted_3,200,0,0,455.1,1498.8,1923.8,2060.0,572.1,1.0,1.0,1.0,1.0
cubes,50,50,2500,2118,weighted_5,200,0,0,233.5,932.3,1359.3,1517.7,318.2,1.0,1.0,1.0,1.0
cubes,50,50,2500,2118,weighted_8,200,0,0,125.4,797.2,1377.8,1738.7,212.1,1.0,1.0841,1.1903,1.0186
cubes,50,50,2500,2118,greedy_bfs,200,0,0,65.5,266.4,310.7,333.1,92.5,1.1462,1.5507,2.1984,1.2023
cubes,50,50,2500,2118,greedy_walk,200,93,0,29.1,93.1,132.7,150.3,37.3,1.4609,3.5724,4.1801,1.7258
cubes,50,50,2500,2118,dial500_greedy,200,64,0,399.5,502.8,537.3,542.3,365.4,1.0,2.2311,5.3844,1.2164
cubes,50,50,2500,2118,dial1000_greedy,200,34,0,743.1,911.4,960.3,1047.1,603.6,1.0,1.426,2.9823,1.0695
gaussian,35,20,700,615,astar_heap,200,0,0,202.9,461.6,503.1,503.9,220.3,1.0,1.0,1.0,1.0
gaussian,35,20,700,615,dial_exact,200,0,0,182.7,354.5,366.3,379.4,187.5,1.0,1.0,1.0,1.0
gaussian,35,20,700,615,dial_backward,200,0,0,200.6,377.2,405.7,410.9,203.5,1.0,1.0,1.0,1.0
gaussian,35,20,700,615,weighted_3,200,0,0,117.7,401.4,440.6,441.3,156.8,1.0,1.0,1.0,1.0
gaussian,35,20,700,615,weighted_5,200,0,0,53.8,213.3,297.0,344.1,74.8,1.0,1.0,1.0,1.0
gaussian,35,20,700,615,weighted_8,200,0,0,23.3,72.1,219.6,480.1,32.4,1.0,1.0978,1.1842,1.0175
gaussian,35,20,700,615,greedy_bfs,200,0,0,17.8,39.7,59.7,63.0,19.4,1.032,1.2399,1.7619,1.0636
gaussian,35,20,700,615,greedy_walk,200,17,0,9.4,24.4,52.1,62.6,10.9,1.0645,1.6368,5.5274,1.1854
gaussian,35,20,700,615,dial500_greedy,200,0,0,198.6,344.9,372.1,380.0,198.4,1.0,1.0071,1.0536,1.001
gaussian,35,20,700,615,dial1000_greedy,200,0,0,202.0,374.3,407.0,417.5,204.0,1.0,1.0,1.0,1.0
git_branches,50,35,1750,1466,astar_heap,126,0,0,296.1,816.3,937.5,956.3,344.0,1.0,1.0,1.0,1.0
git_branches,50,35,1750,1466,dial_exact,126,0,0,271.5,686.0,698.7,698.9,302.8,1.0,1.0,1.0,1.0
git_branches,50,35,1750,1466,dial_backward,126,0,0,293.1,697.5,742.7,758.6,314.5,1.0,1.0,1.0,1.0
git_branches,50,35,1750,1466,weighted_3,126,0,0,179.9,612.3,824.2,839.8,223.4,1.0,1.0,1.0,1.0
git_branches,50,35,1750,1466,weighted_5,126,0,0,79.3,303.9,459.9,486.6,111.9,1.0,1.0,1.0,1.0
git_branches,50,35,1750,1466,weighted_8,126,0,0,44.8,276.7,349.9,365.2,78.6,1.0,1.0861,1.2109,1.0166
git_branches,50,35,1750,1466,greedy_bfs,126,0,0,29.8,94.3,113.5,140.0,35.4,1.0383,1.3649,1.5948,1.093
git_branches,50,35,1750,1466,greedy_walk,126,24,0,17.4,54.0,82.0,86.7,21.8,1.0588,2.5769,3.9398,1.3046
git_branches,50,35,1750,1466,dial500_greedy,126,15,0,336.5,514.9,598.7,737.3,287.2,1.0,1.6272,4.5714,1.1115
git_branches,50,35,1750,1466,dial1000_greedy,126,0,0,307.6,703.3,949.0,964.2,338.4,1.0,1.0,1.0,1.0
mandelbrot,50,41,2050,1833,astar_heap,176,0,0,693.3,1632.9,1909.3,1914.1,761.6,1.0,1.0,1.0,1.0
mandelbrot,50,41,2050,1833,dial_exact,176,0,0,592.4,1170.6,1313.3,1350.7,606.4,1.0,1.0,1.0,1.0
mandelbrot,50,41,2050,1833,dial_backward,176,0,0,564.8,1298.9,1423.4,1434.4,644.0,1.0,1.0,1.0,1.0
mandelbrot,50,41,2050,1833,weighted_3,176,0,0,357.1,1195.0,1554.7,1697.2,454.9,1.0,1.0,1.0,1.0
mandelbrot,50,41,2050,1833,weighted_5,176,0,0,151.6,576.0,1088.7,3801.4,217.5,1.0,1.0,1.0,1.0
mandelbrot,50,41,2050,1833,weighted_8,176,0,0,49.1,229.5,560.3,2568.3,83.8,1.0,1.1034,1.2222,1.0248
mandelbrot,50,41,2050,1833,greedy_bfs,176,0,0,39.7,91.5,215.6,229.9,44.4,1.0708,1.3467,1.5893,1.1074
mandelbrot,50,41,2050,1833,greedy_walk,176,29,0,17.2,46.8,308.6,486.5,24.2,1.0845,2.5037,12.3789,1.3284
mandelbrot,50,41,2050,1833,dial500_greedy,176,5,0,376.6,443.9,478.3,496.2,332.8,1.0,2.1039,8.4805,1.1935
mandelbrot,50,41,2050,1833,dial1000_greedy,176,3,0,704.8,1324.1,1432.3,1524.1,670.7,1.0,1.3092,8.4805,1.1067
pixel_forest,45,25,1125,911,astar_heap,165,0,0,306.9,664.7,967.4,1041.5,327.4,1.0,1.0,1.0,1.0
pixel_forest,45,25,1125,911,dial_exact,165,0,0,272.7,507.4,546.0,552.4,273.2,1.0,1.0,1.0,1.0
pixel_forest,45,25,1125,911,dial_backward,165,0,0,288.9,531.9,565.9,581.5,280.9,1.0,1.0,1.0,1.0
pixel_forest,45,25,1125,911,weighted_3,165,0,0,194.1,655.1,708.9,712.1,237.1,1.0,1.0,1.0,1.0
pixel_forest,45,25,1125,911,weighted_5,165,0,0,98.2,484.6,839.7,1553.0,164.7,1.0,1.0,1.0,1.0
pixel_forest,45,25,1125,911,weighted_8,165,0,0,47.0,301.5,573.7,850.6,90.0,1.0,1.0611,1.1143,1.0099
pixel_forest,45,25,1125,911,greedy_bfs,165,0,0,30.4,102.7,133.2,136.9,43.5,1.0758,1.4873,1.8517,1.1319
pixel_forest,45,25,1125,911,greedy_walk,165,35,0,15.9,59.5,76.6,116.5,21.5,1.1698,3.0146,4.936,1.6016
pixel_forest,45,25,1125,911,dial500_greedy,165,12,0,289.4,374.6,393.3,407.4,248.4,1.0,1.4488,3.039,1.0567
pixel_forest,45,25,1125,911,dial1000_greedy,165,0,0,287.8,551.2,581.3,585.9,290.4,1.0,1.0,1.0,1.0
settlement,50,38,1900,1792,astar_heap,200,0,0,716.7,1628.7,1794.1,1931.2,755.5,1.0,1.0,1.0,1.0
settlement,50,38,1900,1792,dial_exact,200,0,0,580.0,1147.1,1262.5,1265.6,601.6,1.0,1.0,1.0,1.0
settlement,50,38,1900,1792,dial_backward,200,0,0,640.4,1259.2,1405.0,2253.0,663.2,1.0,1.0,1.0,1.0
settlement,50,38,1900,1792,weighted_3,200,0,0,367.2,1126.6,1358.5,1378.6,446.4,1.0,1.0,1.0,1.0
settlement,50,38,1900,1792,weighted_5,200,0,0,116.0,497.4,920.4,3375.3,182.6,1.0,1.0,1.0,1.0
settlement,50,38,1900,1792,weighted_8,200,0,0,35.3,71.1,80.4,90.2,37.7,1.0,1.0612,1.1006,1.0113
settlement,50,38,1900,1792,greedy_bfs,200,0,0,30.5,57.9,72.6,82.2,31.5,1.0593,1.1405,1.2581,1.0581
settlement,50,38,1900,1792,greedy_walk,200,0,0,15.3,28.9,42.4,44.2,16.0,1.0466,1.1446,1.3934,1.0522
settlement,50,38,1900,1792,dial500_greedy,200,0,0,362.4,422.7,489.0,596.2,331.1,1.0,1.0664,1.1117,1.0141
settlement,50,38,1900,1792,dial1000_greedy,200,0,0,608.0,776.1,838.1,945.0,532.1,1.0,1.04,1.0803,1.0054
sierpinski_evil,31,31,961,688,astar_heap,200,0,0,206.7,506.6,633.3,638.5,231.8,1.0,1.0,1.0,1.0
sierpinski_evil,31,31,961,688,dial_exact,200,0,0,193.9,409.3,439.8,455.6,206.0,1.0,1.0,1.0,1.0
sierpinski_evil,31,31,961,688,dial_backward,200,0,0,202.0,405.6,434.2,444.5,210.9,1.0,1.0,1.0,1.0
sierpinski_evil,31,31,961,688,weighted_3,200,0,0,130.5,389.8,471.2,546.7,159.1,1.0,1.0,1.0,1.0
sierpinski_evil,31,31,961,688,weighted_5,200,0,0,59.4,199.9,253.7,302.7,75.1,1.0,1.0,1.0,1.0
sierpinski_evil,31,31,961,688,weighted_8,200,0,0,25.9,106.6,151.1,232.8,36.7,1.0,1.0889,1.2071,1.0142
sierpinski_evil,31,31,961,688,greedy_bfs,200,0,0,19.8,50.4,79.2,94.2,22.7,1.03,1.419,2.0978,1.0987
sierpinski_evil,31,31,961,688,greedy_walk,200,60,0,9.0,23.6,33.3,34.1,10.2,1.0267,1.6471,2.7222,1.1102
sierpinski_evil,31,31,961,688,dial500_greedy,200,1,0,216.6,348.6,365.9,416.6,207.6,1.0,1.0157,1.489,1.0063
sierpinski_evil,31,31,961,688,dial1000_greedy,200,0,0,205.4,414.6,469.2,469.8,221.0,1.0,1.0,1.0,1.0
socket,50,20,1000,698,astar_heap,200,0,0,261.8,503.5,522.3,535.2,271.4,1.0,1.0,1.0,1.0
socket,50,20,1000,698,dial_exact,200,0,0,235.7,426.3,461.8,473.0,238.6,1.0,1.0,1.0,1.0
socket,50,20,1000,698,dial_backward,200,0,0,248.0,462.7,489.7,497.2,255.6,1.0,1.0,1.0,1.0
socket,50,20,1000,698,weighted_3,200,0,0,201.6,458.5,497.6,525.2,226.0,1.0,1.0,1.0,1.0
socket,50,20,1000,698,weighted_5,200,0,0,144.0,553.8,732.1,1728.7,202.5,1.0,1.0,1.0,1.0
socket,50,20,1000,698,weighted_8,200,0,0,89.0,319.6,435.8,672.8,127.2,1.0,1.0186,1.0564,1.0021
socket,50,20,1000,698,greedy_bfs,200,0,0,54.7,212.6,233.6,236.3,71.0,1.0725,1.3153,1.8,1.1
socket,50,20,1000,698,greedy_walk,200,119,0,12.1,41.6,60.3,70.2,15.9,1.066,2.6069,3.6741,1.3327
socket,50,20,1000,698,dial500_greedy,200,26,0,278.7,405.8,462.9,466.9,248.6,1.0,1.0272,1.3828,1.007
socket,50,20,1000,698,dial1000_greedy,200,0,0,267.3,476.3,583.5,769.3,263.6,1.0,1.0,1.0,1.0
starry_night,50,41,2050,1914,astar_heap,200,0,0,799.0,1866.6,2229.4,2386.1,850.9,1.0,1.0,1.0,1.0
starry_night,50,41,2050,1914,dial_exact,200,0,0,688.5,1371.5,1575.9,1578.6,687.7,1.0,1.0,1.0,1.0
starry_night,50,41,2050,1914,dial_backward,200,0,0,679.4,1389.9,1499.6,1565.0,696.0,1.0,1.0,1.0,1.0
starry_night,50,41,2050,1914,weighted_3,200,0,0,386.5,1163.9,1388.8,1533.5,452.8,1.0,1.0,1.0,1.0
starry_night,50,41,2050,1914,weighted_5,200,0,0,124.4,494.7,678.6,3276.8,183.4,1.0,1.0,1.0,1.0
starry_night,50,41,2050,1914,weighted_8,200,0,0,43.8,131.4,180.5,293.8,52.1,1.0,1.1216,1.1822,1.0235
starry_night,50,41,2050,1914,greedy_bfs,200,0,0,31.2,64.3,86.7,89.8,35.5,1.0458,1.3272,1.8533,1.09
starry_night,50,41,2050,1914,greedy_walk,200,24,0,16.2,36.7,66.1,69.4,18.3,1.0424,2.1169,6.0467,1.2205
starry_night,50,41,2050,1914,dial500_greedy,200,13,0,366.5,428.1,461.3,467.5,332.3,1.0,1.481,2.9175,1.0952
starry_night,50,41,2050,1914,dial1000_greedy,200,5,0,677.1,777.1,792.5,817.3,543.0,1.0,1.0505,2.8435,1.0279
tiles,40,30,1200,882,astar_heap,153,0,0,248.8,580.1,642.2,712.7,280.0,1.0,1.0,1.0,1.0
tiles,40,30,1200,882,dial_exact,153,0,0,239.8,443.7,509.6,524.6,244.9,1.0,1.0,1.0,1.0
tiles,40,30,1200,882,dial_backward,153,0,0,254.4,490.4,561.1,566.2,259.5,1.0,1.0,1.0,1.0
tiles,40,30,1200,882,weighted_3,153,0,0,159.0,585.7,671.7,739.1,214.3,1.0,1.0,1.0,1.0
tiles,40,30,1200,882,weighted_5,153,0,0,93.1,470.5,590.7,631.4,144.3,1.0,1.0,1.0,1.0
tiles,40,30,1200,882,weighted_8,153,0,0,57.4,302.1,545.0,728.2,101.0,1.0,1.1146,1.3467,1.0169
tiles,40,30,1200,882,greedy_bfs,153,0,0,37.1,94.7,112.0,120.8,41.4,1.1814,1.6829,2.2873,1.2361
tiles,40,30,1200,882,greedy_walk,153,55,0,18.3,49.7,57.7,60.1,20.8,1.5515,2.8218,3.214,1.6229
tiles,40,30,1200,882,dial500_greedy,153,20,0,263.4,388.0,402.7,427.1,241.7,1.0,1.7456,3.18,1.0893
tiles,40,30,1200,882,dial1000_greedy,153,0,0,273.0,501.8,522.9,543.1,269.2,1.0,1.0,1.0,1.0
wasteland_oasis,40,40,1600,1030,astar_heap,200,0,0,337.6,760.3,898.4,899.6,347.5,1.0,1.0,1.0,1.0
wasteland_oasis,40,40,1600,1030,dial_exact,200,0,0,322.9,610.3,661.2,663.7,318.4,1.0,1.0,1.0,1.0
wasteland_oasis,40,40,1600,1030,dial_backward,200,0,0,359.6,659.2,780.4,785.2,355.6,1.0,1.0,1.0,1.0
wasteland_oasis,40,40,1600,1030,weighted_3,200,0,0,182.2,557.4,700.8,778.3,213.3,1.0,1.0,1.0,1.0
wasteland_oasis,40,40,1600,1030,weighted_5,200,0,0,75.3,247.0,414.1,425.2,93.7,1.0,1.0,1.0,1.0
wasteland_oasis,40,40,1600,1030,weighted_8,200,0,0,30.9,76.5,116.7,149.3,35.0,1.012,1.1204,1.2117,1.0339
wasteland_oasis,40,40,1600,1030,greedy_bfs,200,0,0,23.8,45.6,59.4,61.0,24.9,1.083,1.3537,1.6792,1.12
wasteland_oasis,40,40,1600,1030,greedy_walk,200,19,0,14.1,26.5,36.2,37.4,14.8,1.1722,1.7143,2.307,1.2337
wasteland_oasis,40,40,1600,1030,dial500_greedy,200,2,0,339.2,397.2,417.6,439.3,280.3,1.0,1.1836,2.8941,1.0447
wasteland_oasis,40,40,1600,1030,dial1000_greedy,200,0,0,357.4,680.0,748.9,756.3,351.2,1.0,1.0,1.0401,1.0002
