algo,scenario,map,si,gi,time_us,reachable,reached_goal,opt_ratio,first_move_correct
astar bucket cheb w=1,no_roads,arena,126,25,113.4,1,1,1.000000,1
astar bucket cheb w=1,no_roads,arena,308,275,257.4,1,1,1.000000,1
astar bucket cheb w=1,no_roads,arena,252,156,130.3,1,1,1.000000,1
astar bucket cheb w=1,no_roads,arena,115,613,1183.8,1,1,1.000000,1
astar bucket cheb w=1,no_roads,arena,99,473,429.5,1,1,1.000000,1
astar bucket cheb w=1,no_roads,arena,32,30,29.1,1,1,1.000000,1
astar bucket cheb w=1,no_roads,arena,105,247,853.6,1,1,1.000000,1
astar bucket cheb w=1,no_roads,arena,262,572,489.1,1,1,1.000000,1
astar bucket cheb w=1,no_roads,arena,27,222,843.6,1,1,1.000000,1
astar bucket cheb w=1,no_roads,arena,613,470,105.7,1,1,1.000000,1
astar bucket cheb w=1,no_roads,arena,249,502,987.5,1,1,1.000000,1
astar bucket cheb w=1,no_roads,arena,311,6,572.6,1,1,1.000000,1
astar bucket cheb w=1,no_roads,arena,178,473,948.5,1,1,1.000000,1
astar bucket cheb w=1,no_roads,arena,381,311,102.8,1,1,1.000000,1
astar bucket cheb w=1,no_roads,arena,174,242,117.2,1,1,1.000000,1
astar bucket cheb w=1,no_roads,arena,375,115,519.4,1,1,1.000000,1
astar bucket cheb w=1,no_roads,arena,104,427,472.5,1,1,1.000000,1
astar bucket cheb w=1,no_roads,arena,110,404,572.5,1,1,1.000000,1
astar bucket cheb w=1,no_roads,arena,388,297,485.2,1,1,1.000000,1
astar bucket cheb w=1,no_roads,arena,44,514,901.1,1,1,1.000000,1
astar bucket cheb w=1,no_roads,arena,604,139,719.9,1,1,1.000000,1
astar bucket cheb w=1,no_roads,arena,425,88,422.7,1,1,1.000000,1
astar bucket cheb w=1,no_roads,arena,620,328,567.5,1,1,1.000000,1
astar bucket cheb w=1,no_roads,arena,407,214,204.2,1,1,1.000000,1
astar bucket cheb w=1,no_roads,arena,78,46,606.9,1,1,1.000000,1
astar bucket cheb w=1,no_roads,arena,257,324,1204.2,1,1,1.000000,1
astar bucket cheb w=1,no_roads,arena,89,262,140.3,1,1,1.000000,1
astar bucket cheb w=1,no_roads,arena,114,427,623.5,1,1,1.000000,1
astar bucket cheb w=1,no_roads,arena,311,508,232.7,1,1,1.000000,1
astar bucket cheb w=1,no_roads,arena,410,181,293.0,1,1,1.000000,1
astar bucket cheb w=1,no_roads,arena,416,399,309.8,1,1,1.000000,1
astar bucket cheb w=1,no_roads,arena,233,300,252.1,1,1,1.000000,1
astar bucket cheb w=1,no_roads,arena,80,191,332.3,1,1,1.000000,1
astar bucket cheb w=1,no_roads,arena,601,275,260.6,1,1,1.000000,1
astar bucket cheb w=1,no_roads,arena,182,518,804.2,1,1,1.000000,1
astar bucket cheb w=1,no_roads,arena,426,303,83.7,1,1,1.000000,1
astar bucket cheb w=1,no_roads,arena,248,363,335.2,1,1,1.000000,1
astar bucket cheb w=1,no_roads,arena,57,258,210.6,1,1,1.000000,1
astar bucket cheb w=1,no_roads,arena,32,354,425.4,1,1,1.000000,1
astar bucket cheb w=1,no_roads,arena,450,301,92.3,1,1,1.000000,1
astar bucket cheb w=1,no_roads,arena,74,235,377.0,1,1,1.000000,1
astar bucket cheb w=1,no_roads,arena,352,236,247.4,1,1,1.000000,1
astar bucket cheb w=1,no_roads,arena,566,445,95.9,1,1,1.000000,1
astar bucket cheb w=1,no_roads,arena,513,160,662.0,1,1,1.000000,1
astar bucket cheb w=1,no_roads,arena,298,156,728.7,1,1,1.000000,1
astar bucket cheb w=1,no_roads,arena,277,606,409.7,1,1,1.000000,1
astar bucket cheb w=1,no_roads,arena,296,480,794.1,1,1,1.000000,1
astar bucket cheb w=1,no_roads,arena,448,407,664.8,1,1,1.000000,1
astar bucket cheb w=1,no_roads,arena,248,155,712.7,1,1,1.000000,1
astar bucket cheb w=1,no_roads,arena,576,553,45.7,1,1,1.000000,1
astar bucket cheb w=1,no_roads,arena,103,48,698.6,1,1,1.000000,1
astar bucket cheb w=1,no_roads,arena,124,170,49.6,1,1,1.000000,1
astar bucket cheb w=1,no_roads,arena,178,473,973.0,1,1,1.000000,1
astar bucket cheb w=1,no_roads,arena,72,433,682.0,1,1,1.000000,1
astar bucket cheb w=1,no_roads,arena,429,524,1044.0,1,1,1.000000,1
astar bucket cheb w=1,no_roads,arena,596,282,459.5,1,1,1.000000,1
astar bucket cheb w=1,no_roads,arena,621,11,961.3,1,1,1.000000,1
astar bucket cheb w=1,no_roads,arena,129,604,749.2,1,1,1.000000,1
astar bucket cheb w=1,no_roads,arena,300,381,124.5,1,1,1.000000,1
astar bucket cheb w=1,no_roads,arena,126,328,251.7,1,1,1.000000,1
astar bucket cheb w=1,no_roads,arena,488,176,1639.3,1,1,1.000000,1
astar bucket cheb w=1,no_roads,arena,508,3,2671.0,1,1,1.000000,1
astar bucket cheb w=1,no_roads,arena,296,567,419.3,1,1,1.000000,1
astar bucket cheb w=1,no_roads,arena,199,574,424.1,1,1,1.000000,1
astar bucket cheb w=1,no_roads,arena,119,334,250.7,1,1,1.000000,1
astar bucket cheb w=1,no_roads,arena,574,222,462.1,1,1,1.000000,1
astar bucket cheb w=1,no_roads,arena,170,419,365.2,1,1,1.000000,1
astar bucket cheb w=1,no_roads,arena,180,607,801.3,1,1,1.000000,1
astar bucket cheb w=1,no_roads,arena,598,0,1074.2,1,1,1.000000,1
astar bucket cheb w=1,no_roads,arena,362,548,619.0,1,1,1.000000,1
astar bucket cheb w=1,no_roads,arena,19,126,540.7,1,1,1.000000,1
astar bucket cheb w=1,no_roads,arena,408,344,483.4,1,1,1.000000,1
astar bucket cheb w=1,no_roads,arena,269,59,299.3,1,1,1.000000,1
astar bucket cheb w=1,no_roads,arena,270,88,204.6,1,1,1.000000,1
astar bucket cheb w=1,no_roads,arena,97,545,622.2,1,1,1.000000,1
astar bucket cheb w=1,no_roads,arena,77,600,748.4,1,1,1.000000,1
astar bucket cheb w=1,no_roads,arena,140,144,112.8,1,1,1.000000,1
astar bucket cheb w=1,no_roads,arena,533,617,208.6,1,1,1.000000,1
astar bucket cheb w=1,no_roads,arena,184,298,731.5,1,1,1.000000,1
astar bucket cheb w=1,no_roads,arena,595,474,85.2,1,1,1.000000,1
astar bucket cheb w=1,no_roads,arena,235,607,795.5,1,1,1.000000,1
astar bucket cheb w=1,no_roads,arena,224,349,61.2,1,1,1.000000,1
astar bucket cheb w=1,no_roads,arena,448,419,68.1,1,1,1.000000,1
astar bucket cheb w=1,no_roads,arena,491,584,228.7,1,1,1.000000,1
astar bucket cheb w=1,no_roads,arena,506,135,633.4,1,1,1.000000,1
astar bucket cheb w=1,no_roads,arena,278,254,13.3,1,1,1.000000,1
astar bucket cheb w=1,no_roads,arena,72,377,809.9,1,1,1.000000,1
astar bucket cheb w=1,no_roads,arena,21,622,938.3,1,1,1.000000,1
astar bucket cheb w=1,no_roads,arena,259,249,952.9,1,1,1.000000,1
astar bucket cheb w=1,no_roads,arena,7,79,33.6,1,1,1.000000,1
astar bucket cheb w=1,no_roads,arena,60,258,204.3,1,1,1.000000,1
astar bucket cheb w=1,no_roads,arena,76,32,106.1,1,1,1.000000,1
astar bucket cheb w=1,no_roads,arena,369,79,714.3,1,1,1.000000,1
astar bucket cheb w=1,no_roads,arena,581,267,344.8,1,1,1.000000,1
astar bucket cheb w=1,no_roads,arena,313,545,264.9,1,1,1.000000,1
astar bucket cheb w=1,no_roads,arena,238,607,957.9,1,1,1.000000,1
astar bucket cheb w=1,no_roads,arena,149,529,732.4,1,1,1.000000,1
astar bucket cheb w=1,no_roads,arena,273,529,796.4,1,1,1.000000,1
astar bucket cheb w=1,no_roads,arena,457,212,381.6,1,1,1.000000,1
astar bucket cheb w=1,no_roads,arena,106,110,86.2,1,1,1.000000,1
astar bucket cheb w=1,no_roads,arena,484,398,633.1,1,1,1.000000,1
astar bucket cheb w=1,no_roads,arena,474,461,407.2,1,1,1.000000,1
astar bucket cheb w=1,no_roads,arena,523,55,668.0,1,1,1.000000,1
astar bucket cheb w=1,no_roads,arena,111,69,186.4,1,1,1.000000,1
astar bucket cheb w=1,no_roads,arena,452,379,137.4,1,1,1.000000,1
astar bucket cheb w=1,no_roads,arena,123,279,734.3,1,1,1.000000,1
astar bucket cheb w=1,no_roads,arena,214,212,27.3,1,1,1.000000,1
astar bucket cheb w=1,no_roads,arena,604,502,53.8,1,1,1.000000,1
astar bucket cheb w=1,no_roads,arena,157,473,760.5,1,1,1.000000,1
astar bucket cheb w=1,no_roads,arena,205,313,349.4,1,1,1.000000,1
astar bucket cheb w=1,no_roads,arena,518,280,484.1,1,1,1.000000,1
astar bucket cheb w=1,no_roads,arena,84,496,694.9,1,1,1.000000,1
astar bucket cheb w=1,no_roads,arena,618,111,833.5,1,1,1.000000,1
astar bucket cheb w=1,no_roads,arena,51,608,802.7,1,1,1.000000,1
astar bucket cheb w=1,no_roads,arena,15,105,187.9,1,1,1.000000,1
astar bucket cheb w=1,no_roads,arena,266,185,135.5,1,1,1.000000,1
astar bucket cheb w=1,no_roads,arena,457,545,508.4,1,1,1.000000,1
astar bucket cheb w=1,no_roads,arena,540,237,512.9,1,1,1.000000,1
astar bucket cheb w=1,no_roads,arena,450,60,482.6,1,1,1.000000,1
astar bucket cheb w=1,no_roads,arena,183,426,399.9,1,1,1.000000,1
astar bucket cheb w=1,no_roads,arena,2,439,475.5,1,1,1.000000,1
astar bucket cheb w=1,no_roads,arena,298,509,523.7,1,1,1.000000,1
astar bucket cheb w=1,no_roads,arena,320,474,325.6,1,1,1.000000,1
astar bucket cheb w=1,no_roads,arena,624,546,29.2,1,1,1.000000,1
astar bucket cheb w=1,no_roads,arena,173,212,435.3,1,1,1.000000,1
astar bucket cheb w=1,no_roads,arena,331,245,813.1,1,1,1.000000,1
astar bucket cheb w=1,no_roads,arena,59,610,1115.3,1,1,1.000000,1
astar bucket cheb w=1,no_roads,arena,69,351,614.0,1,1,1.000000,1
astar bucket cheb w=1,no_roads,arena,58,51,168.3,1,1,1.000000,1
astar bucket cheb w=1,no_roads,arena,535,569,213.8,1,1,1.000000,1
astar bucket cheb w=1,no_roads,arena,598,176,833.1,1,1,1.000000,1
astar bucket cheb w=1,no_roads,arena,58,575,788.2,1,1,1.000000,1
astar bucket cheb w=1,no_roads,arena,90,208,159.6,1,1,1.000000,1
astar bucket cheb w=1,no_roads,arena,77,76,11.3,1,1,1.000000,1
astar bucket cheb w=1,no_roads,arena,264,454,375.0,1,1,1.000000,1
astar bucket cheb w=1,no_roads,arena,134,277,162.4,1,1,1.000000,1
astar bucket cheb w=1,no_roads,arena,40,91,44.6,1,1,1.000000,1
astar bucket cheb w=1,no_roads,arena,470,590,94.1,1,1,1.000000,1
astar bucket cheb w=1,no_roads,arena,354,294,691.2,1,1,1.000000,1
astar bucket cheb w=1,no_roads,arena,228,351,103.2,1,1,1.000000,1
astar bucket cheb w=1,no_roads,arena,268,298,99.8,1,1,1.000000,1
astar bucket cheb w=1,no_roads,arena,445,148,441.5,1,1,1.000000,1
astar bucket cheb w=1,no_roads,arena,336,512,189.7,1,1,1.000000,1
astar bucket cheb w=1,no_roads,arena,354,81,417.4,1,1,1.000000,1
astar bucket cheb w=1,no_roads,arena,9,513,864.3,1,1,1.000000,1
astar bucket cheb w=1,no_roads,arena,113,82,126.5,1,1,1.000000,1
astar bucket cheb w=1,no_roads,arena,605,237,495.2,1,1,1.000000,1
astar bucket cheb w=1,no_roads,arena,573,298,245.7,1,1,1.000000,1
astar bucket cheb w=1,no_roads,arena,149,393,201.8,1,1,1.000000,1
astar bucket cheb w=1,no_roads,arena,77,275,200.7,1,1,1.000000,1
astar bucket cheb w=1,no_roads,arena,415,319,77.7,1,1,1.000000,1
astar bucket cheb w=1,no_roads,arena,176,491,499.7,1,1,1.000000,1
astar bucket cheb w=1,no_roads,arena,611,339,392.5,1,1,1.000000,1
astar bucket cheb w=1,no_roads,arena,596,8,1006.6,1,1,1.000000,1
astar bucket cheb w=1,no_roads,arena,622,335,255.6,1,1,1.000000,1
astar bucket cheb w=1,no_roads,arena,117,151,680.8,1,1,1.000000,1
astar bucket cheb w=1,no_roads,arena,297,130,712.2,1,1,1.000000,1
astar bucket cheb w=1,no_roads,arena,121,621,821.5,1,1,1.000000,1
astar bucket cheb w=1,no_roads,arena,174,305,756.3,1,1,1.000000,1
astar bucket cheb w=1,no_roads,arena,316,234,213.4,1,1,1.000000,1
astar bucket cheb w=1,no_roads,arena,387,227,516.3,1,1,1.000000,1
astar bucket cheb w=1,no_roads,arena,297,572,674.2,1,1,1.000000,1
astar bucket cheb w=1,no_roads,arena,548,282,622.0,1,1,1.000000,1
astar bucket cheb w=1,no_roads,arena,52,104,34.3,1,1,1.000000,1
astar bucket cheb w=1,no_roads,arena,474,310,583.5,1,1,1.000000,1
astar bucket cheb w=1,no_roads,arena,45,3,454.7,1,1,1.000000,1
astar bucket cheb w=1,no_roads,arena,372,147,217.4,1,1,1.000000,1
astar bucket cheb w=1,no_roads,arena,295,180,708.2,1,1,1.000000,1
astar bucket cheb w=1,no_roads,arena,495,619,116.7,1,1,1.000000,1
astar bucket cheb w=1,no_roads,arena,478,9,845.7,1,1,1.000000,1
astar bucket cheb w=1,no_roads,arena,126,84,184.9,1,1,1.000000,1
astar bucket cheb w=1,no_roads,arena,166,613,944.6,1,1,1.000000,1
astar bucket cheb w=1,no_roads,arena,36,415,711.0,1,1,1.000000,1
astar bucket cheb w=1,no_roads,arena,620,165,762.5,1,1,1.000000,1
astar bucket cheb w=1,no_roads,arena,483,143,748.2,1,1,1.000000,1
astar bucket cheb w=1,no_roads,arena,42,345,351.8,1,1,1.000000,1
astar bucket cheb w=1,no_roads,arena,410,40,1047.5,1,1,1.000000,1
astar bucket cheb w=1,no_roads,arena,402,234,200.4,1,1,1.000000,1
astar bucket cheb w=1,no_roads,arena,280,116,485.7,1,1,1.000000,1
astar bucket cheb w=1,no_roads,arena,398,457,607.1,1,1,1.000000,1
astar bucket cheb w=1,no_roads,arena,173,266,188.3,1,1,1.000000,1
astar bucket cheb w=1,no_roads,arena,181,198,758.7,1,1,1.000000,1
astar bucket cheb w=1,no_roads,arena,463,25,892.0,1,1,1.000000,1
astar bucket cheb w=1,no_roads,arena,200,371,918.6,1,1,1.000000,1
astar bucket cheb w=1,no_roads,arena,462,279,327.1,1,1,1.000000,1
astar bucket cheb w=1,no_roads,arena,300,178,72.9,1,1,1.000000,1
astar bucket cheb w=1,no_roads,arena,122,430,553.0,1,1,1.000000,1
astar bucket cheb w=1,no_roads,arena,39,526,845.5,1,1,1.000000,1
astar bucket cheb w=1,no_roads,arena,251,223,1095.9,1,1,1.000000,1
astar bucket cheb w=1,no_roads,arena,515,394,163.1,1,1,1.000000,1
astar bucket cheb w=1,no_roads,arena,342,257,569.7,1,1,1.000000,1
astar bucket cheb w=1,no_roads,arena,252,24,977.3,1,1,1.000000,1
astar bucket cheb w=1,no_roads,arena,215,448,305.9,1,1,1.000000,1
astar bucket cheb w=1,no_roads,arena,367,313,80.3,1,1,1.000000,1
astar bucket cheb w=1,no_roads,arena,78,313,340.4,1,1,1.000000,1
astar bucket cheb w=1,no_roads,arena,395,576,865.1,1,1,1.000000,1
astar bucket cheb w=1,no_roads,arena,449,604,867.9,1,1,1.000000,1
astar bucket cheb w=1,no_roads,arena,370,28,731.6,1,1,1.000000,1
astar bucket cheb w=1,no_roads,arena,130,294,568.3,1,1,1.000000,1
astar bucket cheb w=1,no_roads,arena,199,298,48.4,1,1,1.000000,1
astar bucket cheb w=3,no_roads,arena,126,25,32.0,1,1,1.000000,1
astar bucket cheb w=3,no_roads,arena,308,275,113.8,1,1,1.000000,1
astar bucket cheb w=3,no_roads,arena,252,156,76.7,1,1,1.000000,1
astar bucket cheb w=3,no_roads,arena,115,613,514.9,1,1,1.000000,1
astar bucket cheb w=3,no_roads,arena,99,473,123.5,1,1,1.000000,1
astar bucket cheb w=3,no_roads,arena,32,30,19.1,1,1,1.000000,1
astar bucket cheb w=3,no_roads,arena,105,247,314.3,1,1,1.000000,1
astar bucket cheb w=3,no_roads,arena,262,572,91.4,1,1,1.000000,1
astar bucket cheb w=3,no_roads,arena,27,222,472.3,1,1,1.000000,1
astar bucket cheb w=3,no_roads,arena,613,470,36.8,1,1,1.000000,1
astar bucket cheb w=3,no_roads,arena,249,502,390.9,1,1,1.000000,1
astar bucket cheb w=3,no_roads,arena,311,6,243.6,1,1,1.000000,1
astar bucket cheb w=3,no_roads,arena,178,473,298.4,1,1,1.000000,1
astar bucket cheb w=3,no_roads,arena,381,311,33.2,1,1,1.000000,1
astar bucket cheb w=3,no_roads,arena,174,242,41.2,1,1,1.000000,1
astar bucket cheb w=3,no_roads,arena,375,115,145.8,1,1,1.000000,1
astar bucket cheb w=3,no_roads,arena,104,427,174.0,1,1,1.000000,1
astar bucket cheb w=3,no_roads,arena,110,404,201.2,1,1,1.000000,1
astar bucket cheb w=3,no_roads,arena,388,297,100.0,1,1,1.000000,1
astar bucket cheb w=3,no_roads,arena,44,514,343.6,1,1,1.000000,1
astar bucket cheb w=3,no_roads,arena,604,139,283.8,1,1,1.000000,1
astar bucket cheb w=3,no_roads,arena,425,88,65.1,1,1,1.000000,1
astar bucket cheb w=3,no_roads,arena,620,328,257.7,1,1,1.000000,1
astar bucket cheb w=3,no_roads,arena,407,214,34.6,1,1,1.000000,1
astar bucket cheb w=3,no_roads,arena,78,46,235.2,1,1,1.000000,1
astar bucket cheb w=3,no_roads,arena,257,324,317.9,1,1,1.000000,1
astar bucket cheb w=3,no_roads,arena,89,262,76.6,1,1,1.000000,1
astar bucket cheb w=3,no_roads,arena,114,427,196.2,1,1,1.000000,1
astar bucket cheb w=3,no_roads,arena,311,508,59.7,1,1,1.000000,1
astar bucket cheb w=3,no_roads,arena,410,181,77.7,1,1,1.000000,1
astar bucket cheb w=3,no_roads,arena,416,399,97.1,1,1,1.000000,1
astar bucket cheb w=3,no_roads,arena,233,300,86.1,1,1,1.000000,1
astar bucket cheb w=3,no_roads,arena,80,191,129.9,1,1,1.000000,1
astar bucket cheb w=3,no_roads,arena,601,275,120.8,1,1,1.000000,1
astar bucket cheb w=3,no_roads,arena,182,518,71.1,1,1,1.000000,1
astar bucket cheb w=3,no_roads,arena,426,303,95.6,1,1,1.000000,1
astar bucket cheb w=3,no_roads,arena,248,363,150.6,1,1,1.000000,1
astar bucket cheb w=3,no_roads,arena,57,258,92.9,1,1,1.000000,1
astar bucket cheb w=3,no_roads,arena,32,354,219.1,1,1,1.000000,1
astar bucket cheb w=3,no_roads,arena,450,301,40.7,1,1,1.000000,1
astar bucket cheb w=3,no_roads,arena,74,235,179.0,1,1,1.000000,1
astar bucket cheb w=3,no_roads,arena,352,236,88.4,1,1,1.000000,1
astar bucket cheb w=3,no_roads,arena,566,445,79.6,1,1,1.000000,1
astar bucket cheb w=3,no_roads,arena,513,160,204.1,1,1,1.000000,1
astar bucket cheb w=3,no_roads,arena,298,156,247.5,1,1,1.000000,1
astar bucket cheb w=3,no_roads,arena,277,606,486.8,1,1,1.000000,1
astar bucket cheb w=3,no_roads,arena,296,480,271.0,1,1,1.000000,1
astar bucket cheb w=3,no_roads,arena,448,407,351.0,1,1,1.000000,1
astar bucket cheb w=3,no_roads,arena,248,155,295.1,1,1,1.000000,1
astar bucket cheb w=3,no_roads,arena,576,553,18.9,1,1,1.000000,1
astar bucket cheb w=3,no_roads,arena,103,48,285.8,1,1,1.000000,1
astar bucket cheb w=3,no_roads,arena,124,170,26.8,1,1,1.000000,1
astar bucket cheb w=3,no_roads,arena,178,473,293.8,1,1,1.000000,1
astar bucket cheb w=3,no_roads,arena,72,433,104.0,1,1,1.000000,1
astar bucket cheb w=3,no_roads,arena,429,524,435.5,1,1,1.000000,1
astar bucket cheb w=3,no_roads,arena,596,282,182.8,1,1,1.000000,1
astar bucket cheb w=3,no_roads,arena,621,11,786.0,1,1,1.000000,1
astar bucket cheb w=3,no_roads,arena,129,604,323.2,1,1,1.000000,1
astar bucket cheb w=3,no_roads,arena,300,381,42.6,1,1,1.000000,1
astar bucket cheb w=3,no_roads,arena,126,328,76.4,1,1,1.000000,1
astar bucket cheb w=3,no_roads,arena,488,176,207.5,1,1,1.000000,1
astar bucket cheb w=3,no_roads,arena,508,3,345.9,1,1,1.000000,1
astar bucket cheb w=3,no_roads,arena,296,567,145.8,1,1,1.000000,1
astar bucket cheb w=3,no_roads,arena,199,574,147.5,1,1,1.000000,1
astar bucket cheb w=3,no_roads,arena,119,334,46.5,1,1,1.000000,1
astar bucket cheb w=3,no_roads,arena,574,222,205.3,1,1,1.000000,1
astar bucket cheb w=3,no_roads,arena,170,419,105.7,1,1,1.000000,1
astar bucket cheb w=3,no_roads,arena,180,607,279.4,1,1,1.000000,1
astar bucket cheb w=3,no_roads,arena,598,0,261.0,1,1,1.000000,1
astar bucket cheb w=3,no_roads,arena,362,548,119.4,1,1,1.000000,1
astar bucket cheb w=3,no_roads,arena,19,126,166.3,1,1,1.000000,1
astar bucket cheb w=3,no_roads,arena,408,344,127.7,1,1,1.000000,1
astar bucket cheb w=3,no_roads,arena,269,59,67.0,1,1,1.000000,1
astar bucket cheb w=3,no_roads,arena,270,88,57.6,1,1,1.000000,1
astar bucket cheb w=3,no_roads,arena,97,545,268.5,1,1,1.000000,1
astar bucket cheb w=3,no_roads,arena,77,600,312.4,1,1,1.000000,1
astar bucket cheb w=3,no_roads,arena,140,144,35.8,1,1,1.000000,1
astar bucket cheb w=3,no_roads,arena,533,617,57.7,1,1,1.000000,1
astar bucket cheb w=3,no_roads,arena,184,298,210.8,1,1,1.000000,1
astar bucket cheb w=3,no_roads,arena,595,474,33.0,1,1,1.000000,1
astar bucket cheb w=3,no_roads,arena,235,607,198.0,1,1,1.000000,1
astar bucket cheb w=3,no_roads,arena,224,349,34.3,1,1,1.000000,1
astar bucket cheb w=3,no_roads,arena,448,419,34.1,1,1,1.000000,1
astar bucket cheb w=3,no_roads,arena,491,584,75.1,1,1,1.000000,1
astar bucket cheb w=3,no_roads,arena,506,135,231.2,1,1,1.000000,1
astar bucket cheb w=3,no_roads,arena,278,254,13.5,1,1,1.000000,1
astar bucket cheb w=3,no_roads,arena,72,377,297.1,1,1,1.000000,1
astar bucket cheb w=3,no_roads,arena,21,622,383.7,1,1,1.000000,1
astar bucket cheb w=3,no_roads,arena,259,249,246.9,1,1,1.000000,1
astar bucket cheb w=3,no_roads,arena,7,79,18.0,1,1,1.000000,1
astar bucket cheb w=3,no_roads,arena,60,258,92.4,1,1,1.000000,1
astar bucket cheb w=3,no_roads,arena,76,32,54.2,1,1,1.000000,1
astar bucket cheb w=3,no_roads,arena,369,79,139.1,1,1,1.000000,1
astar bucket cheb w=3,no_roads,arena,581,267,74.6,1,1,1.000000,1
astar bucket cheb w=3,no_roads,arena,313,545,70.0,1,1,1.000000,1
astar bucket cheb w=3,no_roads,arena,238,607,333.1,1,1,1.000000,1
astar bucket cheb w=3,no_roads,arena,149,529,122.3,1,1,1.000000,1
astar bucket cheb w=3,no_roads,arena,273,529,235.6,1,1,1.000000,1
astar bucket cheb w=3,no_roads,arena,457,212,102.2,1,1,1.000000,1
astar bucket cheb w=3,no_roads,arena,106,110,37.3,1,1,1.000000,1
astar bucket cheb w=3,no_roads,arena,484,398,215.9,1,1,1.000000,1
astar bucket cheb w=3,no_roads,arena,474,461,253.3,1,1,1.000000,1
astar bucket cheb w=3,no_roads,arena,523,55,138.0,1,1,1.000000,1
astar bucket cheb w=3,no_roads,arena,111,69,56.2,1,1,1.000000,1
astar bucket cheb w=3,no_roads,arena,452,379,46.1,1,1,1.000000,1
astar bucket cheb w=3,no_roads,arena,123,279,291.1,1,1,1.000000,1
astar bucket cheb w=3,no_roads,arena,214,212,19.6,1,1,1.000000,1
astar bucket cheb w=3,no_roads,arena,604,502,33.3,1,1,1.000000,1
astar bucket cheb w=3,no_roads,arena,157,473,145.0,1,1,1.000000,1
astar bucket cheb w=3,no_roads,arena,205,313,179.7,1,1,1.000000,1
astar bucket cheb w=3,no_roads,arena,518,280,131.6,1,1,1.000000,1
astar bucket cheb w=3,no_roads,arena,84,496,128.6,1,1,1.000000,1
astar bucket cheb w=3,no_roads,arena,618,111,378.7,1,1,1.000000,1
astar bucket cheb w=3,no_roads,arena,51,608,423.8,1,1,1.000000,1
astar bucket cheb w=3,no_roads,arena,15,105,62.8,1,1,1.000000,1
astar bucket cheb w=3,no_roads,arena,266,185,38.7,1,1,1.000000,1
astar bucket cheb w=3,no_roads,arena,457,545,169.2,1,1,1.000000,1
astar bucket cheb w=3,no_roads,arena,540,237,163.8,1,1,1.000000,1
astar bucket cheb w=3,no_roads,arena,450,60,145.8,1,1,1.000000,1
astar bucket cheb w=3,no_roads,arena,183,426,114.6,1,1,1.000000,1
astar bucket cheb w=3,no_roads,arena,2,439,213.9,1,1,1.000000,1
astar bucket cheb w=3,no_roads,arena,298,509,152.0,1,1,1.000000,1
astar bucket cheb w=3,no_roads,arena,320,474,45.4,1,1,1.000000,1
astar bucket cheb w=3,no_roads,arena,624,546,15.5,1,1,1.000000,1
astar bucket cheb w=3,no_roads,arena,173,212,130.4,1,1,1.000000,1
astar bucket cheb w=3,no_roads,arena,331,245,204.8,1,1,1.000000,1
astar bucket cheb w=3,no_roads,arena,59,610,740.6,1,1,1.000000,1
astar bucket cheb w=3,no_roads,arena,69,351,184.6,1,1,1.000000,1
astar bucket cheb w=3,no_roads,arena,58,51,68.9,1,1,1.000000,1
astar bucket cheb w=3,no_roads,arena,535,569,138.3,1,1,1.000000,1
astar bucket cheb w=3,no_roads,arena,598,176,250.5,1,1,1.000000,1
astar bucket cheb w=3,no_roads,arena,58,575,323.2,1,1,1.000000,1
astar bucket cheb w=3,no_roads,arena,90,208,51.0,1,1,1.000000,1
astar bucket cheb w=3,no_roads,arena,77,76,11.0,1,1,1.000000,1
astar bucket cheb w=3,no_roads,arena,264,454,45.8,1,1,1.000000,1
astar bucket cheb w=3,no_roads,arena,134,277,43.0,1,1,1.000000,1
astar bucket cheb w=3,no_roads,arena,40,91,34.9,1,1,1.000000,1
astar bucket cheb w=3,no_roads,arena,470,590,52.6,1,1,1.000000,1
astar bucket cheb w=3,no_roads,arena,354,294,264.8,1,1,1.000000,1
astar bucket cheb w=3,no_roads,arena,228,351,44.7,1,1,1.000000,1
astar bucket cheb w=3,no_roads,arena,268,298,41.9,1,1,1.000000,1
astar bucket cheb w=3,no_roads,arena,445,148,141.9,1,1,1.000000,1
astar bucket cheb w=3,no_roads,arena,336,512,70.6,1,1,1.000000,1
astar bucket cheb w=3,no_roads,arena,354,81,172.2,1,1,1.000000,1
astar bucket cheb w=3,no_roads,arena,9,513,460.9,1,1,1.000000,1
astar bucket cheb w=3,no_roads,arena,113,82,53.7,1,1,1.000000,1
astar bucket cheb w=3,no_roads,arena,605,237,205.0,1,1,1.000000,1
astar bucket cheb w=3,no_roads,arena,573,298,142.1,1,1,1.000000,1
astar bucket cheb w=3,no_roads,arena,149,393,65.1,1,1,1.000000,1
astar bucket cheb w=3,no_roads,arena,77,275,74.0,1,1,1.000000,1
astar bucket cheb w=3,no_roads,arena,415,319,63.8,1,1,1.000000,1
astar bucket cheb w=3,no_roads,arena,176,491,278.3,1,1,1.000000,1
astar bucket cheb w=3,no_roads,arena,611,339,247.2,1,1,1.000000,1
astar bucket cheb w=3,no_roads,arena,596,8,476.0,1,1,1.000000,1
astar bucket cheb w=3,no_roads,arena,622,335,70.0,1,1,1.000000,1
astar bucket cheb w=3,no_roads,arena,117,151,621.0,1,1,1.000000,1
astar bucket cheb w=3,no_roads,arena,297,130,831.9,1,1,1.000000,1
