algo,scenario,map,si,gi,time_us,reachable,reached_goal,opt_ratio,first_move_correct
dijkstra bucket,with_roads,default_medium1,380,21,223.8,1,1,1.000000,1
dijkstra bucket,with_roads,default_medium1,664,622,350.1,1,1,1.000000,1
dijkstra bucket,with_roads,default_medium1,259,664,529.6,1,1,1.000000,1
dijkstra bucket,with_roads,default_medium1,249,7,150.1,1,1,1.000000,1
dijkstra bucket,with_roads,default_medium1,73,804,441.1,1,1,1.000000,1
dijkstra bucket,with_roads,default_medium1,716,60,449.0,1,1,1.000000,1
dijkstra bucket,with_roads,default_medium1,258,70,113.1,1,1,1.000000,1
dijkstra bucket,with_roads,default_medium1,32,371,228.4,1,1,1.000000,1
dijkstra bucket,with_roads,default_medium1,73,579,393.7,1,1,1.000000,1
dijkstra bucket,with_roads,default_medium1,272,316,337.4,1,1,1.000000,1
dijkstra bucket,with_roads,default_medium1,759,549,87.1,1,1,1.000000,1
dijkstra bucket,with_roads,default_medium1,241,606,157.9,1,1,1.000000,1
dijkstra bucket,with_roads,default_medium1,146,821,461.7,1,1,1.000000,1
dijkstra bucket,with_roads,default_medium1,644,650,100.2,1,1,1.000000,1
dijkstra bucket,with_roads,default_medium1,535,277,365.4,1,1,1.000000,1
dijkstra bucket,with_roads,default_medium1,887,535,151.6,1,1,1.000000,1
dijkstra bucket,with_roads,default_medium1,458,212,139.5,1,1,1.000000,1
dijkstra bucket,with_roads,default_medium1,100,103,16.6,1,1,1.000000,1
dijkstra bucket,with_roads,default_medium1,747,490,205.7,1,1,1.000000,1
dijkstra bucket,with_roads,default_medium1,396,482,89.6,1,1,1.000000,1
dijkstra bucket,with_roads,default_medium1,469,529,16.8,1,1,1.000000,1
dijkstra bucket,with_roads,default_medium1,829,55,528.5,1,1,1.000000,1
dijkstra bucket,with_roads,default_medium1,763,741,181.4,1,1,1.000000,1
dijkstra bucket,with_roads,default_medium1,733,104,466.0,1,1,1.000000,1
dijkstra bucket,with_roads,default_medium1,63,454,161.1,1,1,1.000000,1
dijkstra bucket,with_roads,default_medium1,828,381,267.4,1,1,1.000000,1
dijkstra bucket,with_roads,default_medium1,116,283,158.3,1,1,1.000000,1
dijkstra bucket,with_roads,default_medium1,216,212,44.8,1,1,1.000000,1
dijkstra bucket,with_roads,default_medium1,603,509,417.8,1,1,1.000000,1
dijkstra bucket,with_roads,default_medium1,154,481,176.4,1,1,1.000000,1
dijkstra bucket,with_roads,default_medium1,204,316,118.0,1,1,1.000000,1
dijkstra bucket,with_roads,default_medium1,523,284,219.8,1,1,1.000000,1
dijkstra bucket,with_roads,default_medium1,80,503,202.0,1,1,1.000000,1
dijkstra bucket,with_roads,default_medium1,618,104,361.9,1,1,1.000000,1
dijkstra bucket,with_roads,default_medium1,51,739,361.5,1,1,1.000000,1
dijkstra bucket,with_roads,default_medium1,607,15,443.7,1,1,1.000000,1
dijkstra bucket,with_roads,default_medium1,99,855,513.8,1,1,1.000000,1
dijkstra bucket,with_roads,default_medium1,271,184,71.8,1,1,1.000000,1
dijkstra bucket,with_roads,default_medium1,458,549,39.3,1,1,1.000000,1
dijkstra bucket,with_roads,default_medium1,544,240,124.9,1,1,1.000000,1
dijkstra bucket,with_roads,default_medium1,452,60,107.0,1,1,1.000000,1
dijkstra bucket,with_roads,default_medium1,182,423,72.4,1,1,1.000000,1
dijkstra bucket,with_roads,default_medium1,2,441,259.0,1,1,1.000000,1
dijkstra bucket,with_roads,default_medium1,301,886,497.7,1,1,1.000000,1
dijkstra bucket,with_roads,default_medium1,887,515,202.3,1,1,1.000000,1
dijkstra bucket,with_roads,default_medium1,323,482,461.5,1,1,1.000000,1
dijkstra bucket,with_roads,default_medium1,792,831,146.7,1,1,1.000000,1
dijkstra bucket,with_roads,default_medium1,886,624,136.6,1,1,1.000000,1
dijkstra bucket,with_roads,default_medium1,750,816,43.3,1,1,1.000000,1
dijkstra bucket,with_roads,default_medium1,550,170,441.5,1,1,1.000000,1
dijkstra bucket,with_roads,default_medium1,212,334,19.3,1,1,1.000000,1
dijkstra bucket,with_roads,default_medium1,245,59,525.3,1,1,1.000000,1
dijkstra bucket,with_roads,default_medium1,654,836,96.2,1,1,1.000000,1
dijkstra bucket,with_roads,default_medium1,609,63,294.2,1,1,1.000000,1
dijkstra bucket,with_roads,default_medium1,849,353,295.4,1,1,1.000000,1
dijkstra bucket,with_roads,default_medium1,58,51,48.3,1,1,1.000000,1
dijkstra bucket,with_roads,default_medium1,660,540,25.3,1,1,1.000000,1
dijkstra bucket,with_roads,default_medium1,567,597,11.8,1,1,1.000000,1
dijkstra bucket,with_roads,default_medium1,175,58,36.7,1,1,1.000000,1
dijkstra bucket,with_roads,default_medium1,573,85,528.4,1,1,1.000000,1
dijkstra bucket,with_roads,default_medium1,208,71,188.8,1,1,1.000000,1
dijkstra bucket,with_roads,default_medium1,672,70,474.1,1,1,1.000000,1
dijkstra bucket,with_roads,default_medium1,765,269,444.8,1,1,1.000000,1
dijkstra bucket,with_roads,default_medium1,455,132,252.7,1,1,1.000000,1
dijkstra bucket,with_roads,default_medium1,643,281,285.0,1,1,1.000000,1
dijkstra bucket,with_roads,default_medium1,653,671,390.2,1,1,1.000000,1
dijkstra bucket,with_roads,default_medium1,40,703,464.1,1,1,1.000000,1
dijkstra bucket,with_roads,default_medium1,86,478,172.0,1,1,1.000000,1
dijkstra bucket,with_roads,default_medium1,746,659,23.4,1,1,1.000000,1
dijkstra bucket,with_roads,default_medium1,638,589,151.0,1,1,1.000000,1
dijkstra bucket,with_roads,default_medium1,355,297,33.0,1,1,1.000000,1
dijkstra bucket,with_roads,default_medium1,230,759,467.2,1,1,1.000000,1
dijkstra bucket,with_roads,default_medium1,814,353,310.1,1,1,1.000000,1
dijkstra bucket,with_roads,default_medium1,273,301,18.0,1,1,1.000000,1
astar bucket cheb w=1,no_roads,default_medium2,722,122,766.8,1,1,1.000000,1
astar bucket cheb w=1,no_roads,default_medium2,25,843,1668.5,1,1,1.000000,1
astar bucket cheb w=1,no_roads,default_medium2,297,266,18.1,1,1,1.000000,1
astar bucket cheb w=1,no_roads,default_medium2,244,152,52.1,1,1,1.000000,1
astar bucket cheb w=1,no_roads,default_medium2,838,112,941.5,1,1,1.000000,1
astar bucket cheb w=1,no_roads,default_medium2,765,842,400.1,1,1,1.000000,1
astar bucket cheb w=1,no_roads,default_medium2,607,93,810.4,1,1,1.000000,1
astar bucket cheb w=1,no_roads,default_medium2,658,469,215.3,1,1,1.000000,1
astar bucket cheb w=1,no_roads,default_medium2,32,30,32.3,1,1,1.000000,1
astar bucket cheb w=1,no_roads,default_medium2,99,239,989.7,1,1,1.000000,1
astar bucket cheb w=1,no_roads,default_medium2,254,561,364.2,1,1,1.000000,1
astar bucket cheb w=1,no_roads,default_medium2,670,27,1504.0,1,1,1.000000,1
astar bucket cheb w=1,no_roads,default_medium2,625,218,896.8,1,1,1.000000,1
astar bucket cheb w=1,no_roads,default_medium2,815,734,204.7,1,1,1.000000,1
astar bucket cheb w=1,no_roads,default_medium2,797,607,325.8,1,1,1.000000,1
astar bucket cheb w=1,no_roads,default_medium2,466,241,723.6,1,1,1.000000,1
astar bucket cheb w=1,no_roads,default_medium2,498,657,275.4,1,1,1.000000,1
astar bucket cheb w=1,no_roads,default_medium2,300,6,270.4,1,1,1.000000,1
astar bucket cheb w=1,no_roads,default_medium2,863,175,931.7,1,1,1.000000,1
astar bucket cheb w=1,no_roads,default_medium2,793,469,330.9,1,1,1.000000,1
astar bucket cheb w=1,no_roads,default_medium2,371,300,464.9,1,1,1.000000,1
astar bucket cheb w=1,no_roads,default_medium2,171,236,123.3,1,1,1.000000,1
astar bucket cheb w=1,no_roads,default_medium2,867,367,849.7,1,1,1.000000,1
astar bucket cheb w=1,no_roads,default_medium2,112,98,537.8,1,1,1.000000,1
astar bucket cheb w=1,no_roads,default_medium2,423,105,605.6,1,1,1.000000,1
astar bucket cheb w=1,no_roads,default_medium2,391,375,542.1,1,1,1.000000,1
astar bucket cheb w=1,no_roads,default_medium2,673,286,623.5,1,1,1.000000,1
astar bucket cheb w=1,no_roads,default_medium2,45,830,1463.0,1,1,1.000000,1
astar bucket cheb w=1,no_roads,default_medium2,510,596,1344.6,1,1,1.000000,1
astar bucket cheb w=1,no_roads,default_medium2,136,421,689.2,1,1,1.000000,1
astar bucket cheb w=1,no_roads,default_medium2,84,615,664.5,1,1,1.000000,1
astar bucket cheb w=1,no_roads,default_medium2,317,705,634.1,1,1,1.000000,1
astar bucket cheb w=1,no_roads,default_medium2,689,394,1498.4,1,1,1.000000,1
astar bucket cheb w=1,no_roads,default_medium2,644,210,915.7,1,1,1.000000,1
astar bucket cheb w=1,no_roads,default_medium2,801,74,1186.5,1,1,1.000000,1
astar bucket cheb w=1,no_roads,default_medium2,47,747,1078.5,1,1,1.000000,1
astar bucket cheb w=1,no_roads,default_medium2,249,877,1264.1,1,1,1.000000,1
astar bucket cheb w=1,no_roads,default_medium2,313,85,503.1,1,1,1.000000,1
astar bucket cheb w=1,no_roads,default_medium2,254,111,235.9,1,1,1.000000,1
astar bucket cheb w=1,no_roads,default_medium2,423,300,75.9,1,1,1.000000,1
astar bucket cheb w=1,no_roads,default_medium2,503,718,207.2,1,1,1.000000,1
astar bucket cheb w=1,no_roads,default_medium2,398,178,1272.5,1,1,1.000000,1
astar bucket cheb w=1,no_roads,default_medium2,412,387,192.9,1,1,1.000000,1
astar bucket cheb w=1,no_roads,default_medium2,229,758,1273.6,1,1,1.000000,1
astar bucket cheb w=1,no_roads,default_medium2,289,797,996.4,1,1,1.000000,1
astar bucket cheb w=1,no_roads,default_medium2,775,732,414.2,1,1,1.000000,1
astar bucket cheb w=1,no_roads,default_medium2,76,679,1061.7,1,1,1.000000,1
astar bucket cheb w=1,no_roads,default_medium2,718,187,923.7,1,1,1.000000,1
astar bucket cheb w=1,no_roads,default_medium2,593,829,237.4,1,1,1.000000,1
astar bucket cheb w=1,no_roads,default_medium2,266,179,51.7,1,1,1.000000,1
astar bucket cheb w=1,no_roads,default_medium2,513,422,50.4,1,1,1.000000,1
astar bucket cheb w=1,no_roads,default_medium2,292,723,1281.0,1,1,1.000000,1
astar bucket cheb w=1,no_roads,default_medium2,780,621,802.6,1,1,1.000000,1
astar bucket cheb w=1,no_roads,default_medium2,240,777,1448.2,1,1,1.000000,1
astar bucket cheb w=1,no_roads,default_medium2,353,872,1427.4,1,1,1.000000,1
astar bucket cheb w=1,no_roads,default_medium2,880,59,1400.2,1,1,1.000000,1
astar bucket cheb w=1,no_roads,default_medium2,250,32,283.3,1,1,1.000000,1
astar bucket cheb w=1,no_roads,default_medium2,343,446,666.4,1,1,1.000000,1
astar bucket cheb w=1,no_roads,default_medium2,290,69,411.1,1,1,1.000000,1
astar bucket cheb w=1,no_roads,default_medium2,231,632,993.0,1,1,1.000000,1
astar bucket cheb w=1,no_roads,default_medium2,818,342,629.6,1,1,1.000000,1
astar bucket cheb w=1,no_roads,default_medium2,233,741,824.2,1,1,1.000000,1
astar bucket cheb w=1,no_roads,default_medium2,554,440,133.2,1,1,1.000000,1
astar bucket cheb w=1,no_roads,default_medium2,726,509,1219.6,1,1,1.000000,1
astar bucket cheb w=1,no_roads,default_medium2,156,287,428.1,1,1,1.000000,1
astar bucket cheb w=1,no_roads,default_medium2,152,268,1290.1,1,1,1.000000,1
astar bucket cheb w=1,no_roads,default_medium2,846,625,803.6,1,1,1.000000,1
astar bucket cheb w=1,no_roads,default_medium2,599,285,453.1,1,1,1.000000,1
astar bucket cheb w=1,no_roads,default_medium2,848,652,462.3,1,1,1.000000,1
astar bucket cheb w=1,no_roads,default_medium2,476,651,134.1,1,1,1.000000,1
astar bucket cheb w=1,no_roads,default_medium2,443,394,1543.6,1,1,1.000000,1
astar bucket cheb w=1,no_roads,default_medium2,240,151,41.2,1,1,1.000000,1
astar bucket cheb w=1,no_roads,default_medium2,565,547,970.7,1,1,1.000000,1
astar bucket cheb w=1,no_roads,default_medium2,97,859,1321.9,1,1,1.000000,1
astar bucket cheb w=1,no_roads,default_medium2,50,120,801.3,1,1,1.000000,1
astar bucket cheb w=1,no_roads,default_medium2,167,704,1058.4,1,1,1.000000,1
astar bucket cheb w=1,no_roads,default_medium2,175,897,1119.7,1,1,1.000000,1
astar bucket cheb w=1,no_roads,default_medium2,770,469,340.8,1,1,1.000000,1
astar bucket cheb w=1,no_roads,default_medium2,664,67,918.5,1,1,1.000000,1
astar bucket cheb w=1,no_roads,default_medium2,429,424,213.6,1,1,1.000000,1
astar bucket cheb w=1,no_roads,default_medium2,664,519,79.2,1,1,1.000000,1
astar bucket cheb w=1,no_roads,default_medium2,588,273,798.3,1,1,1.000000,1
astar bucket cheb w=1,no_roads,default_medium2,616,11,1357.2,1,1,1.000000,1
astar bucket cheb w=1,no_roads,default_medium2,770,821,234.1,1,1,1.000000,1
astar bucket cheb w=1,no_roads,default_medium2,125,772,1218.1,1,1,1.000000,1
astar bucket cheb w=1,no_roads,default_medium2,596,852,624.6,1,1,1.000000,1
astar bucket cheb w=1,no_roads,default_medium2,289,873,1480.5,1,1,1.000000,1
astar bucket cheb w=1,no_roads,default_medium2,724,371,413.5,1,1,1.000000,1
astar bucket cheb w=1,no_roads,default_medium2,122,317,516.3,1,1,1.000000,1
astar bucket cheb w=1,no_roads,default_medium2,483,173,1028.9,1,1,1.000000,1
astar bucket cheb w=1,no_roads,default_medium2,503,3,1080.2,1,1,1.000000,1
astar bucket cheb w=1,no_roads,default_medium2,822,819,48.1,1,1,1.000000,1
astar bucket cheb w=1,no_roads,default_medium2,285,555,301.7,1,1,1.000000,1
astar bucket cheb w=1,no_roads,default_medium2,866,195,776.3,1,1,1.000000,1
astar bucket cheb w=1,no_roads,default_medium2,563,116,650.0,1,1,1.000000,1
astar bucket cheb w=1,no_roads,default_medium2,702,322,479.4,1,1,1.000000,1
astar bucket cheb w=1,no_roads,default_medium2,722,563,948.5,1,1,1.000000,1
astar bucket cheb w=1,no_roads,default_medium2,679,218,923.6,1,1,1.000000,1
astar bucket cheb w=1,no_roads,default_medium2,167,416,436.2,1,1,1.000000,1
astar bucket cheb w=1,no_roads,default_medium2,866,177,780.9,1,1,1.000000,1
astar bucket cheb w=1,no_roads,default_medium2,600,883,386.3,1,1,1.000000,1
astar bucket cheb w=1,no_roads,default_medium2,590,0,1418.7,1,1,1.000000,1
astar bucket cheb w=1,no_roads,default_medium2,667,352,645.2,1,1,1.000000,1
astar bucket cheb w=1,no_roads,default_medium2,542,19,981.5,1,1,1.000000,1
astar bucket cheb w=1,no_roads,default_medium2,122,396,251.9,1,1,1.000000,1
astar bucket cheb w=1,no_roads,default_medium2,332,261,871.3,1,1,1.000000,1
astar bucket cheb w=1,no_roads,default_medium2,61,262,739.6,1,1,1.000000,1
astar bucket cheb w=1,no_roads,default_medium2,632,84,1004.2,1,1,1.000000,1
astar bucket cheb w=1,no_roads,default_medium2,91,832,1225.6,1,1,1.000000,1
astar bucket cheb w=1,no_roads,default_medium2,539,73,865.5,1,1,1.000000,1
astar bucket cheb w=1,no_roads,default_medium2,864,592,211.0,1,1,1.000000,1
astar bucket cheb w=1,no_roads,default_medium2,870,137,816.7,1,1,1.000000,1
astar bucket cheb w=1,no_roads,default_medium2,141,745,975.6,1,1,1.000000,1
astar bucket cheb w=1,no_roads,default_medium2,528,612,180.7,1,1,1.000000,1
astar bucket cheb w=1,no_roads,default_medium2,181,287,574.7,1,1,1.000000,1
astar bucket cheb w=1,no_roads,default_medium2,587,676,48.2,1,1,1.000000,1
astar bucket cheb w=1,no_roads,default_medium2,470,231,238.3,1,1,1.000000,1
astar bucket cheb w=1,no_roads,default_medium2,600,859,809.8,1,1,1.000000,1
astar bucket cheb w=1,no_roads,default_medium2,830,783,644.6,1,1,1.000000,1
astar bucket cheb w=1,no_roads,default_medium2,220,812,1102.4,1,1,1.000000,1
astar bucket cheb w=1,no_roads,default_medium2,338,443,847.1,1,1,1.000000,1
astar bucket cheb w=1,no_roads,default_medium2,759,734,93.6,1,1,1.000000,1
astar bucket cheb w=1,no_roads,default_medium2,416,487,1257.4,1,1,1.000000,1
astar bucket cheb w=1,no_roads,default_medium2,574,501,895.4,1,1,1.000000,1
astar bucket cheb w=1,no_roads,default_medium2,132,269,743.2,1,1,1.000000,1
astar bucket cheb w=1,no_roads,default_medium2,246,67,185.2,1,1,1.000000,1
astar bucket cheb w=1,no_roads,default_medium2,369,21,846.9,1,1,1.000000,1
astar bucket cheb w=1,no_roads,default_medium2,656,617,289.6,1,1,1.000000,1
astar bucket cheb w=1,no_roads,default_medium2,251,656,789.8,1,1,1.000000,1
astar bucket cheb w=1,no_roads,default_medium2,241,7,189.0,1,1,1.000000,1
astar bucket cheb w=1,no_roads,default_medium2,75,805,1341.7,1,1,1.000000,1
astar bucket cheb w=1,no_roads,default_medium2,709,62,1353.9,1,1,1.000000,1
astar bucket cheb w=1,no_roads,default_medium2,250,72,301.4,1,1,1.000000,1
astar bucket cheb w=1,no_roads,default_medium2,32,360,489.6,1,1,1.000000,1
astar bucket cheb w=1,no_roads,default_medium2,75,570,1771.6,1,1,1.000000,1
astar bucket cheb w=1,no_roads,default_medium2,259,301,1080.4,1,1,1.000000,1
astar bucket cheb w=1,no_roads,default_medium2,757,539,1108.3,1,1,1.000000,1
astar bucket cheb w=1,no_roads,default_medium2,235,600,1374.7,1,1,1.000000,1
astar bucket cheb w=1,no_roads,default_medium2,145,823,1985.6,1,1,1.000000,1
astar bucket cheb w=1,no_roads,default_medium2,636,643,325.3,1,1,1.000000,1
astar bucket cheb w=1,no_roads,default_medium2,525,264,497.6,1,1,1.000000,1
astar bucket cheb w=1,no_roads,default_medium2,889,525,693.2,1,1,1.000000,1
astar bucket cheb w=1,no_roads,default_medium2,452,208,1871.7,1,1,1.000000,1
astar bucket cheb w=1,no_roads,default_medium2,100,105,208.6,1,1,1.000000,1
astar bucket cheb w=1,no_roads,default_medium2,744,479,295.8,1,1,1.000000,1
astar bucket cheb w=1,no_roads,default_medium2,386,470,340.4,1,1,1.000000,1
astar bucket cheb w=1,no_roads,default_medium2,457,518,34.2,1,1,1.000000,1
astar bucket cheb w=1,no_roads,default_medium2,829,57,1281.3,1,1,1.000000,1
astar bucket cheb w=1,no_roads,default_medium2,762,739,240.1,1,1,1.000000,1
astar bucket cheb w=1,no_roads,default_medium2,729,106,1062.0,1,1,1.000000,1
astar bucket cheb w=1,no_roads,default_medium2,64,448,1126.8,1,1,1.000000,1
astar bucket cheb w=1,no_roads,default_medium2,828,370,596.3,1,1,1.000000,1
astar bucket cheb w=1,no_roads,default_medium2,119,270,1604.8,1,1,1.000000,1
astar bucket cheb w=1,no_roads,default_medium2,210,208,1329.6,1,1,1.000000,1
astar bucket cheb w=1,no_roads,default_medium2,596,498,249.6,1,1,1.000000,1
astar bucket cheb w=1,no_roads,default_medium2,153,469,700.6,1,1,1.000000,1
astar bucket cheb w=1,no_roads,default_medium2,201,301,1201.9,1,1,1.000000,1
astar bucket cheb w=1,no_roads,default_medium2,513,271,212.8,1,1,1.000000,1
astar bucket cheb w=1,no_roads,default_medium2,81,492,610.8,1,1,1.000000,1
astar bucket cheb w=1,no_roads,default_medium2,613,106,991.5,1,1,1.000000,1
astar bucket cheb w=1,no_roads,default_medium2,53,736,1057.1,1,1,1.000000,1
astar bucket cheb w=1,no_roads,default_medium2,601,15,1316.4,1,1,1.000000,1
astar bucket cheb w=1,no_roads,default_medium2,99,857,1489.3,1,1,1.000000,1
astar bucket cheb w=1,no_roads,default_medium2,258,182,819.2,1,1,1.000000,1
astar bucket cheb w=1,no_roads,default_medium2,452,539,1589.2,1,1,1.000000,1
astar bucket cheb w=1,no_roads,default_medium2,534,234,365.1,1,1,1.000000,1
astar bucket cheb w=1,no_roads,default_medium2,446,62,1379.0,1,1,1.000000,1
astar bucket cheb w=1,no_roads,default_medium2,180,422,169.7,1,1,1.000000,1
astar bucket cheb w=1,no_roads,default_medium2,2,434,505.0,1,1,1.000000,1
astar bucket cheb w=1,no_roads,default_medium2,287,888,1361.2,1,1,1.000000,1
astar bucket cheb w=1,no_roads,default_medium2,889,505,437.5,1,1,1.000000,1
astar bucket cheb w=1,no_roads,default_medium2,309,470,585.8,1,1,1.000000,1
astar bucket cheb w=1,no_roads,default_medium2,792,831,211.0,1,1,1.000000,1
astar bucket cheb w=1,no_roads,default_medium2,888,620,212.0,1,1,1.000000,1
astar bucket cheb w=1,no_roads,default_medium2,747,818,627.1,1,1,1.000000,1
astar bucket cheb w=1,no_roads,default_medium2,540,170,814.1,1,1,1.000000,1
astar bucket cheb w=1,no_roads,default_medium2,208,320,214.8,1,1,1.000000,1
astar bucket cheb w=1,no_roads,default_medium2,238,61,1200.3,1,1,1.000000,1
astar bucket cheb w=1,no_roads,default_medium2,646,837,461.3,1,1,1.000000,1
astar bucket cheb w=1,no_roads,default_medium2,604,64,813.5,1,1,1.000000,1
astar bucket cheb w=1,no_roads,default_medium2,849,341,814.3,1,1,1.000000,1
astar bucket cheb w=1,no_roads,default_medium2,60,53,1338.8,1,1,1.000000,1
astar bucket cheb w=1,no_roads,default_medium2,652,530,85.0,1,1,1.000000,1
astar bucket cheb w=1,no_roads,default_medium2,558,590,51.8,1,1,1.000000,1
astar bucket cheb w=1,no_roads,default_medium2,173,60,1165.7,1,1,1.000000,1
astar bucket cheb w=1,no_roads,default_medium2,564,86,758.8,1,1,1.000000,1
astar bucket cheb w=1,no_roads,default_medium2,204,73,397.4,1,1,1.000000,1
astar bucket cheb w=1,no_roads,default_medium2,663,72,1019.7,1,1,1.000000,1
astar bucket cheb w=1,no_roads,default_medium2,764,256,927.6,1,1,1.000000,1
astar bucket cheb w=1,no_roads,default_medium2,449,130,962.8,1,1,1.000000,1
astar bucket cheb w=1,no_roads,default_medium2,635,268,1204.2,1,1,1.000000,1
astar bucket cheb w=1,no_roads,default_medium2,645,662,526.6,1,1,1.000000,1
astar bucket cheb w=1,no_roads,default_medium2,40,690,927.1,1,1,1.000000,1
astar bucket cheb w=1,no_roads,default_medium2,87,466,382.4,1,1,1.000000,1
astar bucket cheb w=1,no_roads,default_medium2,743,651,55.6,1,1,1.000000,1
astar bucket cheb w=1,no_roads,default_medium2,630,580,268.1,1,1,1.000000,1
astar bucket cheb w=1,no_roads,default_medium2,343,283,33.4,1,1,1.000000,1
astar bucket cheb w=1,no_roads,default_medium2,224,757,1079.6,1,1,1.000000,1
astar bucket cheb w=1,no_roads,default_medium2,815,341,558.0,1,1,1.000000,1
astar bucket cheb w=1,no_roads,default_medium2,260,287,64.4,1,1,1.000000,1
astar bucket cheb w=3,no_roads,default_medium2,722,122,304.6,1,1,1.000000,1
astar bucket cheb w=3,no_roads,default_medium2,25,843,543.5,1,1,1.000000,1
astar bucket cheb w=3,no_roads,default_medium2,297,266,15.8,1,1,1.000000,1
astar bucket cheb w=3,no_roads,default_medium2,244,152,31.5,1,1,1.000000,1
astar bucket cheb w=3,no_roads,default_medium2,838,112,463.6,1,1,1.000000,1
astar bucket cheb w=3,no_roads,default_medium2,765,842,212.0,1,1,1.000000,1
astar bucket cheb w=3,no_roads,default_medium2,607,93,488.2,1,1,1.000000,1
astar bucket cheb w=3,no_roads,default_medium2,658,469,76.0,1,1,1.000000,1
astar bucket cheb w=3,no_roads,default_medium2,32,30,22.6,1,1,1.000000,1
astar bucket cheb w=3,no_roads,default_medium2,99,239,279.5,1,1,1.000000,1
astar bucket cheb w=3,no_roads,default_medium2,254,561,175.2,1,1,1.000000,1
astar bucket cheb w=3,no_roads,default_medium2,670,27,407.2,1,1,1.000000,1
astar bucket cheb w=3,no_roads,default_medium2,625,218,234.8,1,1,1.000000,1
astar bucket cheb w=3,no_roads,default_medium2,815,734,86.6,1,1,1.000000,1
astar bucket cheb w=3,no_roads,default_medium2,797,607,117.0,1,1,1.000000,1
astar bucket cheb w=3,no_roads,default_medium2,466,241,197.5,1,1,1.000000,1
astar bucket cheb w=3,no_roads,default_medium2,498,657,96.9,1,1,1.000000,1
astar bucket cheb w=3,no_roads,default_medium2,300,6,95.7,1,1,1.000000,1
astar bucket cheb w=3,no_roads,default_medium2,863,175,426.0,1,1,1.000000,1
astar bucket cheb w=3,no_roads,default_medium2,793,469,107.4,1,1,1.000000,1
astar bucket cheb w=3,no_roads,default_medium2,371,300,164.4,1,1,1.000000,1
astar bucket cheb w=3,no_roads,default_medium2,171,236,51.9,1,1,1.000000,1
astar bucket cheb w=3,no_roads,default_medium2,867,367,245.1,1,1,1.000000,1
astar bucket cheb w=3,no_roads,default_medium2,112,98,239.5,1,1,1.000000,1
astar bucket cheb w=3,no_roads,default_medium2,423,105,125.1,1,1,1.000000,1
astar bucket cheb w=3,no_roads,default_medium2,391,375,265.8,1,1,1.000000,1
astar bucket cheb w=3,no_roads,default_medium2,673,286,138.8,1,1,1.000000,1
astar bucket cheb w=3,no_roads,default_medium2,45,830,533.4,1,1,1.000000,1
astar bucket cheb w=3,no_roads,default_medium2,510,596,593.6,1,1,1.000000,1
astar bucket cheb w=3,no_roads,default_medium2,136,421,199.9,1,1,1.000000,1
astar bucket cheb w=3,no_roads,default_medium2,84,615,248.1,1,1,1.000000,1
astar bucket cheb w=3,no_roads,default_medium2,317,705,194.1,1,1,1.000000,1
astar bucket cheb w=3,no_roads,default_medium2,689,394,810.6,1,1,1.000000,1
astar bucket cheb w=3,no_roads,default_medium2,644,210,188.1,1,1,1.000000,1
astar bucket cheb w=3,no_roads,default_medium2,801,74,449.3,1,1,1.000000,1
astar bucket cheb w=3,no_roads,default_medium2,47,747,309.5,1,1,1.000000,1
astar bucket cheb w=3,no_roads,default_medium2,249,877,363.6,1,1,1.000000,1
astar bucket cheb w=3,no_roads,default_medium2,313,85,118.0,1,1,1.000000,1
astar bucket cheb w=3,no_roads,default_medium2,254,111,74.6,1,1,1.000000,1
astar bucket cheb w=3,no_roads,default_medium2,423,300,33.4,1,1,1.000000,1
astar bucket cheb w=3,no_roads,default_medium2,503,718,56.2,1,1,1.000000,1
astar bucket cheb w=3,no_roads,default_medium2,398,178,353.6,1,1,1.000000,1
astar bucket cheb w=3,no_roads,default_medium2,412,387,62.9,1,1,1.000000,1
astar bucket cheb w=3,no_roads,default_medium2,229,758,397.9,1,1,1.000000,1
astar bucket cheb w=3,no_roads,default_medium2,289,797,264.5,1,1,1.000000,1
astar bucket cheb w=3,no_roads,default_medium2,775,732,124.9,1,1,1.000000,1
astar bucket cheb w=3,no_roads,default_medium2,76,679,357.2,1,1,1.000000,1
astar bucket cheb w=3,no_roads,default_medium2,718,187,284.8,1,1,1.000000,1
astar bucket cheb w=3,no_roads,default_medium2,593,829,77.7,1,1,1.000000,1
astar bucket cheb w=3,no_roads,default_medium2,266,179,23.5,1,1,1.000000,1
astar bucket cheb w=3,no_roads,default_medium2,513,422,31.0,1,1,1.000000,1
astar bucket cheb w=3,no_roads,default_medium2,292,723,368.1,1,1,1.000000,1
astar bucket cheb w=3,no_roads,default_medium2,780,621,309.6,1,1,1.000000,1
astar bucket cheb w=3,no_roads,default_medium2,240,777,519.4,1,1,1.000000,1
astar bucket cheb w=3,no_roads,default_medium2,353,872,331.9,1,1,1.000000,1
astar bucket cheb w=3,no_roads,default_medium2,880,59,467.7,1,1,1.000000,1
astar bucket cheb w=3,no_roads,default_medium2,250,32,95.5,1,1,1.000000,1
astar bucket cheb w=3,no_roads,default_medium2,343,446,399.9,1,1,1.000000,1
astar bucket cheb w=3,no_roads,default_medium2,290,69,193.1,1,1,1.000000,1
astar bucket cheb w=3,no_roads,default_medium2,231,632,255.5,1,1,1.000000,1
astar bucket cheb w=3,no_roads,default_medium2,818,342,340.9,1,1,1.000000,1
astar bucket cheb w=3,no_roads,default_medium2,233,741,570.9,1,1,1.000000,1
